Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,2014-12-02,168.68,23.32,13.82,169.60,7.22,7.22,,,,5.00,74.28
BON,2014-12-03,174.84,23.93,13.69,164.60,7.22,7.22,,,,5.00,73.55
BON,2014-12-04,165.74,18.78,11.33,172.80,7.22,7.22,,,,5.00,73.58
BON,2014-12-05,166.80,22.06,13.23,174.10,6.67,6.67,,,,7.00,74.28
BON,2014-12-06,157.45,13.12,8.33,153.10,7.22,7.22,,,,6.00,74.57
BON,2014-12-07,162.36,0.48,0.30,155.40,7.22,7.22,,,,7.00,74.09
BON,2014-12-08,161.44,0.49,0.30,156.90,7.22,7.22,,,,7.00,73.41
BON,2014-12-09,159.42,0.48,0.30,160.30,7.22,7.22,,,,6.00,73.28
BON,2014-12-10,160.71,0.49,0.30,177.90,7.22,7.22,,,,7.00,74.01
BON,2014-12-11,160.47,0.48,0.30,152.60,7.22,7.22,,,,7.00,74.78
BON,2014-12-12,160.75,0.48,0.30,155.70,7.78,7.78,,,,7.00,73.65
BON,2014-12-13,162.37,0.48,0.30,155.80,7.78,7.78,,,,7.00,73.10
BON,2014-12-14,169.32,0.48,0.29,167.00,7.78,7.78,,,,6.50,73.02
BON,2014-12-15,167.74,0.50,0.30,168.00,7.22,7.22,,,,6.00,73.10
BON,2014-12-16,161.94,0.50,0.31,163.90,7.22,7.22,,,,7.00,73.25
BON,2014-12-17,165.73,0.48,0.29,163.80,7.22,7.22,,,,7.00,72.77
BON,2014-12-18,173.08,0.48,0.28,173.60,6.67,6.67,,,,7.00,72.76
BON,2014-12-19,175.90,0.48,0.27,184.70,6.67,6.67,,,,7.00,73.15
BON,2014-12-20,200.22,0.48,0.24,202.80,6.67,6.67,,,,7.00,72.80
BON,2014-12-21,211.88,0.53,0.25,212.90,7.22,7.22,,,,7.00,73.49
BON,2014-12-22,199.29,0.52,0.26,196.20,7.22,7.22,,,,5.00,73.25
BON,2014-12-23,173.74,0.50,0.29,171.90,7.22,7.22,,,,1.50,72.84
BON,2014-12-24,140.28,0.48,0.34,159.80,7.22,7.22,,,,3.50,73.45
BON,2014-12-25,167.87,0.49,0.29,160.30,7.22,7.22,,,,3.50,74.35
BON,2014-12-26,169.22,0.48,0.29,164.60,7.22,7.22,,,,5.00,73.63
BON,2014-12-27,176.95,0.48,0.27,178.00,7.22,7.22,,,,6.00,73.50
BON,2014-12-28,168.63,0.48,0.28,170.40,7.22,7.22,,,,6.00,73.37
BON,2014-12-29,175.30,0.48,0.27,177.60,7.22,7.22,,,,6.00,73.85
BON,2014-12-30,194.58,0.48,0.25,187.60,7.22,7.22,,,,4.00,73.10
BON,2014-12-31,198.83,0.48,0.24,201.90,7.22,7.22,,,,5.00,73.35
