Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2021-04-01,Sp,4,,6,3,,,,,,,,,7.2
Bonneville,2021-04-02,Sp,9,,25,10,,,,,,,,,7.2
Bonneville,2021-04-03,Sp,19,,43,22,,,,,,,,,7.8
Bonneville,2021-04-04,Sp,12,,44,23,,,,,,,,,7.8
Bonneville,2021-04-05,Sp,30,,19,5,,,,,,,,,8.3
Bonneville,2021-04-06,Sp,43,1,25,10,,,,,,,,,8.3
Bonneville,2021-04-07,Sp,14,4,17,10,,,,,,,,,8.3
Bonneville,2021-04-08,Sp,42,,12,6,,,,,,,,,8.3
Bonneville,2021-04-09,Sp,15,,9,6,,,,,,,,,8.3
Bonneville,2021-04-10,Sp,49,2,20,14,,,,,,,,,8.3
Bonneville,2021-04-11,Sp,30,1,7,6,,,,,,,,,8.9
Bonneville,2021-04-12,Sp,38,2,9,5,,,,,,,,,8.9
Bonneville,2021-04-13,Sp,56,1,14,6,,,,,,,,,8.9
Bonneville,2021-04-14,Sp,82,,16,3,,,,,,,,,8.3
Bonneville,2021-04-15,Sp,139,,12,2,,,,,,,,,8.9
Bonneville,2021-04-16,Sp,188,4,12,6,,,,,,,,,8.9
Bonneville,2021-04-17,Sp,146,3,4,1,,,,,,,,,9.4
Bonneville,2021-04-18,Sp,115,1,5,5,,,,,,,,,9.4
Bonneville,2021-04-19,Sp,303,3,10,6,,,,,,,,,9.4
Bonneville,2021-04-20,Sp,409,7,8,4,,,,,,,,,10
Bonneville,2021-04-21,Sp,370,12,1,1,,,,,,,,,10.6
Bonneville,2021-04-22,Sp,507,3,5,5,,,,,,,,,10.6
Bonneville,2021-04-23,Sp,636,17,8,4,,,,,,,,,11.1
Bonneville,2021-04-24,Sp,469,11,4,4,,,,,,,,,10.6
Bonneville,2021-04-25,Sp,300,11,6,2,,,,,,,,,11.1
Bonneville,2021-04-26,Sp,564,23,7,2,,,,,,,,,10.6
Bonneville,2021-04-27,Sp,1028,20,6,2,1,,,,,,,,10.6
Bonneville,2021-04-28,Sp,2433,62,6,4,,,,,,,,,10.6
Bonneville,2021-04-29,Sp,4782,141,13,6,,,,,,,,,11.1
Bonneville,2021-04-30,Sp,4641,210,4,2,,,,,,,,,11.1
Bonneville,2021-05-01,Sp,2087,123,4,4,,,,,,,,,11.7
Bonneville,2021-05-02,Sp,2517,168,3,1,,,,,,,,,11.7
Bonneville,2021-05-03,Sp,3022,237,6,,,,,,1,,,,12.2
Bonneville,2021-05-04,Sp,2067,167,8,1,,,,,,,,,12.8
Bonneville,2021-05-05,Sp,1995,194,7,2,,,,,,,,,12.8
Bonneville,2021-05-06,Sp,1940,208,5,2,,,,,,,,,13.3
Bonneville,2021-05-07,Sp,1487,151,,,,,,2,,,,,12.8
Bonneville,2021-05-08,Sp,1970,257,,,,,,1,,,,,12.8
Bonneville,2021-05-09,Sp,1150,196,2,2,,,,,,,,,12.8
Bonneville,2021-05-10,Sp,1551,335,3,,,,,,1,,,,12.8
Bonneville,2021-05-11,Sp,2873,700,4,2,,,,4,,,,,13.3
Bonneville,2021-05-12,Sp,3713,1133,5,4,,,,302,,,,,13.3
Bonneville,2021-05-13,Sp,3212,900,1,,,,,1059,,,,,13.3
Bonneville,2021-05-14,Sp,1974,817,10,4,,,,1103,2,,,,13.9
Bonneville,2021-05-15,Sp,1542,660,8,1,,,,1274,2,,,,13.9
Bonneville,2021-05-16,Sp,1933,768,3,1,,,,1400,,,,,13.9
Bonneville,2021-05-17,Sp,1439,627,2,,,,,2793,8,,,,13.9
Bonneville,2021-05-18,Sp,1225,395,1,1,,,,2259,8,,,,13.9
Bonneville,2021-05-19,Sp,1029,367,3,,,,,1477,6,,,,14.4
Bonneville,2021-05-20,Sp,789,249,2,1,,,,1092,2,,,,13.9
Bonneville,2021-05-21,Sp,661,184,2,2,,,,955,1,,,,13.9
Bonneville,2021-05-22,Sp,745,210,,,,,,1540,1,,,,13.9
Bonneville,2021-05-23,Sp,558,157,,-1,,,,1490,1,,,,13.9
Bonneville,2021-05-24,Sp,1155,316,8,5,1,,,1499,,,,,13.9
Bonneville,2021-05-25,Sp,975,345,7,6,2,,,3434,2,,,,14.1
Bonneville,2021-05-26,Sp,908,271,8,6,1,,,4688,10,,,,14.4
Bonneville,2021-05-27,Sp,949,217,9,4,,,,5785,16,,,,14.6
Bonneville,2021-05-28,Sp,838,192,5,2,,,,4948,18,,,,14.6
Bonneville,2021-05-29,Sp,944,208,7,1,,,,4602,22,,,,14.9
Bonneville,2021-05-30,Sp,915,243,11,3,4,,,10261,6,,,,14.9
Bonneville,2021-05-31,Sp,1012,252,9,4,4,,,9751,8,,,,15.1
Bonneville,2021-06-01,Su,1113,230,11,6,11,,,21268,21,,,,15.5
Bonneville,2021-06-02,Su,1007,229,10,7,13,,,40410,22,,,,15.9
Bonneville,2021-06-03,Su,996,218,16,8,33,,,43875,70,,,,16.2
Bonneville,2021-06-04,Su,1416,244,13,8,65,,,74854,71,,,,16.4
Bonneville,2021-06-05,Su,1217,207,10,6,71,,,54233,51,,,,16.1
Bonneville,2021-06-06,Su,1001,170,8,5,71,,,44248,31,,,,15.8
Bonneville,2021-06-07,Su,1448,177,12,5,182,,,40174,4,,,,15.8
Bonneville,2021-06-08,Su,1220,281,6,2,232,,,69724,26,,,,15.9
Bonneville,2021-06-09,Su,1297,199,6,4,287,,,94774,42,,,,15.9
Bonneville,2021-06-10,Su,1370,231,11,9,480,,,126796,43,,,,15.8
Bonneville,2021-06-11,Su,1609,323,33,18,540,,,127826,62,,,,15.8
Bonneville,2021-06-12,Su,1519,315,14,11,972,,,136097,17,,,,15.8
Bonneville,2021-06-13,Su,1690,347,23,13,846,,,129349,39,,,,16.1
Bonneville,2021-06-14,Su,1804,362,18,9,925,,,141355,70,,,,16.3
Bonneville,2021-06-15,Su,1748,275,32,13,774,,,178458,167,,,,16.4
Bonneville,2021-06-16,Su,1950,241,20,9,876,,,254486,195,,,,16.5
Bonneville,2021-06-17,Su,2084,341,19,13,1348,,,301436,138,,,,16.6
Bonneville,2021-06-18,Su,2285,359,20,13,2060,,,189634,131,,,,16.9
Bonneville,2021-06-19,Su,2443,347,40,22,3053,,,299187,208,,,,17.2
Bonneville,2021-06-20,Su,2723,311,69,40,4378,,,286347,267,,,,17.7
Bonneville,2021-06-21,Su,2676,404,78,51,5860,,,364396,301,,,,18.1
Bonneville,2021-06-22,Su,2280,375,57,40,7356,,,272004,420,,,,18.4
Bonneville,2021-06-23,Su,1832,291,44,28,6954,,,285434,332,,,,18.5
Bonneville,2021-06-24,Su,1760,321,57,44,7640,,,351489,363,,,,18.9
Bonneville,2021-06-25,Su,1988,422,105,59,7999,,,359604,314,,,,19
Bonneville,2021-06-26,Su,1777,382,95,58,10178,,,217511,294,,,,19.5
Bonneville,2021-06-27,Su,1654,310,123,79,8780,,,280883,438,,,,19.9
Bonneville,2021-06-28,Su,2022,257,120,88,8652,,,218963,379,,,,20.4
Bonneville,2021-06-29,Su,1620,302,169,112,7233,,,82319,753,,,,20.8
Bonneville,2021-06-30,Su,1876,300,158,96,7524,,,72516,665,,,,20.8
Bonneville,2021-07-01,Su,1326,209,121,89,6168,,,104885,524,,,,20.5
Bonneville,2021-07-02,Su,1210,263,153,96,5256,,,60715,463,,,,20.4
Bonneville,2021-07-03,Su,1216,207,137,82,3614,,,36940,458,,,,20.6
Bonneville,2021-07-04,Su,1424,277,180,118,5033,,,38824,361,,,,20.9
Bonneville,2021-07-05,Su,1752,348,238,144,5188,,,28849,402,,,,21.1
Bonneville,2021-07-06,Su,1415,246,299,162,4068,,,20925,370,,,,21.2
Bonneville,2021-07-07,Su,1126,207,362,207,3474,,,15394,285,,,,21.2
Bonneville,2021-07-08,Su,1009,215,307,180,2693,,,9100,352,,,,21.1
Bonneville,2021-07-09,Su,998,253,330,184,3727,,,9715,496,,,,21.2
Bonneville,2021-07-10,Su,995,224,303,199,2713,,,6325,425,,,,21.3
Bonneville,2021-07-11,Su,1040,204,478,273,2251,,,4584,734,,,,21.4
Bonneville,2021-07-12,Su,796,175,473,274,1558,,,3162,734,,,,21.5
Bonneville,2021-07-13,Su,757,136,520,295,1753,,,3027,479,,,,21.6
Bonneville,2021-07-14,Su,718,149,501,275,1655,,,4933,545,,,,21.5
Bonneville,2021-07-15,Su,724,114,488,246,1247,,,2003,419,,,,21.4
Bonneville,2021-07-16,Su,596,126,481,256,1035,,,1767,352,,,,21.2
Bonneville,2021-07-17,Su,620,169,471,265,886,,,1441,365,,,,21.4
Bonneville,2021-07-18,Su,538,116,386,210,744,,,924,271,,,,21.5
Bonneville,2021-07-19,Su,580,149,365,192,554,,,822,566,,,,21.7
Bonneville,2021-07-20,Su,569,126,637,331,394,,,672,322,,,,21.8
Bonneville,2021-07-21,Su,553,107,592,318,328,1,,619,525,,,,21.7
Bonneville,2021-07-22,Su,501,88,506,274,253,,,720,257,,,,21.5
Bonneville,2021-07-23,Su,389,62,424,226,213,,,904,262,,,,21.4
Bonneville,2021-07-24,Su,431,62,504,274,166,,,825,237,,,,21.6
Bonneville,2021-07-25,Su,404,93,511,269,127,,,662,297,,,,21.8
Bonneville,2021-07-26,Su,422,95,539,261,138,1,,898,267,,,,22.1
Bonneville,2021-07-27,Su,389,85,466,248,133,,,1211,298,,,,22.2
Bonneville,2021-07-28,Su,301,60,435,221,124,,,928,157,,,,22.2
Bonneville,2021-07-29,Su,220,41,342,190,106,,,521,141,,,,22.2
Bonneville,2021-07-30,Su,227,38,351,166,92,,,631,184,,,,22.3
Bonneville,2021-07-31,Su,273,79,373,211,81,,,461,91,,,,22.1
Bonneville,2021-08-01,Fa,213,72,331,177,74,,1,414,182,,,,22.3
Bonneville,2021-08-02,Fa,139,47,304,163,57,,,501,347,,,,22.4
Bonneville,2021-08-03,Fa,131,23,192,116,55,,,354,278,,,,22.7
Bonneville,2021-08-04,Fa,235,42,317,196,64,,,396,220,,,,22.6
Bonneville,2021-08-05,Fa,382,71,532,324,46,,,248,100,,,,22.6
Bonneville,2021-08-06,Fa,641,105,475,272,57,,,146,140,,,,22.4
Bonneville,2021-08-07,Fa,538,114,593,340,19,,1,158,76,,,,22.4
Bonneville,2021-08-08,Fa,319,77,511,257,10,5,1,187,112,,,,22.1
Bonneville,2021-08-09,Fa,383,46,389,207,16,2,6,113,31,,,,22
Bonneville,2021-08-10,Fa,329,47,452,202,15,16,3,257,109,,,,22.1
Bonneville,2021-08-11,Fa,481,83,812,423,26,14,5,160,124,,,,22.7
Bonneville,2021-08-12,Fa,747,57,1189,578,15,25,3,355,133,,,,22.9
Bonneville,2021-08-13,Fa,486,63,1156,512,4,18,6,323,105,,,,23.2
Bonneville,2021-08-14,Fa,538,49,1172,469,4,6,10,229,165,,,,23.3
Bonneville,2021-08-15,Fa,428,79,811,338,1,3,4,219,386,,,,23.3
Bonneville,2021-08-16,Fa,315,30,383,140,1,4,7,100,215,,,,23.1
Bonneville,2021-08-17,Fa,433,45,366,168,8,10,3,100,130,,,,22.5
Bonneville,2021-08-18,Fa,644,91,311,123,6,19,12,86,63,,,,21.9
Bonneville,2021-08-19,Fa,746,121,237,92,3,21,8,42,32,,,,21.6
Bonneville,2021-08-20,Fa,709,180,311,105,3,106,13,141,22,,,,21.3
Bonneville,2021-08-21,Fa,3304,428,517,234,20,406,64,35,-1,,,,21.1
Bonneville,2021-08-22,Fa,5316,719,761,289,18,684,91,22,12,,,1,21.1
Bonneville,2021-08-23,Fa,4937,658,1044,373,5,909,132,64,47,,,1,20.8
Bonneville,2021-08-24,Fa,6320,1069,1004,339,8,2168,223,119,2,,,,20.7
Bonneville,2021-08-25,Fa,9702,1951,1473,467,4,4274,287,28,3,,,2,21
Bonneville,2021-08-26,Fa,10471,2249,1608,496,3,3869,280,40,50,,,1,20.9
Bonneville,2021-08-27,Fa,10571,2191,1534,453,7,3797,197,8,33,,,5,21
Bonneville,2021-08-28,Fa,13386,2708,1529,446,3,5829,285,57,29,,2,2,20.9
Bonneville,2021-08-29,Fa,11587,2010,1319,379,2,5898,234,20,43,,,4,20.9
Bonneville,2021-08-30,Fa,16835,1321,1200,281,3,6938,319,61,35,,,6,20.7
Bonneville,2021-08-31,Fa,18848,1352,1346,328,3,10028,385,20,17,,,3,20.2
Bonneville,2021-09-01,Fa,13650,2874,1477,408,3,6825,505,,33,,,20,20.1
Bonneville,2021-09-02,Fa,9731,1603,1254,330,2,4006,353,,27,,,21,20.1
Bonneville,2021-09-03,Fa,9719,1611,1206,283,1,3853,233,,-1,,,10,20.2
Bonneville,2021-09-04,Fa,10044,1391,1104,291,4,5167,258,,17,,,12,20.1
Bonneville,2021-09-05,Fa,12860,2279,1447,343,3,8898,430,,,,,22,20.1
Bonneville,2021-09-06,Fa,9928,1924,1081,261,4,7927,322,,14,,,10,20.2
Bonneville,2021-09-07,Fa,11380,2319,1524,372,,7498,479,,15,,,28,20.4
Bonneville,2021-09-08,Fa,10470,1841,1302,332,2,7109,446,,17,,,31,20.5
Bonneville,2021-09-09,Fa,7757,1263,1088,284,,4646,273,,10,,,25,20.7
Bonneville,2021-09-10,Fa,7620,1119,945,233,1,4196,311,,6,,,8,20.6
Bonneville,2021-09-11,Fa,8314,1120,728,190,3,4756,337,,-1,,,12,20.3
Bonneville,2021-09-12,Fa,9561,1254,908,233,,4624,349,,2,,,9,20.2
Bonneville,2021-09-13,Fa,8462,1025,763,178,,4324,367,,10,,,12,20
Bonneville,2021-09-14,Fa,9044,1151,1117,254,,5616,435,,1,,,8,19.9
Bonneville,2021-09-15,Fa,7397,355,925,127,,6602,134,,-1,,,4,19.9
Bonneville,2021-09-16,Fa,6579,833,747,162,,3807,218,,2,,,4,19.5
Bonneville,2021-09-17,Fa,6541,971,849,181,1,3573,235,,2,,,2,19.2
Bonneville,2021-09-18,Fa,4379,657,590,146,1,2734,172,,5,,-2,1,19.2
Bonneville,2021-09-19,Fa,5383,785,702,158,,3735,293,,2,,,4,19.2
Bonneville,2021-09-20,Fa,4409,823,698,162,,4102,287,,1,,,10,19.3
Bonneville,2021-09-21,Fa,3238,655,1004,334,2,3124,355,,3,,,5,19.1
Bonneville,2021-09-22,Fa,4896,777,1049,319,,4176,451,,,,,1,19
Bonneville,2021-09-23,Fa,4494,654,602,148,,3834,478,,2,,,6,18.9
Bonneville,2021-09-24,Fa,4572,681,726,141,,3785,459,,,,,1,18.9
Bonneville,2021-09-25,Fa,3797,503,534,109,,2984,318,,,,,2,18.9
Bonneville,2021-09-26,Fa,2195,348,399,70,,3311,431,,,,,1,18.9
Bonneville,2021-09-27,Fa,2066,579,608,118,,4187,1089,,2,,,-1,18.9
Bonneville,2021-09-28,Fa,3392,692,563,114,,3417,505,,-2,,,2,18.9
Bonneville,2021-09-29,Fa,2977,632,476,115,,2660,412,,,,,3,18.3
Bonneville,2021-09-30,Fa,1275,350,347,73,,1506,280,,,,,,18.3
Bonneville,2021-10-01,Fa,2275,400,417,89,,2559,472,,1,,,3,18.3
Bonneville,2021-10-02,Fa,1341,231,278,57,,2177,383,,2,,,1,18.3
Bonneville,2021-10-03,Fa,940,211,312,61,,1197,244,,1,,1,4,18.3
Bonneville,2021-10-04,Fa,1934,304,313,81,,1847,257,,4,,,2,18.3
Bonneville,2021-10-05,Fa,629,115,206,42,,678,111,,1,,,,18.3
Bonneville,2021-10-06,Fa,1586,301,244,51,,1711,185,,,,,1,18.3
Bonneville,2021-10-07,Fa,1346,190,226,46,,2428,208,,,,,1,17.8
Bonneville,2021-10-08,Fa,1057,163,257,67,,2450,265,,-1,,,1,17.8
Bonneville,2021-10-09,Fa,1397,281,231,54,,2928,342,,,,,,17.8
Bonneville,2021-10-10,Fa,638,290,175,27,,1660,290,,,,,,17.8
Bonneville,2021-10-11,Fa,721,166,252,48,,3376,318,,,,,,17.8
Bonneville,2021-10-12,Fa,536,78,161,34,,1342,172,,-1,,2,1,17.2
Bonneville,2021-10-13,Fa,509,87,124,28,,2031,159,,-1,,,,16.7
Bonneville,2021-10-14,Fa,382,64,85,11,,1158,125,,,,,,16.7
Bonneville,2021-10-15,Fa,924,222,153,35,,2675,197,,,,,3,15.6
Bonneville,2021-10-16,Fa,371,110,86,24,,1367,101,,,,3,,15.6
Bonneville,2021-10-17,Fa,461,146,94,25,,1314,106,,,,,,15.6
Bonneville,2021-10-18,Fa,542,94,126,29,,1550,98,,,,1,,15.6
Bonneville,2021-10-19,Fa,556,121,133,31,,2201,151,,,,,1,15.6
Bonneville,2021-10-20,Fa,477,68,65,23,,1764,92,,,,1,,15
Bonneville,2021-10-21,Fa,684,130,94,14,,1835,111,,,,,,
Bonneville,2021-10-22,Fa,282,35,42,7,,2342,144,,,,,,15
Bonneville,2021-10-23,Fa,103,26,50,11,,528,39,,,,,,15
Bonneville,2021-10-24,Fa,67,11,44,14,,206,34,,,,,,15
Bonneville,2021-10-25,Fa,145,35,61,21,,546,55,,,,,,14.4
Bonneville,2021-10-26,Fa,85,30,54,23,,392,43,,,,,,14.4
Bonneville,2021-10-27,Fa,51,18,58,20,,281,25,,,,,,13.9
Bonneville,2021-10-28,Fa,45,23,61,18,,298,26,,,,,,13.9
Bonneville,2021-10-29,Fa,106,12,77,24,,701,65,,,,,,13.9
Bonneville,2021-10-30,Fa,97,17,42,12,,198,25,,,,,1,13.3
Bonneville,2021-10-31,Fa,141,77,16,6,,652,63,,,,,,13.3
Bonneville,2021-11-01,Fa,122,45,74,24,,462,32,,,,4,,13.3
Bonneville,2021-11-02,Fa,124,21,54,21,,1300,100,,,,8,,12.8
Bonneville,2021-11-03,Fa,61,5,48,16,,812,101,,,,6,,12.2
Bonneville,2021-11-04,Fa,21,7,36,13,,219,20,,,,8,,12.8
Bonneville,2021-11-05,Fa,83,17,34,7,,485,34,,,,5,,12.8
Bonneville,2021-11-06,Fa,106,22,37,12,,718,54,,,,9,,12.8
Bonneville,2021-11-07,Fa,41,20,37,20,,360,38,,,,5,,12.8
Bonneville,2021-11-08,Fa,24,4,34,5,,297,30,,,,4,1,12.2
Bonneville,2021-11-09,Fa,12,7,22,5,,92,11,,,,2,1,12.2
Bonneville,2021-11-10,Fa,31,3,18,4,,218,22,,,,22,2,12.2
Bonneville,2021-11-11,Fa,20,1,9,5,,129,4,,,,7,,11.7
Bonneville,2021-11-12,Fa,74,11,22,6,,2507,108,,2,,34,,11.7
Bonneville,2021-11-13,Fa,40,13,24,5,,4377,292,,,,8,,11.1
Bonneville,2021-11-14,Fa,87,32,6,4,,1566,42,,,,,3,11.1
Bonneville,2021-11-15,Fa,60,11,29,3,,786,53,,,,4,,11.1
Bonneville,2021-11-16,,55,13,49,26,,387,31,,,,16,,11.7
Bonneville,2021-11-17,,12,8,41,18,,87,7,,,,31,,11.7
Bonneville,2021-11-18,,28,4,48,19,,67,8,,,,35,,11.1
Bonneville,2021-11-19,,15,,30,12,,58,8,,,,56,,10.6
Bonneville,2021-11-20,,32,4,19,10,,65,17,,,,23,,10.6
Bonneville,2021-11-21,,15,2,18,11,,21,3,,,,13,,10.6
Bonneville,2021-11-22,,9,1,24,6,,32,5,,,,4,,10
Bonneville,2021-11-23,,10,1,14,5,,2,1,,,,-1,,9.4
Bonneville,2021-11-24,,5,1,25,10,,5,2,,,,5,,9.4
Bonneville,2021-11-25,,6,,21,10,,5,1,,,,1,,9.4
Bonneville,2021-11-26,,1,1,28,13,,5,,,,,2,,9.4
Bonneville,2021-11-27,,5,2,24,12,,3,,,,,1,,9.4
Bonneville,2021-11-28,,3,-2,32,12,,10,2,,,,7,,9.4
Bonneville,2021-11-29,,4,1,18,9,,4,2,,,,1,,9.4
Bonneville,2021-11-30,,2,,19,8,,1,-1,,,,,,10
Bonneville,2021-12-01,,5,,1,1,,24,5,,,,2,,10
Bonneville,2021-12-02,,1,,-1,3,,12,-2,,,,,,10
Bonneville,2021-12-03,,3,,11,5,,9,3,,,,,,10
Bonneville,2021-12-04,,-1,,18,14,,6,,,,,1,,9.4
Bonneville,2021-12-05,,2,,7,2,,14,-4,,,,2,,8.9
Bonneville,2021-12-06,,2,,3,4,,4,-1,,,,,,8.9
Bonneville,2021-12-07,,,,14,6,,5,1,,,,,,8.9
Bonneville,2021-12-08,,1,,11,5,,1,1,,,,,,8.3
Bonneville,2021-12-09,,1,,7,4,,,2,,,,,,8.3
Bonneville,2021-12-10,,2,,11,-1,,,1,,,,,,8.3
Bonneville,2021-12-11,,,,13,3,,8,,,,,,,8.3
Bonneville,2021-12-12,,1,,19,11,,7,,,,,,,8.3
Bonneville,2021-12-13,,1,1,18,7,,1,1,,,,,,8.3
Bonneville,2021-12-14,,1,,44,24,,1,-1,,,,,,
Bonneville,2021-12-15,,,1,18,10,,1,,,,,,,8.3
Bonneville,2021-12-16,,1,,18,12,,2,,,,,,,8.3
Bonneville,2021-12-17,,1,,25,14,,1,,,,,,,7.8
Bonneville,2021-12-18,,,,23,9,,,,,,,,,7.8
Bonneville,2021-12-19,,1,,17,3,,1,,,,,,,7.2
Bonneville,2021-12-20,,,,18,7,,,,,,,,,7.2
Bonneville,2021-12-21,,,,23,9,,,2,,,,,,7.2
Bonneville,2021-12-22,,1,,13,10,,,,,,,,,6.7
Bonneville,2021-12-23,,,,16,9,,1,,,,,,,6.7
Bonneville,2021-12-24,,-1,,17,12,,,,,,,,,6.7
Bonneville,2021-12-25,,-1,,27,15,,,,,,,,,6.7
Bonneville,2021-12-26,,-1,,20,15,,,,,,,,,6.1
Bonneville,2021-12-27,,,,19,5,,,-1,,,,,,6.1
Bonneville,2021-12-28,,1,,15,7,,,,,,,,,6.1
