Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,2022-02-10,150.88,0.58,0.38,147.90,3.33,3.33,,,,7.00,73.88
BON,2022-02-11,162.40,0.58,0.35,167.00,3.33,3.33,,,,6.00,73.88
BON,2022-02-12,169.21,0.63,0.37,163.40,3.33,3.33,,,,7.00,73.70
BON,2022-02-13,173.49,0.58,0.33,173.80,3.33,3.33,,,,7.00,73.65
BON,2022-02-14,181.70,0.58,0.32,173.10,3.33,3.33,,,,7.00,73.21
BON,2022-02-15,172.81,0.63,0.36,176.10,3.33,3.33,,,,4.00,72.62
BON,2022-02-16,178.97,0.63,0.35,188.40,3.33,3.33,,,,7.00,73.28
BON,2022-02-17,167.45,0.62,0.37,165.80,3.33,3.33,,,,7.00,73.42
BON,2022-02-18,188.35,0.62,0.33,190.50,3.33,3.33,,,,4.00,73.28
BON,2022-02-19,169.85,0.63,0.37,163.40,3.33,3.33,,,,4.00,73.59
BON,2022-02-20,159.52,0.63,0.39,164.40,3.33,3.33,,,,5.00,73.49
BON,2022-02-21,164.12,0.63,0.38,169.80,3.89,3.89,,,,7.00,74.07
BON,2022-02-22,192.78,0.63,0.33,189.20,3.89,3.89,,,,6.00,73.97
BON,2022-02-23,197.73,0.63,0.32,196.10,3.89,3.89,,,,7.00,73.54
BON,2022-02-24,172.41,0.63,0.36,172.20,3.33,3.33,,,,7.00,73.88
BON,2022-02-25,171.48,0.63,0.36,169.80,3.30,,,,,,73.50
BON,2022-02-26,177.39,0.58,0.33,189.30,3.33,3.33,,,,5.00,74.16
BON,2022-02-27,165.55,0.63,0.38,152.30,3.33,3.33,,,,5.00,73.96
BON,2022-02-28,163.45,11.38,6.96,178.60,3.33,3.33,,,,5.00,73.58
BON,2022-03-01,173.44,13.15,7.58,179.50,3.33,3.33,,,,5.00,75.53
BON,2022-03-02,209.48,15.68,7.48,198.50,3.33,3.33,,,,5.00,75.11
BON,2022-03-03,208.89,23.93,11.45,207.70,3.89,3.89,,,,4.00,74.26
BON,2022-03-04,210.19,17.93,8.53,215.40,3.89,3.89,,,,5.00,74.19
BON,2022-03-05,194.11,4.58,2.36,197.00,3.89,3.89,,,,7.00,74.51
BON,2022-03-06,189.28,1.31,0.69,185.40,3.89,3.89,,,,7.00,74.63
BON,2022-03-07,188.50,1.31,0.69,181.10,3.89,3.89,,,,7.00,74.47
BON,2022-03-08,187.78,1.30,0.69,183.40,3.89,3.89,,,,5.00,73.59
BON,2022-03-09,193.26,3.68,1.91,198.20,3.89,3.89,,,,6.00,74.00
BON,2022-03-10,193.89,5.83,3.01,199.20,3.89,3.89,,,,6.00,74.08
BON,2022-03-11,198.65,18.83,9.48,190.40,3.89,3.89,,,,6.00,74.20
BON,2022-03-12,192.32,12.51,6.51,193.80,3.89,3.89,,,,5.00,73.19
BON,2022-03-13,181.79,6.61,3.64,182.60,3.89,3.89,,,,6.00,73.95
BON,2022-03-14,180.40,4.39,2.43,175.20,4.44,4.44,,,,5.00,73.75
BON,2022-03-15,189.70,3.66,1.93,181.70,4.44,4.44,,,,5.00,73.00
BON,2022-03-16,188.58,1.32,0.70,190.60,5.00,5.00,,,,5.00,72.89
BON,2022-03-17,192.01,1.30,0.68,203.00,5.00,5.00,,,,5.00,73.25
BON,2022-03-18,182.89,1.31,0.72,183.80,5.56,5.56,,,,5.00,74.15
BON,2022-03-19,156.71,1.30,0.83,149.30,5.56,5.56,,,,5.00,74.40
BON,2022-03-20,150.58,1.32,0.87,147.80,5.56,5.56,,,,5.00,73.40
BON,2022-03-21,168.77,1.32,0.78,182.10,6.11,6.11,,,,6.00,73.39
BON,2022-03-22,176.50,1.11,0.63,172.70,6.11,6.11,,,,5.00,74.30
BON,2022-03-23,167.00,1.33,0.79,167.40,6.11,6.11,,,,5.50,74.05
BON,2022-03-24,154.89,1.31,0.84,156.10,6.67,6.67,,,,7.00,74.02
BON,2022-03-25,160.95,1.30,0.81,168.30,6.67,6.67,,,,6.50,74.39
BON,2022-03-26,166.22,1.33,0.80,166.10,6.67,6.67,,,,7.00,75.20
BON,2022-03-27,158.38,1.30,0.82,148.30,7.22,7.22,,,,7.00,74.38
BON,2022-03-28,166.28,1.29,0.78,164.40,7.22,7.22,,,,6.00,73.58
BON,2022-03-29,173.88,1.30,0.75,177.80,7.22,7.22,,,,5.00,73.88
BON,2022-03-30,177.72,1.35,0.76,175.50,7.78,7.78,,,,5.00,74.15
BON,2022-03-31,171.26,1.33,0.78,164.90,8.16,8.16,764.45,799.64,104.60,5.00,73.61
BON,2022-04-01,170.17,1.32,0.78,172.70,8.08,8.08,762.83,801.04,105.01,5.00,73.35
BON,2022-04-02,176.48,1.35,0.76,179.80,8.13,8.13,765.50,802.13,104.78,6.00,73.68
BON,2022-04-03,158.10,1.30,0.82,154.40,8.16,8.16,760.33,802.83,105.59,6.00,73.93
BON,2022-04-04,148.02,1.40,0.95,156.60,8.29,8.29,753.33,798.58,106.01,7.00,73.86
BON,2022-04-05,175.22,1.53,0.87,168.60,8.24,8.24,768.17,788.33,102.63,7.00,74.11
BON,2022-04-06,181.53,1.54,0.85,189.00,8.36,8.36,770.96,794.29,103.03,5.00,74.10
BON,2022-04-07,176.97,1.58,0.89,179.60,8.53,8.53,766.25,792.79,103.47,5.50,74.80
BON,2022-04-08,167.72,1.56,0.93,161.60,8.74,8.74,765.96,795.96,103.92,,74.34
BON,2022-04-09,151.31,1.52,1.00,139.60,8.74,8.74,768.29,790.08,102.84,6.00,73.64
BON,2022-04-10,152.52,103.40,67.79,154.20,8.68,8.68,760.38,784.79,103.21,5.00,73.25
BON,2022-04-11,152.62,108.02,70.78,167.40,8.60,8.60,750.25,779.75,103.93,5.00,74.01
BON,2022-04-12,168.60,123.65,73.34,170.10,8.44,8.44,759.42,800.08,105.35,5.00,74.75
BON,2022-04-13,174.18,129.00,74.07,173.20,8.37,8.37,759.75,827.33,108.90,,74.60
BON,2022-04-14,174.42,128.39,73.61,171.60,8.51,8.51,758.63,856.00,112.84,5.00,74.75
BON,2022-04-15,148.55,103.53,69.69,152.90,8.68,8.68,761.42,865.13,113.62,5.00,74.53
BON,2022-04-16,134.79,90.05,66.81,127.80,8.74,8.74,759.08,862.17,113.58,4.00,74.83
BON,2022-04-17,138.18,93.48,67.65,138.80,8.80,8.80,765.21,865.33,113.09,5.00,74.60
BON,2022-04-18,131.99,87.83,66.54,134.00,8.85,8.85,755.50,856.75,113.40,5.00,74.75
BON,2022-04-19,132.00,87.88,66.58,133.00,8.88,8.88,756.71,855.58,113.07,6.00,74.83
BON,2022-04-20,147.10,102.99,70.01,156.00,8.71,8.71,753.88,852.75,113.11,6.00,75.18
BON,2022-04-21,154.76,110.67,71.51,153.90,8.73,8.73,754.67,857.58,113.64,5.50,75.59
BON,2022-04-22,168.75,123.85,73.39,158.10,8.87,8.87,761.88,864.88,113.52,6.00,74.59
BON,2022-04-23,141.81,96.89,68.33,146.50,9.17,9.17,767.17,862.79,112.46,5.00,74.51
BON,2022-04-24,140.26,96.15,68.55,138.90,9.45,9.45,764.04,864.29,113.12,5.00,75.23
BON,2022-04-25,149.55,105.45,70.52,144.50,9.64,9.64,762.13,875.33,114.85,5.00,74.55
BON,2022-04-26,150.27,105.58,70.26,152.30,9.56,9.56,762.33,868.04,113.87,5.00,74.31
BON,2022-04-27,150.38,105.56,70.20,148.40,9.57,9.57,762.63,866.83,113.66,6.00,74.61
BON,2022-04-28,157.91,112.94,71.52,158.50,9.70,9.70,761.29,863.71,113.45,6.00,74.38
BON,2022-04-29,164.33,119.86,72.94,165.30,9.64,9.64,763.88,857.71,112.29,6.00,74.17
BON,2022-04-30,163.88,119.98,73.21,164.90,9.89,9.89,759.83,864.63,113.79,5.00,74.42
BON,2022-05-01,171.68,127.90,74.50,169.20,10.11,10.11,760.46,873.54,114.87,5.00,74.44
BON,2022-05-02,162.64,118.80,73.05,157.70,10.41,10.41,757.46,871.00,114.99,,73.94
BON,2022-05-03,160.29,116.40,72.62,171.70,10.54,10.54,766.04,850.67,111.05,6.00,74.24
BON,2022-05-04,169.96,126.06,74.17,169.30,10.88,10.88,759.67,842.83,110.95,6.00,74.83
BON,2022-05-05,180.56,134.02,74.22,179.00,11.08,11.08,754.38,852.42,113.00,6.00,74.61
BON,2022-05-06,213.53,148.24,69.42,217.10,11.04,11.04,752.79,854.21,113.47,5.00,74.70
BON,2022-05-07,231.37,148.27,64.08,225.60,11.10,11.10,756.54,858.17,113.43,,74.79
BON,2022-05-08,253.30,148.00,58.43,248.30,11.16,11.16,754.83,860.29,113.97,5.00,73.89
BON,2022-05-09,249.10,148.01,59.42,247.70,11.23,11.23,758.58,862.71,113.73,6.00,73.62
BON,2022-05-10,231.93,148.07,63.84,232.00,11.27,11.27,764.17,864.75,113.16,5.00,73.23
BON,2022-05-11,252.46,148.20,58.70,255.80,11.13,11.13,765.38,868.42,113.46,5.00,73.59
BON,2022-05-12,251.96,148.35,58.88,250.60,11.56,11.56,763.17,879.79,115.28,5.00,73.98
BON,2022-05-13,250.55,148.27,59.18,249.70,11.49,11.49,764.92,895.29,117.05,5.00,73.55
BON,2022-05-14,259.21,148.47,57.28,272.20,11.57,11.57,761.79,899.75,118.11,5.00,74.20
BON,2022-05-15,258.70,148.80,57.52,259.30,11.78,11.78,758.79,904.75,119.24,6.00,74.90
BON,2022-05-16,247.45,148.93,60.19,245.90,12.06,12.06,762.42,898.75,117.88,5.00,74.97
BON,2022-05-17,260.80,148.90,57.09,257.20,12.34,12.34,765.33,882.25,115.28,6.00,74.30
BON,2022-05-18,277.15,149.08,53.79,268.60,12.44,12.44,763.46,875.92,114.73,6.00,73.74
BON,2022-05-19,275.79,148.97,54.02,266.60,12.39,12.39,765.58,868.42,113.43,6.00,72.89
BON,2022-05-20,296.62,149.02,50.24,307.20,12.43,12.43,765.46,864.79,112.98,4.00,72.46
BON,2022-05-21,289.49,149.38,51.60,295.70,12.57,12.57,763.79,891.71,116.75,5.00,74.10
BON,2022-05-22,284.98,149.76,52.55,274.30,12.77,12.77,764.63,919.96,120.31,5.00,73.65
BON,2022-05-23,262.18,149.65,57.08,274.60,12.93,12.93,763.54,917.96,120.22,5.00,74.18
BON,2022-05-24,255.73,150.09,58.69,257.60,12.96,12.96,761.54,898.79,118.02,4.00,74.73
BON,2022-05-25,279.19,149.86,53.68,274.00,12.92,12.92,759.67,895.17,117.84,4.00,73.86
BON,2022-05-26,285.47,149.52,52.38,280.30,13.06,13.06,756.63,904.63,119.56,4.00,73.79
BON,2022-05-27,298.15,149.22,50.05,296.10,13.05,13.05,758.54,906.63,119.50,4.00,73.08
BON,2022-05-28,304.48,149.18,49.00,297.30,12.99,12.99,753.75,900.79,119.54,4.00,73.19
BON,2022-05-29,306.37,149.05,48.65,309.00,12.90,12.90,759.00,891.96,117.43,4.00,72.41
BON,2022-05-30,321.25,149.25,46.46,327.90,13.06,13.06,763.38,872.71,114.35,5.00,73.32
BON,2022-05-31,331.21,148.38,44.80,320.30,13.23,13.23,762.13,896.54,117.69,5.00,72.87
BON,2022-06-01,345.63,148.05,42.84,344.90,13.44,13.44,758.63,927.13,122.22,5.00,72.38
BON,2022-06-02,347.55,149.59,43.04,353.70,13.67,13.67,755.42,939.00,124.29,5.00,72.50
BON,2022-06-03,346.18,150.12,43.36,347.20,13.51,13.51,754.79,928.33,122.95,5.00,72.46
BON,2022-06-04,359.98,150.28,41.75,353.30,13.30,13.30,753.92,921.67,122.27,4.00,72.57
BON,2022-06-05,374.49,154.05,41.14,380.80,13.42,13.42,753.33,930.46,123.53,4.00,72.62
BON,2022-06-06,392.27,193.70,49.38,401.60,13.75,13.75,761.83,921.75,120.98,4.00,72.32
BON,2022-06-07,376.88,175.64,46.60,372.40,14.05,14.05,759.46,921.42,121.35,3.50,72.51
BON,2022-06-08,395.73,196.23,49.59,402.50,14.43,14.43,759.42,932.71,122.92,4.00,73.33
BON,2022-06-09,416.58,213.13,51.16,416.70,14.54,14.54,757.92,938.63,123.85,4.00,73.85
BON,2022-06-10,432.78,223.13,51.56,439.90,14.38,14.38,758.63,934.29,123.17,3.00,74.08
BON,2022-06-11,441.25,234.65,53.18,432.80,14.30,14.30,757.42,930.75,122.89,3.00,73.60
BON,2022-06-12,449.11,239.37,53.30,446.20,14.30,14.30,755.75,919.13,121.59,3.00,73.32
BON,2022-06-13,450.00,247.68,55.04,453.90,13.14,13.14,762.54,890.88,116.79,2.00,73.15
BON,2022-06-14,436.98,235.23,53.83,442.50,13.40,13.40,764.54,895.79,117.19,2.50,73.90
BON,2022-06-15,441.79,236.18,53.46,436.20,13.86,13.86,758.96,916.43,120.76,3.50,74.25
BON,2022-06-16,445.00,240.46,54.04,437.90,13.80,13.80,756.67,921.91,121.82,3.50,73.13
BON,2022-06-17,434.77,232.50,53.48,446.20,13.77,13.77,754.92,923.33,122.29,3.00,73.13
BON,2022-06-18,439.70,238.47,54.23,435.20,13.72,13.72,759.54,910.13,119.81,3.00,73.46
BON,2022-06-19,441.45,238.84,54.10,441.90,13.99,13.99,763.88,919.67,120.39,3.00,73.24
BON,2022-06-20,427.87,220.63,51.56,431.10,14.18,14.18,766.25,907.04,118.36,3.00,73.85
BON,2022-06-21,429.77,222.81,51.84,435.90,14.29,14.29,765.29,924.67,120.87,1.50,73.76
BON,2022-06-22,415.25,207.66,50.01,411.00,14.46,14.46,761.33,938.79,123.29,2.00,74.12
BON,2022-06-23,406.64,197.75,48.63,407.60,14.61,14.61,761.17,907.33,119.16,2.00,74.16
BON,2022-06-24,410.94,201.66,49.07,407.30,14.67,14.67,761.46,920.75,120.95,2.00,74.17
BON,2022-06-25,406.11,196.90,48.49,408.40,15.01,15.01,760.88,938.50,123.35,2.00,73.92
BON,2022-06-26,405.10,196.39,48.48,404.20,15.49,15.49,758.17,942.33,124.28,2.00,73.90
BON,2022-06-27,395.41,191.77,48.50,401.20,15.98,15.98,756.83,947.50,125.19,2.00,74.72
BON,2022-06-28,395.27,191.90,48.55,394.40,16.27,16.27,760.50,915.88,120.42,3.50,74.79
BON,2022-06-29,378.05,172.58,45.65,379.20,16.44,16.44,761.29,906.54,119.10,4.00,74.64
BON,2022-06-30,368.08,146.67,39.85,365.60,16.67,16.67,759.63,909.33,119.78,4.00,74.73
BON,2022-07-01,338.75,107.90,31.85,345.80,16.98,16.98,758.71,892.46,117.65,4.00,74.87
BON,2022-07-02,298.68,94.79,31.74,301.60,17.16,17.16,754.83,865.21,114.60,3.00,75.30
BON,2022-07-03,291.46,94.93,32.57,272.30,17.17,17.17,754.00,846.25,112.23,4.00,74.96
BON,2022-07-04,257.25,94.83,36.86,262.80,17.18,17.18,754.17,848.88,112.56,4.00,74.43
BON,2022-07-05,270.23,94.92,35.13,271.90,17.19,17.19,753.79,864.21,114.68,4.00,74.47
BON,2022-07-06,276.62,96.04,34.72,274.50,16.64,16.64,754.42,875.13,115.99,3.00,74.56
BON,2022-07-07,264.91,95.65,36.11,263.90,16.89,16.89,756.08,872.21,115.36,5.00,74.20
BON,2022-07-08,274.45,95.88,34.94,277.80,17.87,17.87,750.75,870.83,116.02,5.00,74.48
BON,2022-07-09,273.93,95.05,34.70,283.10,18.10,18.10,747.88,871.71,116.55,5.00,75.04
BON,2022-07-10,267.45,95.14,35.57,266.20,18.35,18.35,751.04,861.67,114.72,5.00,75.39
BON,2022-07-11,259.70,95.45,36.76,261.30,18.59,18.59,745.63,865.46,116.11,5.00,75.80
BON,2022-07-12,271.33,94.64,34.88,270.30,18.90,18.90,740.33,885.00,119.55,5.00,75.47
BON,2022-07-13,263.37,96.36,36.59,266.90,18.99,18.99,743.63,854.92,114.91,5.00,76.07
BON,2022-07-14,271.13,95.93,35.38,272.00,18.92,18.92,743.77,837.82,112.66,5.00,75.63
BON,2022-07-15,244.76,95.81,39.15,240.70,18.94,18.94,750.58,842.79,112.28,6.00,75.52
BON,2022-07-16,240.10,95.26,39.68,228.00,19.15,19.15,760.63,843.50,110.91,5.00,74.85
BON,2022-07-17,236.13,94.62,40.07,237.80,19.25,19.25,760.04,834.33,109.76,5.00,74.15
BON,2022-07-18,214.07,95.27,44.50,223.50,19.13,19.13,761.67,829.75,108.95,5.00,74.86
BON,2022-07-19,223.15,95.55,42.82,218.40,19.29,19.29,759.38,845.96,111.44,5.00,75.22
BON,2022-07-20,219.17,95.52,43.58,222.10,19.58,19.58,759.71,861.50,113.41,5.00,75.24
BON,2022-07-21,209.51,95.86,45.75,211.50,19.95,19.95,759.25,858.29,113.04,6.50,75.53
BON,2022-07-22,214.45,96.63,45.06,216.00,19.92,19.92,761.00,836.25,109.85,7.00,76.26
BON,2022-07-23,213.50,95.88,44.91,206.90,19.81,19.81,761.54,818.25,107.42,7.00,75.40
BON,2022-07-24,196.96,95.52,48.50,201.50,19.88,19.88,759.67,820.54,108.04,7.00,75.19
BON,2022-07-25,189.32,95.65,50.52,186.20,20.27,20.27,756.08,845.83,111.92,7.00,75.36
BON,2022-07-26,202.22,95.46,47.21,205.40,20.78,20.78,755.29,869.04,115.08,7.00,75.22
BON,2022-07-27,204.64,95.59,46.71,201.20,21.17,21.17,757.58,868.96,114.68,7.00,75.27
BON,2022-07-28,198.78,95.64,48.11,197.10,21.31,21.31,756.67,856.13,113.15,5.00,75.32
BON,2022-07-29,213.14,95.20,44.67,207.90,21.63,21.63,755.38,853.25,112.96,6.00,74.88
BON,2022-07-30,205.46,94.42,45.96,207.20,21.84,21.84,755.17,860.04,113.91,7.00,74.04
BON,2022-07-31,195.78,95.39,48.72,195.50,22.03,22.03,755.88,864.08,114.32,7.00,73.85
BON,2022-08-01,198.42,95.72,48.24,190.40,22.06,22.06,757.46,846.42,111.73,7.00,74.53
BON,2022-08-02,189.22,95.03,50.22,199.30,22.06,22.06,759.21,830.33,109.36,7.00,74.20
BON,2022-08-03,176.51,95.73,54.24,184.80,22.07,22.07,757.46,825.67,109.02,7.00,74.97
BON,2022-08-04,173.10,94.65,54.68,154.30,21.82,21.82,759.50,816.13,107.44,7.00,74.54
BON,2022-08-05,173.88,95.60,54.98,179.60,21.80,21.80,758.79,814.21,107.31,5.00,74.18
BON,2022-08-06,188.63,95.66,50.71,185.20,21.97,21.97,759.13,832.58,109.73,7.00,74.28
BON,2022-08-07,185.70,95.61,51.49,188.50,21.98,21.98,758.50,847.04,111.68,7.00,74.20
BON,2022-08-08,163.32,95.60,58.53,163.00,22.29,22.29,757.54,860.71,113.63,7.00,74.11
BON,2022-08-09,177.38,96.17,54.22,184.80,22.17,22.17,757.08,837.83,110.63,7.00,74.70
BON,2022-08-10,176.67,95.96,54.31,174.10,21.96,21.96,760.67,822.88,108.17,7.00,74.42
BON,2022-08-11,186.46,95.84,51.40,179.30,21.92,21.92,760.38,820.17,107.88,7.00,74.43
BON,2022-08-12,174.26,95.49,54.80,171.50,21.86,21.86,760.25,822.04,108.14,7.00,74.05
BON,2022-08-13,172.97,95.68,55.32,174.40,21.64,21.64,763.21,810.54,106.19,6.50,74.23
BON,2022-08-14,175.58,95.28,54.27,174.00,21.59,21.59,761.67,815.00,107.02,7.00,74.03
BON,2022-08-15,157.83,51.84,32.85,160.40,21.71,21.71,759.79,819.50,107.88,4.00,74.28
BON,2022-08-16,180.92,49.63,27.43,188.30,21.75,21.75,758.92,825.83,108.84,7.00,74.23
BON,2022-08-17,192.82,50.40,26.14,182.20,21.91,21.91,756.79,825.46,109.08,6.00,74.22
BON,2022-08-18,192.25,51.17,26.61,199.10,22.02,22.02,756.75,836.63,110.57,7.00,74.30
BON,2022-08-19,184.56,50.60,27.42,187.40,22.07,22.07,757.25,826.46,109.10,7.00,74.13
BON,2022-08-20,186.74,50.75,27.17,186.40,22.18,22.18,757.96,805.08,106.20,7.00,74.43
BON,2022-08-21,166.45,50.82,30.53,171.20,22.13,22.13,758.92,803.33,105.85,6.00,74.25
BON,2022-08-22,155.63,50.46,32.43,146.70,21.94,21.94,760.33,809.08,106.43,7.00,74.28
BON,2022-08-23,171.80,50.65,29.48,174.20,21.93,21.93,758.92,808.50,106.54,7.00,74.17
BON,2022-08-24,163.75,50.63,30.92,162.30,22.05,22.05,755.92,810.58,107.25,7.00,74.37
BON,2022-08-25,168.93,50.33,29.79,167.30,22.22,22.22,757.58,821.38,108.44,7.00,74.11
BON,2022-08-26,164.60,51.03,31.00,165.80,22.16,22.16,759.04,813.88,107.21,7.00,73.90
BON,2022-08-27,155.12,50.24,32.39,151.10,21.81,21.81,759.29,792.00,104.29,7.00,74.18
BON,2022-08-28,127.63,50.77,39.78,132.80,21.47,21.47,758.38,788.04,103.93,7.00,74.26
BON,2022-08-29,144.59,50.63,35.01,138.40,21.39,21.39,757.63,792.79,104.65,7.00,73.70
BON,2022-08-30,129.74,50.83,39.18,126.60,21.55,21.55,757.46,803.08,106.03,7.00,73.65
BON,2022-08-31,122.00,50.73,41.58,125.20,21.87,21.87,757.54,816.92,107.85,7.00,73.68
BON,2022-09-01,113.94,3.65,3.20,113.70,22.17,22.17,758.00,819.42,108.10,7.00,73.81
BON,2022-09-02,120.49,1.14,0.95,118.20,22.26,22.26,755.46,808.00,106.95,7.00,73.80
BON,2022-09-03,101.60,1.40,1.38,106.00,22.02,22.02,761.08,793.88,104.29,7.00,73.89
BON,2022-09-04,99.18,1.40,1.41,101.00,21.78,21.78,760.67,780.13,102.55,7.00,74.48
BON,2022-09-05,96.81,1.45,1.50,95.70,21.63,21.63,761.08,769.71,101.13,7.00,74.73
BON,2022-09-06,107.65,1.41,1.31,115.30,21.54,21.54,758.04,765.67,101.01,,74.98
BON,2022-09-07,134.53,1.87,1.39,127.70,21.58,21.58,761.28,768.56,100.96,7.00,74.70
BON,2022-09-08,144.82,1.87,1.29,140.70,21.40,21.40,762.00,767.11,100.67,7.00,74.69
BON,2022-09-09,133.93,1.75,1.31,124.70,21.21,21.21,756.72,762.61,100.78,7.00,75.00
BON,2022-09-10,130.11,1.86,1.43,124.00,20.97,20.97,755.94,756.94,100.13,7.00,74.66
BON,2022-09-11,106.19,1.86,1.75,106.90,21.04,21.04,759.67,759.11,99.93,7.00,74.04
BON,2022-09-12,107.33,1.48,1.38,106.60,21.23,21.23,758.50,762.33,100.51,7.00,74.51
BON,2022-09-13,114.28,1.82,1.59,112.60,21.19,21.19,756.00,764.33,101.10,7.00,74.82
BON,2022-09-14,97.19,1.98,2.04,90.60,21.03,21.03,757.00,760.00,100.40,6.00,74.67
BON,2022-09-15,97.82,3.66,3.74,92.70,21.11,21.11,,,,7.00,74.60
BON,2022-09-16,90.36,1.99,2.21,93.50,20.56,20.56,,,,7.00,74.41
BON,2022-09-17,93.99,1.88,2.00,94.70,20.56,20.56,,,,7.00,75.06
BON,2022-09-18,97.75,1.44,1.47,97.20,20.00,20.00,,,,7.00,75.22
BON,2022-09-19,88.84,2.06,2.32,88.30,20.00,20.00,,,,7.00,75.27
BON,2022-09-20,98.66,1.88,1.90,99.30,20.00,20.00,,,,7.00,75.42
BON,2022-09-21,101.12,1.97,1.95,95.90,20.00,20.00,,,,7.00,75.38
BON,2022-09-22,76.02,1.84,2.42,84.40,20.00,20.00,,,,7.00,75.36
BON,2022-09-23,86.88,1.72,1.98,84.20,20.00,20.00,,,,7.00,75.41
BON,2022-09-24,90.76,1.81,1.99,85.40,20.00,20.00,,,,7.00,75.34
BON,2022-09-25,89.75,1.79,2.00,83.90,20.00,20.00,,,,7.00,75.37
BON,2022-09-26,109.08,1.79,1.64,105.20,19.44,19.44,,,,7.00,75.14
BON,2022-09-27,109.76,1.54,1.41,106.60,19.44,19.44,,,,7.00,74.91
BON,2022-09-28,120.88,1.88,1.55,114.40,19.44,19.44,,,,7.00,74.86
BON,2022-09-29,106.83,1.84,1.73,106.00,19.44,19.44,,,,7.00,74.52
