Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,2018-01-29,221.69,0.52,0.23,212.70,4.44,4.44,,,,5.00,72.28
BON,2018-01-30,207.88,0.55,0.27,212.50,4.44,4.44,,,,5.00,72.39
BON,2018-01-31,220.84,0.52,0.23,222.00,4.44,4.44,,,,4.00,72.39
BON,2018-02-01,232.28,0.54,0.23,232.90,4.44,4.44,,,,5.00,72.64
BON,2018-02-02,229.05,0.58,0.25,233.30,4.44,4.44,,,,5.00,72.82
BON,2018-02-03,228.29,0.60,0.26,222.50,4.44,4.44,,,,6.50,72.78
BON,2018-02-04,226.19,0.84,0.37,230.50,5.00,5.00,,,,6.00,72.65
BON,2018-02-05,244.65,14.91,6.10,243.20,5.00,5.00,,,,,73.09
BON,2018-02-06,258.96,0.51,0.20,255.80,5.00,5.00,,,,6.00,72.46
BON,2018-02-07,225.71,21.76,9.64,238.40,5.56,5.56,,,,4.00,73.25
BON,2018-02-08,262.26,68.82,26.24,259.70,5.56,5.56,,,,5.00,73.06
BON,2018-02-09,265.78,54.14,20.37,263.50,5.00,5.00,,,,5.00,73.22
BON,2018-02-10,264.59,17.66,6.67,268.60,5.00,5.00,,,,5.00,73.29
BON,2018-02-11,289.46,31.35,10.83,289.30,5.56,5.56,,,,5.00,72.94
BON,2018-02-12,281.33,28.29,10.05,271.40,5.56,5.56,,,,5.00,72.88
BON,2018-02-13,254.09,1.29,0.51,254.00,5.56,5.56,,,,3.00,72.50
BON,2018-02-14,253.43,1.47,0.58,249.80,5.00,5.00,,,,3.00,72.26
BON,2018-02-15,248.12,0.00,0.00,244.40,5.00,5.00,,,,5.00,72.03
BON,2018-02-16,242.43,0.00,0.00,245.60,5.00,5.00,,,,5.00,71.95
BON,2018-02-17,240.23,0.00,0.00,240.60,5.00,5.00,,,,4.50,72.06
BON,2018-02-18,252.64,0.57,0.23,261.10,5.00,5.00,,,,,72.38
BON,2018-02-19,245.61,0.30,0.12,248.30,4.44,4.44,,,,4.50,73.30
BON,2018-02-20,242.80,4.38,1.80,243.30,4.44,4.44,,,,5.00,73.68
BON,2018-02-21,234.83,0.58,0.24,233.50,3.89,3.89,,,,5.00,73.12
BON,2018-02-22,234.80,0.58,0.25,231.80,3.89,3.89,,,,4.00,73.46
BON,2018-02-23,232.04,0.53,0.23,229.60,3.89,3.89,,,,5.00,72.76
BON,2018-02-24,229.13,0.57,0.25,237.80,3.89,3.89,,,,5.00,73.25
BON,2018-02-25,223.73,0.60,0.27,218.80,3.89,3.89,,,,5.00,73.48
BON,2018-02-26,215.64,0.58,0.27,215.80,3.89,3.89,,,,5.00,73.18
BON,2018-02-27,219.20,1.06,0.48,222.10,3.89,3.89,,,,5.00,73.23
BON,2018-02-28,209.92,1.20,0.57,213.60,3.89,3.89,,,,5.00,74.00
BON,2018-03-01,225.24,1.16,0.51,224.30,3.89,3.89,,,,5.00,73.78
BON,2018-03-02,225.79,1.23,0.54,227.40,3.33,3.33,,,,5.00,73.70
BON,2018-03-03,221.63,1.24,0.56,217.70,3.89,3.89,,,,5.00,73.43
BON,2018-03-04,198.09,1.24,0.62,196.20,3.89,3.89,,,,5.00,73.41
BON,2018-03-05,222.82,1.24,0.56,230.50,3.95,3.95,769.18,824.45,107.19,6.00,73.22
BON,2018-03-06,213.10,1.24,0.58,208.60,3.99,3.99,767.04,827.08,107.83,5.00,73.42
BON,2018-03-07,189.46,1.24,0.66,188.50,4.12,4.12,760.88,881.71,115.91,7.00,73.13
BON,2018-03-08,191.65,1.24,0.65,187.40,4.16,4.16,755.63,910.00,120.43,6.00,73.29
BON,2018-03-09,194.06,1.21,0.62,195.80,4.36,4.36,760.21,881.09,116.23,6.00,73.15
BON,2018-03-10,213.22,1.29,0.61,213.50,4.57,4.57,762.00,801.46,105.18,6.00,73.00
BON,2018-03-11,207.56,1.33,0.64,206.10,4.82,4.82,763.91,803.04,105.12,7.00,73.02
BON,2018-03-12,214.45,1.28,0.60,209.60,5.03,5.03,761.04,805.96,105.91,7.00,73.08
BON,2018-03-13,204.86,1.24,0.60,215.60,5.16,5.16,754.83,812.38,107.62,7.00,73.15
BON,2018-03-14,199.07,1.18,0.59,198.90,5.27,5.27,757.38,815.13,107.63,7.00,73.84
BON,2018-03-15,205.13,1.24,0.60,204.20,5.52,5.52,754.50,812.42,107.68,7.00,73.50
BON,2018-03-16,204.75,1.24,0.60,201.00,5.73,5.73,755.42,808.58,107.04,6.00,73.37
BON,2018-03-17,213.81,1.27,0.59,215.90,5.80,5.80,758.13,809.83,106.82,7.00,73.08
BON,2018-03-18,198.75,1.30,0.65,208.50,6.06,6.06,764.00,816.67,106.89,6.00,73.68
BON,2018-03-19,209.07,1.26,0.60,207.10,6.26,6.26,764.96,814.08,106.42,6.00,74.11
BON,2018-03-20,203.72,1.20,0.59,198.10,6.40,6.40,760.38,810.46,106.59,6.00,73.77
BON,2018-03-21,203.18,1.30,0.64,204.80,6.53,6.53,753.00,815.08,108.25,7.00,73.60
BON,2018-03-22,205.80,1.24,0.60,207.80,6.61,6.61,751.92,812.79,108.10,7.00,73.92
BON,2018-03-23,208.85,1.24,0.59,203.80,6.54,6.54,756.67,803.50,106.19,5.00,73.74
BON,2018-03-24,212.76,1.28,0.60,201.60,6.48,6.48,757.38,803.96,106.15,6.00,73.06
BON,2018-03-25,187.54,1.24,0.66,199.40,6.55,6.55,762.54,798.00,104.65,5.00,72.83
BON,2018-03-26,193.96,1.24,0.64,193.80,6.77,6.77,768.42,794.21,103.36,5.00,73.78
BON,2018-03-27,204.64,0.87,0.42,205.00,6.88,6.88,770.00,793.92,103.11,5.00,73.51
BON,2018-03-28,197.28,3.62,1.83,194.00,7.06,7.06,770.67,791.79,102.74,6.00,73.58
BON,2018-03-29,204.84,1.21,0.59,204.60,7.20,7.20,768.21,798.00,103.88,5.00,73.23
BON,2018-03-30,186.95,1.40,0.75,185.70,7.35,7.35,765.29,795.42,103.94,5.00,73.05
BON,2018-03-31,191.93,1.54,0.80,188.90,7.47,7.47,764.08,794.21,103.94,5.00,73.05
BON,2018-04-01,194.19,1.24,0.64,194.80,7.52,7.52,759.83,795.79,104.73,6.00,72.59
BON,2018-04-02,191.18,1.26,0.66,191.50,7.37,7.37,762.38,783.46,102.77,5.00,72.94
BON,2018-04-03,210.60,1.33,0.63,216.40,7.40,7.40,761.96,790.29,103.72,5.00,72.90
BON,2018-04-04,207.61,1.43,0.69,205.70,7.50,7.50,761.50,797.54,104.73,5.00,73.35
BON,2018-04-05,223.66,1.33,0.59,225.60,7.63,7.63,758.79,812.79,107.12,5.50,73.61
BON,2018-04-06,224.95,1.38,0.61,242.10,7.78,7.78,754.21,815.33,108.11,6.00,73.84
BON,2018-04-07,252.40,19.47,7.71,250.40,8.00,8.00,748.54,812.83,108.59,6.00,74.70
BON,2018-04-08,263.50,31.00,11.77,270.30,7.99,7.99,760.67,814.00,107.02,4.00,74.84
BON,2018-04-09,272.43,39.91,14.65,267.40,8.07,8.07,764.38,816.42,106.81,5.00,74.86
BON,2018-04-10,286.24,123.79,43.25,284.00,8.07,8.07,758.17,833.58,109.95,6.00,74.47
BON,2018-04-11,285.06,125.16,43.91,280.00,8.11,8.11,755.17,866.21,114.71,5.00,74.33
BON,2018-04-12,274.68,120.25,43.78,270.00,8.08,8.08,760.13,883.96,116.30,4.50,73.60
BON,2018-04-13,295.43,121.10,40.99,297.10,8.15,8.15,768.00,883.92,115.09,4.00,73.34
BON,2018-04-14,289.61,123.53,42.65,299.50,8.31,8.31,765.42,899.04,117.46,4.00,74.03
BON,2018-04-15,296.06,123.73,41.79,294.20,8.51,8.51,754.25,901.08,119.47,4.50,74.22
BON,2018-04-16,282.27,123.42,43.72,272.10,8.58,8.58,755.33,887.25,117.47,4.00,73.90
BON,2018-04-17,292.17,121.36,41.54,294.70,8.67,8.67,765.25,864.92,113.03,5.00,73.25
BON,2018-04-18,321.12,120.95,37.67,309.30,8.75,8.75,764.13,881.42,115.35,4.00,73.44
BON,2018-04-19,318.68,119.73,37.57,327.50,8.93,8.93,765.13,900.50,117.69,4.00,72.99
BON,2018-04-20,299.83,119.92,39.99,297.10,9.20,9.20,765.63,897.79,117.26,4.00,73.17
BON,2018-04-21,304.96,119.58,39.21,302.90,9.46,9.46,768.58,887.46,115.47,4.00,72.87
BON,2018-04-22,280.22,120.15,42.88,280.70,9.73,9.73,767.58,883.83,115.15,3.00,73.34
BON,2018-04-23,289.20,119.67,41.38,292.50,9.83,9.83,766.67,890.38,116.14,4.00,72.94
BON,2018-04-24,294.64,119.65,40.61,287.40,10.01,10.01,763.63,891.00,116.68,4.00,72.93
BON,2018-04-25,284.12,119.43,42.03,287.90,10.32,10.32,760.67,897.92,118.04,4.00,72.80
BON,2018-04-26,287.10,122.21,42.57,290.60,10.66,10.66,758.79,889.33,117.20,4.00,73.21
BON,2018-04-27,296.65,121.20,40.86,296.40,10.83,10.83,759.04,882.33,116.25,4.00,72.69
BON,2018-04-28,291.46,120.40,41.31,290.40,10.91,10.91,758.67,854.63,112.65,4.00,72.95
BON,2018-04-29,322.80,146.18,45.28,329.70,11.02,11.02,760.67,855.04,112.41,3.00,73.55
BON,2018-04-30,345.92,166.95,48.26,350.70,11.06,11.06,763.46,871.71,114.18,3.00,74.11
BON,2018-05-01,342.91,165.24,48.19,339.10,11.22,11.22,762.00,873.88,114.68,3.00,73.76
BON,2018-05-02,335.10,160.66,47.94,336.90,11.52,11.52,761.67,881.50,115.74,3.00,74.00
BON,2018-05-03,341.52,155.67,45.58,344.10,11.82,11.82,762.63,920.54,120.71,4.50,74.27
BON,2018-05-04,329.27,131.00,39.78,332.00,12.04,12.04,765.50,904.71,118.18,4.00,74.32
BON,2018-05-05,354.01,147.82,41.75,343.10,12.27,12.27,761.25,886.33,116.44,4.00,73.76
BON,2018-05-06,367.42,161.00,43.82,356.00,12.46,12.46,759.83,907.08,119.38,5.00,72.82
BON,2018-05-07,380.74,189.89,49.87,388.00,12.77,12.77,763.75,908.83,119.00,3.50,72.58
BON,2018-05-08,410.07,203.35,49.59,424.80,12.78,12.78,760.04,936.63,123.24,4.00,73.17
BON,2018-05-09,417.87,202.15,48.38,423.70,12.74,12.74,761.38,932.17,122.43,4.00,74.34
BON,2018-05-10,429.12,213.74,49.81,430.50,12.69,12.69,762.96,924.75,121.21,3.00,74.59
BON,2018-05-11,447.01,227.45,50.88,434.40,12.57,12.57,764.71,907.46,118.67,3.00,74.20
BON,2018-05-12,473.30,256.60,54.22,476.00,12.71,12.71,760.54,925.08,121.64,3.50,73.33
BON,2018-05-13,486.70,271.55,55.79,487.00,12.82,12.82,757.08,961.96,127.06,3.00,73.39
BON,2018-05-14,467.87,268.33,57.35,464.30,12.86,12.86,756.88,969.92,128.15,3.00,73.40
BON,2018-05-15,465.67,284.79,61.16,479.70,13.24,13.24,757.54,951.25,125.57,3.00,74.15
BON,2018-05-16,494.73,310.52,62.77,474.60,13.45,13.45,760.58,921.67,121.18,3.00,73.34
BON,2018-05-17,489.38,294.67,60.21,489.30,13.45,13.45,761.29,909.33,119.45,3.00,72.92
BON,2018-05-18,493.44,298.03,60.40,491.40,13.54,13.54,760.21,921.75,121.25,3.00,72.64
BON,2018-05-19,490.54,295.70,60.28,492.90,13.60,13.60,759.33,954.29,125.68,2.00,72.23
BON,2018-05-20,483.46,285.26,59.00,488.80,13.74,13.74,759.79,946.25,124.54,2.00,73.14
BON,2018-05-21,489.58,290.12,59.26,493.70,13.76,13.76,759.71,933.83,122.92,2.00,73.38
BON,2018-05-22,487.18,293.40,60.23,491.50,13.95,13.95,756.00,954.71,126.29,2.50,73.73
BON,2018-05-23,473.90,282.27,59.56,476.50,14.15,14.15,754.50,962.75,127.60,2.50,74.34
BON,2018-05-24,489.65,291.11,59.45,483.80,14.53,14.53,759.67,941.38,123.92,2.50,73.88
BON,2018-05-25,485.24,270.55,55.75,485.50,14.65,14.65,759.83,941.71,123.94,2.50,73.72
BON,2018-05-26,474.68,255.81,53.89,477.70,14.43,14.43,763.83,910.29,119.18,3.50,73.98
BON,2018-05-27,474.48,257.08,54.18,469.70,14.58,14.58,764.21,908.46,118.88,3.00,73.83
BON,2018-05-28,469.76,258.09,54.94,459.10,14.80,14.80,764.42,913.58,119.51,3.00,73.26
BON,2018-05-29,445.23,248.45,55.80,451.60,14.82,14.82,762.21,895.42,117.48,3.00,73.34
BON,2018-05-30,445.10,241.53,54.26,456.00,14.72,14.72,758.08,900.21,118.75,2.00,74.21
BON,2018-05-31,418.31,215.31,51.47,421.80,14.84,14.84,758.21,911.75,120.25,3.00,74.40
BON,2018-06-01,386.78,178.50,46.15,371.00,14.99,14.99,764.79,897.08,117.30,3.00,74.17
BON,2018-06-02,422.45,208.09,49.26,370.25,15.18,15.18,763.83,919.42,120.37,2.00,73.60
BON,2018-06-03,372.10,161.76,43.47,369.50,15.38,15.38,760.00,929.92,122.36,2.00,74.01
BON,2018-06-04,369.42,159.79,43.25,373.40,15.24,15.24,761.54,871.42,114.43,3.00,74.11
BON,2018-06-05,346.42,140.52,40.56,346.70,15.20,15.20,759.83,868.25,114.27,3.50,74.25
BON,2018-06-06,348.00,141.18,40.57,341.80,15.34,15.34,757.33,879.25,116.10,3.50,74.22
BON,2018-06-07,334.19,124.46,37.24,326.50,15.48,15.48,759.67,879.08,115.72,3.50,73.70
BON,2018-06-08,300.45,120.15,39.99,303.20,15.61,15.61,760.46,857.54,112.77,3.50,73.23
BON,2018-06-09,302.34,120.31,39.79,298.70,15.68,15.68,759.96,852.42,112.17,4.00,73.27
BON,2018-06-10,293.97,120.21,40.89,295.10,15.63,15.63,762.50,856.83,112.37,3.50,73.20
BON,2018-06-11,294.14,120.60,41.00,298.60,15.63,15.63,763.63,864.13,113.16,4.00,73.61
BON,2018-06-12,300.78,120.86,40.18,305.00,15.80,15.80,760.33,868.00,114.16,4.00,73.88
BON,2018-06-13,262.17,121.41,46.31,258.00,15.88,15.88,758.92,873.58,115.11,4.00,74.24
BON,2018-06-14,241.91,120.61,49.86,235.40,15.79,15.79,761.21,854.46,112.25,4.00,73.58
BON,2018-06-15,230.82,120.43,52.18,236.80,15.93,15.93,758.33,859.92,113.40,4.00,73.46
BON,2018-06-16,221.30,96.78,43.73,220.30,16.03,16.03,757.88,865.38,114.18,4.00,73.76
BON,2018-06-17,219.02,95.44,43.58,215.30,16.31,16.31,757.08,878.25,116.01,4.00,73.59
BON,2018-06-18,209.44,89.64,42.80,211.20,16.58,16.58,758.96,872.88,115.01,5.00,73.33
BON,2018-06-19,223.80,95.83,42.82,224.10,16.82,16.82,760.25,864.83,113.76,5.50,73.40
BON,2018-06-20,231.63,100.65,43.45,225.30,17.27,17.27,757.79,882.54,116.46,6.00,73.24
BON,2018-06-21,225.02,95.12,42.27,232.10,17.51,17.51,762.54,870.21,114.12,6.00,73.03
BON,2018-06-22,212.47,89.49,42.12,213.60,17.74,17.74,763.33,837.42,109.71,6.50,73.38
BON,2018-06-23,235.16,95.72,40.70,231.50,17.89,17.89,763.00,827.17,108.41,6.00,73.08
BON,2018-06-24,246.25,101.54,41.23,251.60,18.16,18.16,757.79,843.71,111.34,4.00,73.52
BON,2018-06-25,245.94,95.08,38.66,250.50,18.26,18.26,761.29,850.25,111.69,7.00,74.03
BON,2018-06-26,262.61,90.32,34.39,259.10,18.38,18.38,763.21,841.54,110.26,6.00,74.05
BON,2018-06-27,264.76,95.97,36.25,263.30,18.41,18.41,760.25,847.71,111.50,6.00,73.93
BON,2018-06-28,254.57,101.51,39.88,258.70,18.31,18.31,761.92,832.75,109.30,5.00,73.93
BON,2018-06-29,253.43,95.77,37.79,253.80,18.56,18.56,762.04,831.13,109.07,6.00,74.07
BON,2018-06-30,243.81,89.20,36.58,228.50,18.84,18.84,764.42,840.17,109.91,5.00,73.23
BON,2018-07-01,217.75,94.81,43.54,214.60,18.95,18.95,764.67,837.21,109.49,5.00,72.95
BON,2018-07-02,175.86,101.34,57.63,178.70,18.74,18.74,765.46,822.54,107.46,6.00,72.92
BON,2018-07-03,201.95,95.45,47.27,205.40,18.68,18.68,762.08,821.42,107.79,5.00,73.15
BON,2018-07-04,171.88,88.93,51.74,167.70,18.75,18.75,757.83,826.92,109.12,6.00,73.15
BON,2018-07-05,148.68,91.36,61.45,155.50,18.92,18.92,760.67,851.92,112.00,5.00,73.23
BON,2018-07-06,177.53,100.74,56.75,178.80,19.34,19.34,762.92,847.21,111.05,5.00,73.24
BON,2018-07-07,159.90,95.34,59.63,161.80,19.49,19.49,763.75,833.00,109.07,6.00,73.52
BON,2018-07-08,166.64,88.97,53.39,161.45,19.69,19.69,760.58,839.21,110.34,6.00,74.21
BON,2018-07-09,167.59,94.30,56.27,161.10,19.59,19.59,763.08,838.08,109.83,7.00,73.98
BON,2018-07-10,163.98,100.98,61.58,172.20,19.45,19.45,765.25,822.83,107.53,6.00,73.45
BON,2018-07-11,192.97,95.35,49.41,199.10,19.60,19.60,761.83,830.29,108.99,6.00,74.68
BON,2018-07-12,199.38,88.57,44.42,197.00,19.89,19.89,759.08,857.67,112.99,7.00,74.80
BON,2018-07-13,167.48,94.75,56.57,164.80,20.20,20.20,759.58,868.13,114.29,6.00,74.59
BON,2018-07-14,181.41,101.33,55.86,184.80,20.34,20.34,760.83,851.33,111.90,7.00,74.61
BON,2018-07-15,176.96,95.23,53.81,168.30,20.60,20.60,758.29,850.79,112.20,6.00,73.93
BON,2018-07-16,191.64,88.71,46.29,195.10,20.76,20.76,758.50,860.92,113.50,7.00,73.60
BON,2018-07-17,186.19,94.45,50.73,179.30,20.89,20.89,759.58,852.46,112.23,7.00,73.46
BON,2018-07-18,169.12,100.97,59.70,172.10,20.97,20.97,763.08,833.00,109.16,7.00,73.48
BON,2018-07-19,176.25,95.92,54.42,173.00,20.79,20.79,763.58,810.50,106.14,7.00,73.78
BON,2018-07-20,148.30,89.34,60.24,156.60,20.50,20.50,763.08,799.58,104.78,7.00,74.10
BON,2018-07-21,181.16,94.70,52.27,187.90,20.37,20.37,762.58,797.58,104.59,6.00,74.58
BON,2018-07-22,156.13,100.08,64.10,141.90,20.60,20.60,762.29,811.54,106.46,6.00,73.92
BON,2018-07-23,165.15,93.72,56.75,173.70,21.00,21.00,761.08,839.04,110.25,7.00,73.28
BON,2018-07-24,190.76,89.03,46.67,189.10,21.46,21.46,760.96,849.58,111.65,7.00,73.35
BON,2018-07-25,170.05,94.53,55.59,162.20,21.68,21.68,761.75,847.46,111.25,7.00,73.15
BON,2018-07-26,166.28,101.12,60.82,164.50,21.80,21.80,760.92,840.33,110.44,7.00,72.95
BON,2018-07-27,164.95,96.03,58.22,177.30,21.79,21.79,759.21,832.92,109.71,7.00,73.17
BON,2018-07-28,162.34,89.74,55.28,160.40,21.77,21.77,759.42,824.63,108.59,7.00,74.43
BON,2018-07-29,174.38,94.45,54.16,167.40,21.97,21.97,759.29,828.13,109.07,7.00,73.84
BON,2018-07-30,173.99,101.05,58.08,182.60,22.30,22.30,759.13,845.33,111.36,7.00,73.64
BON,2018-07-31,163.21,95.95,58.79,173.80,22.41,22.41,759.13,833.38,109.78,7.00,74.72
BON,2018-08-01,148.19,88.71,59.86,144.60,22.43,22.43,759.21,816.46,107.54,7.00,75.56
BON,2018-08-02,131.76,87.32,66.27,135.00,22.30,22.30,761.04,802.54,105.45,7.00,75.60
BON,2018-08-03,124.95,81.04,64.86,121.90,22.00,22.00,761.96,792.21,103.97,6.50,75.60
BON,2018-08-04,129.58,84.30,65.05,133.90,21.86,21.86,759.42,793.00,104.42,6.00,76.07
BON,2018-08-05,150.02,89.15,59.43,131.00,21.97,21.97,758.92,804.63,106.02,6.00,75.05
BON,2018-08-06,161.01,96.11,59.69,160.80,22.15,22.15,760.54,825.54,108.55,6.00,73.18
BON,2018-08-07,155.53,101.64,65.35,145.40,22.37,22.37,758.13,834.17,110.03,7.00,73.45
BON,2018-08-08,138.52,95.31,68.81,152.60,22.73,22.73,756.63,841.71,111.25,7.00,73.09
BON,2018-08-09,139.33,90.52,64.97,143.30,22.89,22.89,757.63,843.21,111.30,7.00,74.29
BON,2018-08-10,161.43,96.53,59.80,158.50,22.92,22.92,757.75,823.25,108.64,7.00,74.75
BON,2018-08-11,146.47,102.08,69.69,142.40,22.69,22.69,761.71,807.88,106.06,7.00,74.33
BON,2018-08-12,126.36,83.45,66.04,124.50,22.41,22.41,762.25,804.38,105.53,6.00,74.21
BON,2018-08-13,122.38,78.82,64.40,127.20,22.24,22.24,759.17,803.96,105.90,5.00,74.18
BON,2018-08-14,138.58,93.84,67.71,144.60,22.07,22.07,756.38,814.71,107.71,7.00,74.30
BON,2018-08-15,149.02,100.45,67.41,156.40,22.17,22.17,756.54,836.25,110.54,7.00,75.21
BON,2018-08-16,140.25,95.93,68.40,135.90,22.34,22.34,760.13,835.33,109.90,7.00,75.51
BON,2018-08-17,121.80,78.53,64.47,124.00,21.98,21.98,764.29,804.58,105.27,7.00,75.49
BON,2018-08-18,119.05,76.02,63.86,114.00,21.77,21.77,763.21,794.54,104.11,6.00,75.50
BON,2018-08-19,112.84,69.96,62.00,109.40,21.85,21.85,759.96,798.13,105.02,6.00,75.09
BON,2018-08-20,124.21,78.77,63.41,133.90,21.97,21.97,759.13,805.13,106.06,6.00,75.28
BON,2018-08-21,144.51,90.99,62.97,145.10,21.86,21.86,759.79,812.17,106.89,6.00,75.63
BON,2018-08-22,156.56,97.88,62.52,149.60,22.08,22.08,757.75,830.17,109.56,6.00,75.24
BON,2018-08-23,141.80,97.75,68.94,138.70,22.01,22.01,760.38,827.33,108.81,6.00,75.09
BON,2018-08-24,139.29,95.32,68.43,131.30,21.53,21.53,761.92,798.13,104.75,7.00,74.29
BON,2018-08-25,136.81,92.23,67.41,147.90,21.15,21.15,761.29,788.50,103.57,7.00,74.30
BON,2018-08-26,162.57,96.99,59.66,159.50,20.79,20.79,760.75,785.25,103.22,7.00,74.91
BON,2018-08-27,132.43,88.65,66.94,132.20,20.53,20.53,760.38,792.58,104.24,7.00,74.83
BON,2018-08-28,126.03,82.70,65.62,127.20,20.63,20.63,760.04,804.83,105.90,6.00,74.83
BON,2018-08-29,142.95,89.68,62.73,140.60,20.87,20.87,757.13,823.08,108.71,6.00,75.00
BON,2018-08-30,137.80,94.43,68.53,135.20,20.81,20.81,760.21,819.71,107.83,7.00,74.58
BON,2018-08-31,131.38,88.16,67.11,125.50,20.66,20.66,762.54,806.08,105.71,6.00,73.95
BON,2018-09-01,101.66,4.68,4.61,109.80,15.47,15.47,762.29,797.21,104.58,6.00,74.12
BON,2018-09-02,102.38,1.45,1.42,102.70,15.90,15.90,760.83,790.92,103.95,6.00,74.60
BON,2018-09-03,99.35,1.31,1.32,99.70,15.99,15.99,761.38,788.46,103.56,7.00,74.72
BON,2018-09-04,106.96,1.39,1.30,112.50,16.29,16.29,760.21,785.75,103.36,6.00,75.08
BON,2018-09-05,108.40,1.39,1.28,106.00,18.07,18.07,757.96,779.90,102.89,7.00,75.19
BON,2018-09-06,109.37,1.39,1.27,104.70,19.76,19.76,760.29,781.56,102.80,6.00,74.98
BON,2018-09-07,106.95,1.33,1.24,112.80,20.00,20.00,761.13,784.63,103.09,7.00,74.98
BON,2018-09-08,89.54,1.35,1.51,93.40,19.98,19.98,761.75,780.17,102.42,7.00,75.52
BON,2018-09-09,85.79,1.31,1.53,83.20,19.95,19.95,759.67,779.33,102.59,5.00,75.25
BON,2018-09-10,88.02,1.35,1.53,88.40,19.93,19.93,759.88,779.17,102.54,7.00,75.41
BON,2018-09-11,96.42,1.35,1.40,101.00,19.79,19.79,759.58,777.00,102.29,6.00,75.53
BON,2018-09-12,99.48,1.11,1.11,96.90,19.67,19.67,758.67,775.42,102.21,7.00,75.45
BON,2018-09-13,83.78,1.35,1.62,80.30,19.42,19.42,759.58,770.96,101.50,6.00,75.49
BON,2018-09-14,101.20,1.33,1.32,105.90,19.33,19.33,759.08,772.67,101.79,6.50,75.59
BON,2018-09-15,100.60,1.34,1.33,97.70,19.17,19.17,757.00,774.75,102.34,7.00,75.29
BON,2018-09-16,87.80,1.30,1.49,86.70,19.04,19.04,759.29,772.33,101.72,6.00,75.39
BON,2018-09-17,108.37,1.24,1.14,108.30,18.93,18.93,761.75,773.46,101.54,7.00,75.07
BON,2018-09-18,91.37,1.24,1.35,90.70,18.92,18.92,761.33,774.88,101.78,7.00,74.81
BON,2018-09-19,88.20,1.25,1.42,90.80,18.88,18.88,761.75,773.75,101.58,7.00,75.37
BON,2018-09-20,77.61,1.23,1.58,76.70,18.71,18.71,762.83,769.79,100.91,6.00,75.38
BON,2018-09-21,89.80,1.25,1.40,88.30,18.51,18.51,759.21,767.63,101.11,7.00,75.50
BON,2018-09-22,76.81,1.24,1.61,78.60,18.47,18.47,759.58,766.63,100.93,7.00,75.54
