Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2014-02-06,,,,,,,,,,,,,,3.3
Bonneville,2014-02-07,,,,2,3,,,,,,,,,3.3
Bonneville,2014-02-08,,,,2,,,,,,,,,,3.3
Bonneville,2014-02-09,,,,1,1,,,,,,,,,2.8
Bonneville,2014-02-10,,,,2,1,,,,,,,,,2.2
Bonneville,2014-02-11,,,,-2,,,,,,,,,,1.7
Bonneville,2014-02-12,,,,8,4,,,,,,,,,1.7
Bonneville,2014-02-13,,,,11,6,,,,,,,,,2.2
Bonneville,2014-02-14,,,,17,3,,,,,,,,,2.2
Bonneville,2014-02-15,,,,10,6,,,,,,,,,2.8
Bonneville,2014-02-16,,,,16,6,,,,,,,,,3.3
Bonneville,2014-02-17,,,,25,13,,,,,,,,,3.3
Bonneville,2014-02-18,,,,19,6,,,,,,,,,3.3
Bonneville,2014-02-19,,,,19,8,,,,,,,,,3.3
Bonneville,2014-02-20,,,,17,9,,,,,,,,,3.3
Bonneville,2014-02-21,,,,10,7,,,,,,,,,3.3
Bonneville,2014-02-22,,,,-4,1,,,,,,,,,3.3
Bonneville,2014-02-23,,,,15,9,,,,,,,,,3.3
Bonneville,2014-02-24,,,,11,7,,,,,,,,,3.9
Bonneville,2014-02-25,,,,10,6,,,,,,,,,3.3
Bonneville,2014-02-26,,,,3,1,,,,,,,,,3.3
Bonneville,2014-02-27,,,,8,5,,,,,,,,,3.3
Bonneville,2014-02-28,,,,19,8,,,,,,,,,3.3
Bonneville,2014-03-01,,,,19,12,,,,,,,,,3.3
Bonneville,2014-03-02,,,,8,3,,,,,,,,,2.8
Bonneville,2014-03-03,,,,26,16,,,,,,,,,3.3
Bonneville,2014-03-04,,,,51,24,,,,,,,,,3.3
Bonneville,2014-03-05,,,,66,24,,,,,,,,,3.9
Bonneville,2014-03-06,,,,139,68,,,,,,,,,3.9
Bonneville,2014-03-07,,,,90,24,,,,,,,,,3.9
Bonneville,2014-03-08,,1,,36,15,,,,,,,,,5
Bonneville,2014-03-09,,,,56,12,,,,,,,,,5
Bonneville,2014-03-10,,,,34,7,,,,,,,,,5
Bonneville,2014-03-11,,,,56,19,,,,,,,,,4.4
Bonneville,2014-03-12,,,,60,22,,,,,,,,,5
Bonneville,2014-03-13,,,,49,22,,,,,,,,,5.1
Bonneville,2014-03-14,,,,61,8,,,,,,,,,5.4
Bonneville,2014-03-15,Sp,1,,55,13,,,,,,,,,5.8
Bonneville,2014-03-16,Sp,2,,101,23,,,,,,,,,6.3
Bonneville,2014-03-17,Sp,2,,81,10,,,,,,,,,6.6
Bonneville,2014-03-18,Sp,,,107,24,,,,,,,,,6.6
Bonneville,2014-03-19,Sp,5,,66,12,,,,,,,,,6.7
Bonneville,2014-03-20,Sp,3,,74,2,,,,,,,,,6.7
Bonneville,2014-03-21,Sp,8,,132,30,,,,,,,,,6.8
Bonneville,2014-03-22,Sp,11,,95,14,,,,,,,,,6.8
Bonneville,2014-03-23,Sp,20,,94,26,,,,,,,,,6.8
Bonneville,2014-03-24,Sp,27,1,81,28,,,,,,,,,6.9
Bonneville,2014-03-25,Sp,43,,77,29,,,,,,,,,7.1
Bonneville,2014-03-26,Sp,47,1,73,22,,,,,,,,,7.2
Bonneville,2014-03-27,Sp,85,2,89,32,,,,,,,,,7.2
Bonneville,2014-03-28,Sp,89,1,93,33,,,,,,,,,7.1
Bonneville,2014-03-29,Sp,65,1,58,13,,,,,,,,,7
Bonneville,2014-03-30,Sp,30,1,53,22,,,,,,,,,6.9
Bonneville,2014-03-31,Sp,92,1,40,9,,,,,,,,,7
Bonneville,2014-04-01,Sp,19,,26,12,,,,,,,,,7
Bonneville,2014-04-02,Sp,66,,32,8,,,,,,,,,6.9
Bonneville,2014-04-03,Sp,157,1,46,9,,,,,,,,,7.2
Bonneville,2014-04-04,Sp,141,1,37,11,,,,,,,,,7.2
Bonneville,2014-04-05,Sp,157,2,44,12,,,,,,,,,7.5
Bonneville,2014-04-06,Sp,212,1,44,13,,,,,1,,,,7.7
Bonneville,2014-04-07,Sp,187,1,48,24,1,,,,,,,,7.8
Bonneville,2014-04-08,Sp,243,1,59,20,,,,,,,,,8.2
Bonneville,2014-04-09,Sp,346,1,61,14,,,,,,,,,8.6
Bonneville,2014-04-10,Sp,413,1,46,9,,,,,,,,,8.7
Bonneville,2014-04-11,Sp,445,,43,13,,,,,,,,,8.8
Bonneville,2014-04-12,Sp,787,3,44,20,,,,,,,,,9
Bonneville,2014-04-13,Sp,895,6,57,20,,,,,,,,,9.3
Bonneville,2014-04-14,Sp,1368,5,52,18,,,,,,,,,9.4
Bonneville,2014-04-15,Sp,1756,5,44,10,,,,,,,,,9.5
Bonneville,2014-04-16,Sp,1509,4,34,8,,,,,,,,,9.7
Bonneville,2014-04-17,Sp,1384,8,38,13,,,,,,,,,9.7
Bonneville,2014-04-18,Sp,2256,9,46,12,,,,,,,,,9.9
Bonneville,2014-04-19,Sp,1350,5,42,11,,,,,,,,,10
Bonneville,2014-04-20,Sp,2264,10,28,-2,,,,,,,,,9.9
Bonneville,2014-04-21,Sp,2866,18,45,15,,,,,,,,,9.9
Bonneville,2014-04-22,Sp,3701,27,26,5,,,,,,,,,10
Bonneville,2014-04-23,Sp,2512,30,26,13,,,,,,,,,10
Bonneville,2014-04-24,Sp,4057,47,36,4,,,,,,,,,9.9
Bonneville,2014-04-25,Sp,4355,54,53,8,,,,,,,,,9.9
Bonneville,2014-04-26,Sp,7176,76,41,8,,,,,1,,,,10
Bonneville,2014-04-27,Sp,3906,54,32,9,,,,,,,,,10
Bonneville,2014-04-28,Sp,7709,128,48,5,,,,,,,,,9.8
Bonneville,2014-04-29,Sp,8481,186,53,7,,,,,,,,,10.2
Bonneville,2014-04-30,Sp,17409,519,43,10,1,,,,,,,,10.4
Bonneville,2014-05-01,Sp,14011,662,37,8,,,,,,,,,10.6
Bonneville,2014-05-02,Sp,9846,669,45,12,,,,1,,,,,10.8
Bonneville,2014-05-03,Sp,4520,314,30,6,1,,,3,,,,,11
Bonneville,2014-05-04,Sp,5775,535,35,6,,,,,,,,,11
Bonneville,2014-05-05,Sp,6944,1032,38,8,,,,6,,,,,11.1
Bonneville,2014-05-06,Sp,5201,922,40,4,4,,,4,,,,,11.4
Bonneville,2014-05-07,Sp,5309,1374,70,8,,,,13,1,,,,11.7
Bonneville,2014-05-08,Sp,4259,1258,50,4,,,,19,,,,,12
Bonneville,2014-05-09,Sp,4537,1500,30,-2,,,,25,,,,,12
Bonneville,2014-05-10,Sp,3042,992,47,5,,,,11,,,,,12
Bonneville,2014-05-11,Sp,3866,1790,34,1,,,,123,,,,,12.2
Bonneville,2014-05-12,Sp,3563,1529,40,2,,,,1215,,,,,12.4
Bonneville,2014-05-13,Sp,2104,1018,46,11,,,,1395,4,,,,12.6
Bonneville,2014-05-14,Sp,1995,1028,67,12,,,,2640,2,,,,12.7
Bonneville,2014-05-15,Sp,1923,851,52,5,,,,5119,4,,,,12.9
Bonneville,2014-05-16,Sp,2639,1154,77,6,,,,4904,28,,,,13.2
Bonneville,2014-05-17,Sp,2757,986,82,10,,,,6010,25,,,,13.4
Bonneville,2014-05-18,Sp,1969,728,75,8,1,,,6163,54,,,,13.4
Bonneville,2014-05-19,Sp,2064,777,103,16,,,,4546,52,,,,13.5
Bonneville,2014-05-20,Sp,2273,746,70,14,,,,10056,187,,,,13.8
Bonneville,2014-05-21,Sp,1827,584,84,12,,,,23193,309,,,,14.1
Bonneville,2014-05-22,Sp,1675,529,50,8,,,,13591,164,,,,14.2
Bonneville,2014-05-23,Sp,2093,598,65,16,1,,,10134,188,,,,14.3
Bonneville,2014-05-24,Sp,1955,580,61,9,1,,,15742,137,,,,14.3
Bonneville,2014-05-25,Sp,2069,430,79,17,2,,,41232,260,,,,14.2
Bonneville,2014-05-26,Sp,1929,415,64,14,,,,26859,298,,,,14.3
Bonneville,2014-05-27,Sp,2001,444,61,10,3,,,38311,239,,,,14.4
Bonneville,2014-05-28,Sp,1895,372,70,24,3,,,43081,180,,,,14.4
Bonneville,2014-05-29,Sp,1691,399,70,16,8,,,56798,232,,,,14.4
Bonneville,2014-05-30,Sp,1652,312,74,18,16,,,75911,127,,,,14.5
Bonneville,2014-05-31,Sp,2037,354,83,15,10,,,99981,108,,,,14.7
Bonneville,2014-06-01,Su,2165,334,98,25,17,,,83856,174,,,,14.8
Bonneville,2014-06-02,Su,1956,318,95,26,30,,,94964,103,,,,14.8
Bonneville,2014-06-03,Su,2136,322,117,35,76,,,84472,146,,,,14.9
Bonneville,2014-06-04,Su,2471,345,110,24,120,,,72975,306,,,,15
Bonneville,2014-06-05,Su,2394,374,151,37,192,,,87422,213,,,,15.1
Bonneville,2014-06-06,Su,2701,358,171,35,399,,,118132,478,,,,15.3
Bonneville,2014-06-07,Su,2973,421,155,37,640,,,121348,549,,,,15.5
Bonneville,2014-06-08,Su,2962,475,174,48,851,,,169741,466,,,,15.8
Bonneville,2014-06-09,Su,2497,427,259,57,1101,,,77474,451,,,,16.1
Bonneville,2014-06-10,Su,2568,459,234,65,1648,,,64581,204,,,,16.1
Bonneville,2014-06-11,Su,2698,482,266,72,2420,,,85323,163,,,,16.2
Bonneville,2014-06-12,Su,2584,548,269,66,3725,,,91200,241,,,,16.5
Bonneville,2014-06-13,Su,2520,563,233,79,3944,,,63315,587,,,,16.4
Bonneville,2014-06-14,Su,2529,509,249,81,4297,,,60082,219,,,,16.2
Bonneville,2014-06-15,Su,1709,379,234,60,3869,,,37112,118,,,,16
Bonneville,2014-06-16,Su,2143,460,193,71,4968,,,47955,348,,,,15.9
Bonneville,2014-06-17,Su,2212,532,230,77,5233,,,65620,294,,,,15.9
Bonneville,2014-06-18,Su,2973,543,281,79,7404,,,123633,127,,,,15.8
Bonneville,2014-06-19,Su,2024,437,307,104,8533,,,106465,446,,,,15.9
Bonneville,2014-06-20,Su,2021,486,411,142,14506,,,106434,198,,,,16.2
Bonneville,2014-06-21,Su,2470,478,441,167,23241,,,64888,194,,,,16.1
Bonneville,2014-06-22,Su,2929,630,491,188,26722,,,78464,96,,,,16.1
Bonneville,2014-06-23,Su,2784,578,514,229,26366,,,58660,134,,,,16.3
Bonneville,2014-06-24,Su,2425,530,592,299,26888,,,25349,250,,,,16.6
Bonneville,2014-06-25,Su,2814,593,616,311,27173,,,21357,126,,,,16.8
Bonneville,2014-06-26,Su,2868,631,659,336,30262,,,22782,145,,,,16.9
Bonneville,2014-06-27,Su,2017,444,609,330,24834,,,22546,185,,,,17
Bonneville,2014-06-28,Su,1753,410,692,372,19588,,,10643,207,,,,17.3
Bonneville,2014-06-29,Su,1954,412,758,404,24408,,,7933,339,,,,17.4
Bonneville,2014-06-30,Su,1995,473,813,284,22788,,,9636,437,,,,17.5
Bonneville,2014-07-01,Su,2387,642,787,441,23610,,,5712,643,,,,17.8
Bonneville,2014-07-02,Su,2842,645,1018,565,23946,,,4481,715,,,,18.3
Bonneville,2014-07-03,Su,2189,519,1203,720,25612,,,2970,446,,,,18.3
Bonneville,2014-07-04,Su,2495,677,1357,755,34253,,,1547,349,,,,18.1
Bonneville,2014-07-05,Su,1853,559,1408,729,34549,,,1592,334,,,,18.1
Bonneville,2014-07-06,Su,1627,478,1488,875,26182,,,1053,396,,,,18.3
Bonneville,2014-07-07,Su,1715,545,2039,1198,22831,,,1428,373,,,,18.6
Bonneville,2014-07-08,Su,2003,557,2209,1276,19087,,,1462,454,,,,19
Bonneville,2014-07-09,Su,1712,497,2169,1263,12858,,,831,790,,,,19.3
Bonneville,2014-07-10,Su,1328,354,2414,1425,12305,,,735,1027,,,,19.4
Bonneville,2014-07-11,Su,1378,375,2349,1236,9638,,,1540,229,,,,19.5
Bonneville,2014-07-12,Su,1469,436,2242,1271,7415,,,841,276,,,,19.8
Bonneville,2014-07-13,Su,1106,355,2267,1286,5636,,,806,500,,,,20.3
Bonneville,2014-07-14,Su,1060,321,2410,1317,6281,,,419,498,,,,20.1
Bonneville,2014-07-15,Su,864,356,2441,1364,6035,,,457,738,,,,20.5
Bonneville,2014-07-16,Su,882,282,3155,1792,4528,,,557,843,,,,20.8
Bonneville,2014-07-17,Su,881,344,2969,1599,4737,,,313,679,,,,21
Bonneville,2014-07-18,Su,1022,347,2756,1489,3152,,,284,693,,,,20.7
Bonneville,2014-07-19,Su,1169,332,3134,1732,2755,,,414,647,,,,20.6
Bonneville,2014-07-20,Su,937,263,3291,1908,2345,,,457,498,,,,20.8
Bonneville,2014-07-21,Su,719,187,3092,1731,1808,,,484,603,,,,20.7
Bonneville,2014-07-22,Su,619,173,3675,2145,1642,,,388,607,,,,20.7
Bonneville,2014-07-23,Su,508,142,3668,1976,1365,,,269,674,,,,20.8
Bonneville,2014-07-24,Su,610,224,4347,2391,1061,,,230,319,,,,20.3
Bonneville,2014-07-25,Su,438,208,3412,1837,712,,,198,302,,,1,20.2
Bonneville,2014-07-26,Su,394,188,2986,1530,532,,,189,403,,,,20.3
Bonneville,2014-07-27,Su,659,239,3683,1886,501,,,381,365,,,,20.6
Bonneville,2014-07-28,Su,662,329,3906,1885,399,,,389,301,,,,20.8
Bonneville,2014-07-29,Su,758,324,4521,2163,366,,,286,385,,,,21
Bonneville,2014-07-30,Su,643,280,5264,2526,246,,,145,309,,,,21.2
Bonneville,2014-07-31,Su,560,213,4219,1984,208,,,154,202,,,,21.3
Bonneville,2014-08-01,Fa,614,271,4806,2220,246,,,99,196,,,,21.4
Bonneville,2014-08-02,Fa,540,264,4539,1878,157,,,88,213,,,,21.4
Bonneville,2014-08-03,Fa,444,210,3784,1620,141,,1,75,275,,,,21.5
Bonneville,2014-08-04,Fa,287,154,3281,1543,108,,,46,192,,,,21.7
Bonneville,2014-08-05,Fa,244,84,2782,1380,98,4,,38,194,,,,21.7
Bonneville,2014-08-06,Fa,363,172,3668,1780,108,2,1,47,137,,,,21.3
Bonneville,2014-08-07,Fa,317,148,3515,1544,73,1,1,48,157,,,,21.3
Bonneville,2014-08-08,Fa,433,167,3479,1649,70,1,1,35,317,,,,21.1
Bonneville,2014-08-09,Fa,375,156,3004,1454,57,6,1,72,95,,,,21
Bonneville,2014-08-10,Fa,650,177,3836,1789,41,,2,33,113,,,,21.3
Bonneville,2014-08-11,Fa,710,271,4210,1876,36,14,8,25,156,,,,21.7
Bonneville,2014-08-12,Fa,1173,381,6144,2720,21,36,16,17,210,,,,22.1
Bonneville,2014-08-13,Fa,1374,336,8717,3758,19,61,22,16,241,,,,22.3
Bonneville,2014-08-14,Fa,1185,253,7473,2871,8,56,24,17,160,,,,22.2
Bonneville,2014-08-15,Fa,1143,206,5778,2123,18,39,6,22,506,,,,22.2
Bonneville,2014-08-16,Fa,966,156,3848,1302,8,49,6,3,252,,,,22
Bonneville,2014-08-17,Fa,2809,246,2665,989,7,145,26,6,147,,,,22
Bonneville,2014-08-18,Fa,4353,390,3043,1260,8,361,37,14,140,,,,22.3
Bonneville,2014-08-19,Fa,2570,363,4441,1692,4,250,28,12,25,,,,22.6
Bonneville,2014-08-20,Fa,1775,240,4177,1367,5,116,16,3,141,,,,22.5
Bonneville,2014-08-21,Fa,1076,173,3189,975,12,105,11,8,86,,,,22
Bonneville,2014-08-22,Fa,749,130,1435,462,,45,9,21,60,,,,21.6
Bonneville,2014-08-23,Fa,1158,142,1094,366,1,41,7,2,46,,,,21.5
Bonneville,2014-08-24,Fa,4615,340,1304,571,,71,12,12,49,,,,21.8
Bonneville,2014-08-25,Fa,4921,468,2080,831,3,101,25,6,118,,,,22
Bonneville,2014-08-26,Fa,5433,623,2894,1057,6,218,46,6,71,,,,22.3
Bonneville,2014-08-27,Fa,7271,810,3905,1335,12,572,108,16,114,,,,22.5
Bonneville,2014-08-28,Fa,9071,909,3983,1371,3,595,103,7,190,,,,22.3
Bonneville,2014-08-29,Fa,11418,1256,3380,1155,4,735,124,5,98,,,,22.2
Bonneville,2014-08-30,Fa,6382,747,2541,864,2,768,91,8,53,,,,22.1
Bonneville,2014-08-31,Fa,8625,949,2172,742,,848,113,2,50,,,,21.7
Bonneville,2014-09-01,Fa,15250,1293,2112,704,4,1325,144,,51,,,,21.4
Bonneville,2014-09-02,Fa,21479,2123,2293,805,2,1816,141,,79,,,,21.3
Bonneville,2014-09-03,Fa,24855,2434,2902,951,,2555,125,,97,,,,20.9
Bonneville,2014-09-04,Fa,23664,2226,3029,983,1,2493,124,,88,,,,20.6
Bonneville,2014-09-05,Fa,16054,1471,2173,628,1,1981,132,,84,,,,20.6
Bonneville,2014-09-06,Fa,40367,2902,2200,629,1,4965,281,,31,,,,20.7
Bonneville,2014-09-07,Fa,67024,5447,3802,1437,,9615,640,,32,,,,20.6
Bonneville,2014-09-08,Fa,67521,6458,5371,1603,1,9785,700,,18,,,,20.8
Bonneville,2014-09-09,Fa,45809,5401,5550,1548,1,8561,536,,46,,,,20.6
Bonneville,2014-09-10,Fa,30068,4398,4848,1289,,7486,416,,56,,,,20.5
Bonneville,2014-09-11,Fa,26034,3558,3762,1037,,9738,283,,17,,,,20.1
Bonneville,2014-09-12,Fa,30202,4558,3858,1145,,13718,362,,20,,,,19.5
Bonneville,2014-09-13,Fa,29335,4193,4014,1104,,11540,346,,18,,,,19.5
Bonneville,2014-09-14,Fa,32859,4386,3544,998,1,10526,264,,13,,,,19.4
Bonneville,2014-09-15,Fa,31766,4938,3784,1138,,11831,414,,18,,,,19.4
Bonneville,2014-09-16,Fa,24533,4742,4079,1166,,10133,605,,35,,,,19.5
Bonneville,2014-09-17,Fa,20898,4469,4088,1131,,6620,464,,34,,,,19.8
Bonneville,2014-09-18,Fa,21801,4510,4165,1144,,5297,393,,36,,,,19.8
Bonneville,2014-09-19,Fa,21130,4964,4152,1100,,4145,317,,23,,,,19.8
Bonneville,2014-09-20,Fa,16878,3293,2959,795,-1,3458,164,,38,,,,19.9
Bonneville,2014-09-21,Fa,21444,4521,2941,801,1,4296,196,,17,,,,19.9
Bonneville,2014-09-22,Fa,18540,4675,2970,790,,5060,225,,17,,,,20
Bonneville,2014-09-23,Fa,10943,3009,2463,679,,3861,226,,16,,,,19.9
Bonneville,2014-09-24,Fa,12486,2772,2444,697,,3720,194,,-1,,,,19.7
Bonneville,2014-09-25,Fa,11119,3158,2311,616,,4366,237,,9,,,,20
Bonneville,2014-09-26,Fa,7904,2442,2217,605,,3571,248,,14,,,,20
Bonneville,2014-09-27,Fa,8348,2589,2285,589,,3730,304,,7,,,,20
Bonneville,2014-09-28,Fa,8522,2188,1745,485,,3614,242,,3,,,,19.4
Bonneville,2014-09-29,Fa,4598,1368,1202,357,,2236,155,,17,,1,,19.4
Bonneville,2014-09-30,Fa,6484,2007,1138,285,-1,4227,533,,10,,,,19.4
Bonneville,2014-10-01,Fa,6811,2253,771,200,,3874,338,,12,,,,19.4
Bonneville,2014-10-02,Fa,6222,2031,847,244,,3216,202,,1,,,,18.9
Bonneville,2014-10-03,Fa,4257,1482,863,233,,2971,194,,4,,,,18.9
Bonneville,2014-10-04,Fa,4139,1506,740,210,,2708,246,,3,,,,18.3
Bonneville,2014-10-05,Fa,3749,1644,743,195,,3232,204,,10,,,,18.3
Bonneville,2014-10-06,Fa,2923,1100,672,163,,2830,162,,4,,,,18.9
Bonneville,2014-10-07,Fa,3210,1081,625,161,,2970,269,,1,,,,18.9
Bonneville,2014-10-08,Fa,2361,960,547,171,,3317,203,,1,,,,18.9
Bonneville,2014-10-09,Fa,2041,675,361,100,,3192,235,,,,,,19.4
Bonneville,2014-10-10,Fa,2008,559,338,109,,3202,190,,,,,,19.4
Bonneville,2014-10-11,Fa,1542,340,321,111,,2702,169,,-1,,,,19.4
Bonneville,2014-10-12,Fa,1351,294,305,111,,2221,106,,1,,,,18.9
Bonneville,2014-10-13,Fa,1539,357,310,82,,2395,96,,,,,,18.3
Bonneville,2014-10-14,Fa,958,183,242,72,,1327,73,,1,,,,18.3
Bonneville,2014-10-15,Fa,1419,339,299,102,,2013,92,,1,,,,18.3
Bonneville,2014-10-16,Fa,1404,431,372,120,,3771,200,,,,,,17.8
Bonneville,2014-10-17,Fa,802,268,303,136,,2458,123,,1,,,,17.8
Bonneville,2014-10-18,Fa,1150,247,824,348,,4032,207,,6,,,,17.8
Bonneville,2014-10-19,Fa,518,214,348,157,,2837,155,,,,1,,17.8
Bonneville,2014-10-20,Fa,462,217,171,51,,1819,118,,-1,,,,17.8
Bonneville,2014-10-21,Fa,550,197,207,56,,2303,73,,,,,,17.8
Bonneville,2014-10-22,Fa,410,136,176,59,,2138,89,,2,,,,17.8
Bonneville,2014-10-23,Fa,450,138,191,61,,2456,51,,2,,1,,17.2
Bonneville,2014-10-24,Fa,378,106,165,70,,2640,36,,2,,1,,17.2
Bonneville,2014-10-25,Fa,284,95,199,118,,1999,57,,7,,2,,16.7
Bonneville,2014-10-26,Fa,233,93,203,104,,2598,66,,4,,3,,16.1
Bonneville,2014-10-27,Fa,162,73,123,54,,2383,65,,1,,1,,16.1
Bonneville,2014-10-28,Fa,145,47,93,32,,1614,82,,,,,,16.1
Bonneville,2014-10-29,Fa,266,61,133,49,,2331,99,,,,,,16.1
Bonneville,2014-10-30,Fa,148,53,121,44,,1385,72,,,,2,,16.1
Bonneville,2014-10-31,Fa,282,84,127,54,,2383,51,,,,,,16.1
Bonneville,2014-11-01,Fa,269,124,112,45,,2767,34,,2,,2,,16.1
Bonneville,2014-11-02,Fa,96,64,75,35,,1499,33,,,,3,,15.6
Bonneville,2014-11-03,Fa,150,53,116,48,,1420,18,,,,1,,15.6
Bonneville,2014-11-04,Fa,132,70,108,33,,1347,11,,-1,,,,15
Bonneville,2014-11-05,Fa,154,58,115,37,,1623,27,,,,1,,15
Bonneville,2014-11-06,Fa,95,31,77,15,,899,14,,,,1,,15
Bonneville,2014-11-07,Fa,129,48,80,27,,1146,5,,,,2,,15
Bonneville,2014-11-08,Fa,70,29,53,19,,856,11,,-3,,,,15
Bonneville,2014-11-09,Fa,62,8,67,27,,590,7,,1,,2,,14.4
Bonneville,2014-11-10,Fa,105,29,56,24,,587,9,,2,,1,,13.9
Bonneville,2014-11-11,Fa,34,16,49,15,,556,7,,1,,1,,13.9
Bonneville,2014-11-12,Fa,31,8,32,10,,343,5,,,,5,,12.8
Bonneville,2014-11-13,Fa,7,8,31,17,,108,3,,,,3,,11.7
Bonneville,2014-11-14,Fa,11,8,57,20,,257,5,,,,4,,11.1
Bonneville,2014-11-15,Fa,25,9,60,26,,254,3,,,,1,,11.1
Bonneville,2014-11-16,,21,7,44,13,,134,2,,,,3,,10.6
Bonneville,2014-11-17,,13,2,47,17,,183,3,,1,,5,,10
Bonneville,2014-11-18,,8,4,70,23,,219,4,,,,9,,10
Bonneville,2014-11-19,,13,3,52,19,,225,4,,,,5,,9.4
Bonneville,2014-11-20,,17,4,40,17,,79,1,,,,8,,9.4
Bonneville,2014-11-21,,15,5,33,16,,79,1,,1,,4,,9.4
Bonneville,2014-11-22,,35,1,47,16,,152,1,,,,25,,9.4
Bonneville,2014-11-23,,27,4,44,18,,258,6,,,,7,,8.9
Bonneville,2014-11-24,,21,2,48,13,,215,1,,,,4,,8.9
Bonneville,2014-11-25,,22,8,26,11,,168,2,,,,1,,8.9
Bonneville,2014-11-26,,38,6,77,38,,288,2,,,,5,,9.4
Bonneville,2014-11-27,,30,5,61,31,,152,,,,,4,,15
Bonneville,2014-11-28,,12,1,79,31,,89,1,,,,2,,9.4
Bonneville,2014-11-29,,1,2,76,35,,76,,,,,1,,8.9
Bonneville,2014-11-30,,10,5,70,28,,51,,,,,,,8.3
Bonneville,2014-12-01,,,,24,15,,12,1,,,,,,7.2
Bonneville,2014-12-02,,1,2,30,17,,22,1,,,,1,,7.2
Bonneville,2014-12-03,,2,,21,10,,13,,,,,,,7.2
Bonneville,2014-12-04,,2,,35,14,,5,,,,,,,6.7
Bonneville,2014-12-05,,4,,24,14,,5,,,,,,,7.2
Bonneville,2014-12-06,,7,,38,18,,18,1,,,,,,7.2
Bonneville,2014-12-07,,,1,32,16,,14,,,,,-1,,7.2
Bonneville,2014-12-08,,6,,41,18,,23,,,,,,,7.2
Bonneville,2014-12-09,,1,1,53,19,,13,,,,,,,7.2
Bonneville,2014-12-10,,-1,1,36,14,,16,,,,,,,7.2
Bonneville,2014-12-11,,2,,31,14,,51,1,,,,,,7.8
Bonneville,2014-12-12,,3,,30,11,,7,-1,,,,,,7.8
Bonneville,2014-12-13,,4,,25,18,,16,,,,,,,7.8
Bonneville,2014-12-14,,2,1,12,7,,5,,,,,,,7.2
Bonneville,2014-12-15,,,1,14,8,,5,,,,,,,7.2
Bonneville,2014-12-16,,2,1,6,3,,4,,,,,,,7.2
Bonneville,2014-12-17,,,,15,10,,2,,,,,,,6.7
Bonneville,2014-12-18,,-1,,7,2,,2,,,,,,,6.7
Bonneville,2014-12-19,,2,1,26,14,,6,,,,,,,6.7
Bonneville,2014-12-20,,-1,,11,7,,5,,,,,,,7.2
Bonneville,2014-12-21,,,,15,10,,11,,,,,,,7.2
Bonneville,2014-12-22,,2,,22,8,,12,,,,,,,7.2
Bonneville,2014-12-23,,,,20,12,,7,,,,,,,7.2
Bonneville,2014-12-24,,,1,29,13,,3,,,,,,,7.2
