Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Bonneville,2019-02-05,,,,2,2,,,,,-1,,,,4.4
Bonneville,2019-02-06,,,,5,3,,,,,-2,,,,4.4
Bonneville,2019-02-07,,,,,1,,,,,-1,,,,4.4
Bonneville,2019-02-08,,,,3,2,,,,,-1,,,,
Bonneville,2019-02-09,,,,-2,-1,,,,,-1,,,,3.9
Bonneville,2019-02-10,,,,1,1,,,,,,,,,3.9
Bonneville,2019-02-11,,,,-2,-2,,,,,-1,,,,2.8
Bonneville,2019-02-12,,,,1,2,,,,,,,,,3.3
Bonneville,2019-02-13,,,,2,1,,,,,,,,,2.8
Bonneville,2019-02-14,,,,1,1,,,,,-3,,,,2.2
Bonneville,2019-02-15,,,,,,,,,,,,,,2.2
Bonneville,2019-02-16,,,,6,1,,,,,,,,,2.8
Bonneville,2019-02-17,,,,5,,,,,,-3,,,,2.8
Bonneville,2019-02-18,,,,1,1,,,,,-1,,,,2.8
Bonneville,2019-02-19,,,,5,3,,,,,,,,,2.8
Bonneville,2019-02-20,,,,4,,,,,,,,,,2.8
Bonneville,2019-02-21,,,,3,3,,,,,,,,,2.8
Bonneville,2019-02-22,,,,5,4,,,,,,,,,2.2
Bonneville,2019-02-23,,,,2,2,,,,,,,,,2.8
Bonneville,2019-02-24,,,,,,,,,,-2,,,,2.8
Bonneville,2019-02-25,,,,4,3,,,,,,,,,2.8
Bonneville,2019-02-26,,,,2,2,,,,,-1,,,,2.8
Bonneville,2019-02-27,,,,2,2,,,,,,,,,2.8
Bonneville,2019-02-28,,,,3,2,,,,,,,,,2.8
Bonneville,2019-03-01,,,,9,7,,,,,,,,,2.8
Bonneville,2019-03-02,,,,3,3,,,,,-1,,,,2.2
Bonneville,2019-03-03,,,,5,4,,,,,,,,,2.2
Bonneville,2019-03-04,,,,-1,-1,,,,,,,,,1.7
Bonneville,2019-03-05,,,,3,3,,,,,,,,,1.7
Bonneville,2019-03-06,,,,1,1,,,,,,,,,1.7
Bonneville,2019-03-07,,,,1,1,,,,,,,,,1.7
Bonneville,2019-03-08,,,,1,,,,,,,,,,1.7
Bonneville,2019-03-09,,,,7,4,,,,,,,,,1.7
Bonneville,2019-03-10,,,,6,2,,,,,-1,,,,1.7
Bonneville,2019-03-11,,1,,5,1,,,,,,,,,2.2
Bonneville,2019-03-12,,,,2,2,,,,,,,,,2.2
Bonneville,2019-03-13,,,,5,2,,,,,,,,,2.2
Bonneville,2019-03-14,,,,21,14,,,,,,,,,2.2
Bonneville,2019-03-15,Sp,,,4,1,,,,,,,,,3.3
Bonneville,2019-03-16,Sp,2,,20,8,,,,,,,,,3.5
Bonneville,2019-03-17,Sp,1,,21,10,,,,,,,,,3.8
Bonneville,2019-03-18,Sp,,,11,2,,,,,,,,,4
Bonneville,2019-03-19,Sp,2,,48,22,,,,,-1,,,,4.2
Bonneville,2019-03-20,Sp,,,49,23,,,,,,,,,4.4
Bonneville,2019-03-21,Sp,3,,45,23,,,,,,,,,4.6
Bonneville,2019-03-22,Sp,1,,69,41,,,,,,,,,4.8
Bonneville,2019-03-23,Sp,2,,192,108,,,,,,,,,5.1
Bonneville,2019-03-24,Sp,,,145,68,,,,,,,,,5.5
Bonneville,2019-03-25,Sp,4,,49,28,,,,,,,,,5.7
Bonneville,2019-03-26,Sp,1,,50,28,,,,,,,,,5.8
Bonneville,2019-03-27,Sp,1,,27,17,,,,,,,,,5.9
Bonneville,2019-03-28,Sp,4,,47,29,,,,,,,,,6.1
Bonneville,2019-03-29,Sp,8,,40,21,,,,,,,,,6.4
Bonneville,2019-03-30,Sp,2,,46,33,,,,,,,,,6.7
Bonneville,2019-03-31,Sp,12,,40,21,,,,,,,,,7.1
Bonneville,2019-04-01,Sp,4,2,27,12,,,,,,,,,7.3
Bonneville,2019-04-02,Sp,8,-1,29,21,,,,,,,,,7.5
Bonneville,2019-04-03,Sp,28,1,23,14,,,,,,,,,7.6
Bonneville,2019-04-04,Sp,23,1,24,12,,,,,,,,,7.8
Bonneville,2019-04-05,Sp,15,,17,11,,,,,,,,,8
Bonneville,2019-04-06,Sp,27,,20,15,,,,,,,,,8
Bonneville,2019-04-07,Sp,20,,32,20,,,,,,,,,8.1
Bonneville,2019-04-08,Sp,8,,36,22,,,,,,,,,8.2
Bonneville,2019-04-09,Sp,7,,12,10,,,,,,,,,8.3
Bonneville,2019-04-10,Sp,,,6,3,,,,,,,,,8.5
Bonneville,2019-04-11,Sp,5,,32,17,,,,,,,,,8.9
Bonneville,2019-04-12,Sp,8,,20,11,,,,,,,,,9.2
Bonneville,2019-04-13,Sp,1,,11,5,,,,,,,,,9.2
Bonneville,2019-04-14,Sp,19,,12,8,,,,,,,,,9.2
Bonneville,2019-04-15,Sp,12,,11,8,,,,,,,,,9.1
Bonneville,2019-04-16,Sp,38,,8,3,,,,,,,,,9.2
Bonneville,2019-04-17,Sp,54,1,8,5,,,,,,,,,9.6
Bonneville,2019-04-18,Sp,63,,15,10,,,,,,,,,10
Bonneville,2019-04-19,Sp,88,,19,7,,,,,,,,,10.4
Bonneville,2019-04-20,Sp,148,,19,6,,,,,,,,,10.7
Bonneville,2019-04-21,Sp,235,2,10,7,,,,,,,,,10.8
Bonneville,2019-04-22,Sp,220,2,22,11,,,,,,,,,10.8
Bonneville,2019-04-23,Sp,175,,15,4,,,,,,,,,10.9
Bonneville,2019-04-24,Sp,195,,3,1,,,,,,,,,11.1
Bonneville,2019-04-25,Sp,161,,4,,,,,,,,,,11.1
Bonneville,2019-04-26,Sp,133,1,10,6,,,,,,,,,11.3
Bonneville,2019-04-27,Sp,356,4,5,2,,,,,,,,,11.5
Bonneville,2019-04-28,Sp,497,6,9,2,,,,,,,,,11.6
Bonneville,2019-04-29,Sp,745,14,15,4,,,,,,,,,11.9
Bonneville,2019-04-30,Sp,1368,22,19,6,,,,,,,,,12
Bonneville,2019-05-01,Sp,2488,27,15,2,,,,,1,,,,12
Bonneville,2019-05-02,Sp,5051,96,20,5,,,,,,,,,11.9
Bonneville,2019-05-03,Sp,2592,48,17,5,,,,,,,,,11.8
Bonneville,2019-05-04,Sp,1606,25,19,5,,,,,,,,,11.9
Bonneville,2019-05-05,Sp,1565,53,15,1,,,,,,,,,12.1
Bonneville,2019-05-06,Sp,2259,96,20,7,,,,,1,,,,12.4
Bonneville,2019-05-07,Sp,4807,263,26,9,,,,1,1,,,,12.5
Bonneville,2019-05-08,Sp,2736,209,21,7,,,,12,,,,,12.6
Bonneville,2019-05-09,Sp,2209,194,14,7,,,,114,,,,,12.9
Bonneville,2019-05-10,Sp,2422,243,10,2,,,,223,2,,,,12.9
Bonneville,2019-05-11,Sp,2449,369,15,5,,,,638,-1,,,,13.2
Bonneville,2019-05-12,Sp,1773,351,12,,,,,1236,2,,,,13.3
Bonneville,2019-05-13,Sp,1753,376,8,2,,,,1803,2,,,,13.4
Bonneville,2019-05-14,Sp,1266,348,10,2,,,,3384,-1,,,,13.4
Bonneville,2019-05-15,Sp,1297,318,13,4,,,,2270,1,,,,13.4
Bonneville,2019-05-16,Sp,930,248,15,4,,,,1804,-1,,,,13.4
Bonneville,2019-05-17,Sp,1156,360,24,10,,,,1509,3,,,,13.4
Bonneville,2019-05-18,Sp,1362,421,17,5,,,,4677,2,,,,13.6
Bonneville,2019-05-19,Sp,1319,412,3,1,,,,8395,12,,,,13.8
Bonneville,2019-05-20,Sp,908,207,5,,,,,5700,17,,,,13.8
Bonneville,2019-05-21,Sp,937,252,6,2,,,,3777,22,,,,13.6
Bonneville,2019-05-22,Sp,802,217,8,2,,,,6030,1,,,,13.5
Bonneville,2019-05-23,Sp,803,214,17,3,,,,7375,3,,,,13.7
Bonneville,2019-05-24,Sp,689,207,14,7,,,,8944,-1,,,,13.6
Bonneville,2019-05-25,Sp,698,198,16,2,,,,6275,7,,,,13.7
Bonneville,2019-05-26,Sp,699,148,14,7,,,,15406,11,,,,13.7
Bonneville,2019-05-27,Sp,584,150,18,9,,,,25084,16,,,,13.9
Bonneville,2019-05-28,Sp,632,153,15,5,2,,,34196,10,,,,14.1
Bonneville,2019-05-29,Sp,646,116,16,9,,,,108763,13,,,,14.2
Bonneville,2019-05-30,Sp,684,169,14,5,10,,,151868,23,,,,14.5
Bonneville,2019-05-31,Sp,830,185,22,7,14,,,354853,112,,,,14.9
Bonneville,2019-06-01,Su,862,186,20,10,13,,,342480,226,,,,15
Bonneville,2019-06-02,Su,970,138,21,11,15,,,352186,229,,,,15.3
Bonneville,2019-06-03,Su,791,103,17,7,17,,,335463,204,,,,15.4
Bonneville,2019-06-04,Su,795,106,22,6,40,,,315678,151,,,,15.6
Bonneville,2019-06-05,Su,1103,136,20,6,52,,,412448,153,,,,15.8
Bonneville,2019-06-06,Su,933,101,23,9,104,,,362927,160,,,,15.8
Bonneville,2019-06-07,Su,999,187,39,10,139,,,173772,103,,,,15.7
Bonneville,2019-06-08,Su,949,165,33,7,185,,,183872,135,,,,15.7
Bonneville,2019-06-09,Su,956,190,28,8,269,,,294013,98,,,,16
Bonneville,2019-06-10,Su,1053,136,25,17,295,,,354495,94,,,,16.4
Bonneville,2019-06-11,Su,1278,180,27,15,404,,,298654,184,,,,16.8
Bonneville,2019-06-12,Su,1327,176,24,15,540,,,267782,176,,,,17
Bonneville,2019-06-13,Su,1508,197,37,17,738,,,232993,183,,,,17.2
Bonneville,2019-06-14,Su,1569,178,41,29,674,,,207887,443,,,,17.2
Bonneville,2019-06-15,Su,1485,185,45,25,1268,,,186015,320,,,,17.1
Bonneville,2019-06-16,Su,1818,183,42,17,1307,,,213089,221,,,,17.2
Bonneville,2019-06-17,Su,1219,164,52,20,1361,,,200274,268,,,,17.5
Bonneville,2019-06-18,Su,1383,173,49,24,1969,,,193713,263,,,,17.9
Bonneville,2019-06-19,Su,1330,230,69,44,2933,,,182469,277,,,,17.8
Bonneville,2019-06-20,Su,895,182,78,47,1987,,,93664,125,,,,17.6
Bonneville,2019-06-21,Su,1084,199,104,55,2612,,,135218,119,,,,17.5
Bonneville,2019-06-22,Su,825,143,71,46,2782,,,165383,126,,,,17.6
Bonneville,2019-06-23,Su,1232,189,100,52,3165,,,149784,197,,,,17.7
Bonneville,2019-06-24,Su,1126,188,94,59,3037,,,133758,176,,,,17.9
Bonneville,2019-06-25,Su,1179,167,95,62,3108,,,148555,230,,,,18
Bonneville,2019-06-26,Su,976,136,167,105,2850,,,114476,285,,,,18
Bonneville,2019-06-27,Su,1036,174,141,84,2709,,,50983,186,,,,17.8
Bonneville,2019-06-28,Su,1225,253,214,138,3512,,,48726,177,,,,17.8
Bonneville,2019-06-29,Su,1318,227,209,119,3751,,,78376,261,,,,18.1
Bonneville,2019-06-30,Su,1228,229,275,171,2836,,,80230,306,,,,18.4
Bonneville,2019-07-01,Su,1009,222,292,159,1883,,,60795,289,,,,18.6
Bonneville,2019-07-02,Su,1093,192,339,203,1654,,,35991,292,,,,18.4
Bonneville,2019-07-03,Su,959,196,460,272,1802,,,28145,174,,,,18.3
Bonneville,2019-07-04,Su,825,178,482,298,1562,,,31966,130,,,,18.4
Bonneville,2019-07-05,Su,770,139,479,307,1642,,,38874,217,,,,18.6
Bonneville,2019-07-06,Su,683,138,457,269,1611,,,27337,160,,,,18.7
Bonneville,2019-07-07,Su,501,122,396,237,923,,,17844,175,,,,18.7
Bonneville,2019-07-08,Su,613,150,454,292,1069,,,25057,242,,,,19
Bonneville,2019-07-09,Su,659,159,572,352,1031,,,28195,383,,,,19.2
Bonneville,2019-07-10,Su,735,125,511,330,768,,,18102,300,,,,19.3
Bonneville,2019-07-11,Su,509,127,596,385,508,,,15323,492,,,,19.5
Bonneville,2019-07-12,Su,583,131,650,395,415,,,15426,608,,,,19.9
Bonneville,2019-07-13,Su,522,114,545,361,427,,,9642,579,,,,20
Bonneville,2019-07-14,Su,484,127,633,401,374,,,6167,448,,,,20.1
Bonneville,2019-07-15,Su,542,137,807,493,367,,,5910,403,,,,20.3
Bonneville,2019-07-16,Su,533,115,878,550,306,,,4567,355,,,,20.4
Bonneville,2019-07-17,Su,422,89,824,503,247,,,4426,381,,,,20.4
Bonneville,2019-07-18,Su,440,76,921,570,289,,,2596,238,,,,20.3
Bonneville,2019-07-19,Su,388,87,702,395,191,,,1610,194,,,,20.3
Bonneville,2019-07-20,Su,363,59,754,470,158,,,1353,179,,,2,20.4
Bonneville,2019-07-21,Su,465,114,822,522,190,,2,1402,378,,,1,20.6
Bonneville,2019-07-22,Su,471,109,880,537,129,2,2,1352,374,,,,20.8
Bonneville,2019-07-23,Su,434,128,1000,575,116,,,1310,325,,,,20.9
Bonneville,2019-07-24,Su,373,97,914,506,92,,,1862,433,,,,20.9
Bonneville,2019-07-25,Su,361,83,1067,643,84,1,1,1189,357,,,,21.2
Bonneville,2019-07-26,Su,297,70,751,454,63,,,1239,316,,,1,21.4
Bonneville,2019-07-27,Su,339,79,1005,659,58,,,752,331,,,,21.2
Bonneville,2019-07-28,Su,377,124,1226,715,52,,,785,100,,,,21.3
Bonneville,2019-07-29,Su,290,75,1141,618,36,,,556,98,,,,21.5
Bonneville,2019-07-30,Su,305,57,1005,559,38,1,1,531,147,,,,21.4
Bonneville,2019-07-31,Su,253,65,725,440,29,,,652,86,,,,21.2
Bonneville,2019-08-01,Fa,396,77,1231,717,26,1,1,388,92,,,,21.5
Bonneville,2019-08-02,Fa,289,45,983,551,23,,,429,295,,,,21.5
Bonneville,2019-08-03,Fa,356,77,1038,592,19,1,,219,163,,,,21.8
Bonneville,2019-08-04,Fa,424,85,1214,690,19,2,,237,147,,,,22
Bonneville,2019-08-05,Fa,342,77,1215,658,21,,2,250,136,,,,22.2
Bonneville,2019-08-06,Fa,418,74,1222,703,19,,1,185,102,,,,22.3
Bonneville,2019-08-07,Fa,362,157,1553,855,13,1,1,217,153,,,,22.3
Bonneville,2019-08-08,Fa,202,49,1371,729,10,1,,350,146,,,,22.2
Bonneville,2019-08-09,Fa,258,47,1252,648,7,1,,227,133,,,,22
Bonneville,2019-08-10,Fa,438,67,777,425,7,,,215,104,,,,21.9
Bonneville,2019-08-11,Fa,693,58,976,511,3,,1,124,111,,,,21.7
Bonneville,2019-08-12,Fa,986,91,1190,656,10,3,2,131,86,,,,21.7
Bonneville,2019-08-13,Fa,844,162,1172,621,9,9,1,89,791,,,,22
Bonneville,2019-08-14,Fa,488,143,1483,720,10,8,3,175,402,,,1,22.3
Bonneville,2019-08-15,Fa,555,142,1149,562,3,20,7,178,159,,,,22.1
Bonneville,2019-08-16,Fa,564,106,1085,493,1,19,4,89,78,,,,22
Bonneville,2019-08-17,Fa,820,152,1312,624,3,23,8,123,99,,,,21.6
Bonneville,2019-08-18,Fa,719,165,845,375,6,35,9,62,-2,,,1,21.4
Bonneville,2019-08-19,Fa,778,178,876,382,2,25,16,69,33,,1,,21.4
Bonneville,2019-08-20,Fa,1076,151,945,371,,74,12,37,8,,,1,21.4
Bonneville,2019-08-21,Fa,1264,199,690,273,,171,30,117,33,,,,21.5
Bonneville,2019-08-22,Fa,2746,382,755,302,3,271,18,58,27,,,4,21.4
Bonneville,2019-08-23,Fa,2753,534,690,268,,311,45,80,39,,,,21.5
Bonneville,2019-08-24,Fa,2066,422,453,157,,268,32,75,72,,,4,21.6
Bonneville,2019-08-25,Fa,2134,399,380,158,1,422,27,39,67,,,3,21.5
Bonneville,2019-08-26,Fa,5234,1041,636,264,1,1057,83,55,14,,,5,21.4
Bonneville,2019-08-27,Fa,4953,1164,603,234,2,1271,134,47,11,,,,21.3
Bonneville,2019-08-28,Fa,2960,763,571,226,5,885,104,50,11,,,1,21.5
Bonneville,2019-08-29,Fa,3824,594,670,266,3,749,79,63,18,,,4,21.7
Bonneville,2019-08-30,Fa,5411,812,624,214,5,837,104,63,57,,,2,21.8
Bonneville,2019-08-31,Fa,6355,958,565,220,1,923,139,48,41,,,7,22
Bonneville,2019-09-01,Fa,6863,1114,814,280,1,823,146,,94,,,3,22.1
Bonneville,2019-09-02,Fa,5187,658,612,230,1,595,118,,49,,,2,22.2
Bonneville,2019-09-03,Fa,7241,681,477,164,,732,109,,16,,,,22.1
Bonneville,2019-09-04,Fa,6678,950,513,214,,1287,152,,19,,,1,22
Bonneville,2019-09-05,Fa,9479,1436,598,210,,2306,205,,4,,,6,22
Bonneville,2019-09-06,Fa,6585,1170,466,156,,1907,172,,13,,,3,21.9
Bonneville,2019-09-07,Fa,5240,805,284,104,,926,94,,,,,2,22
Bonneville,2019-09-08,Fa,8008,1053,227,88,,712,63,,7,,,2,21.7
Bonneville,2019-09-09,Fa,7534,1249,307,123,,783,82,,3,,,4,21.5
Bonneville,2019-09-10,Fa,3227,655,148,60,,366,53,,-5,,,1,21.5
Bonneville,2019-09-11,Fa,6754,721,254,94,1,536,72,,15,,,,21.4
Bonneville,2019-09-12,Fa,14946,1814,524,187,,1856,100,,22,,,3,21.4
Bonneville,2019-09-13,Fa,18260,2092,796,267,-1,4008,194,,5,,,4,21.3
Bonneville,2019-09-14,Fa,10305,1839,635,219,,4751,258,,18,,,2,21.2
Bonneville,2019-09-15,Fa,5784,1068,575,181,,2332,124,,11,,,2,21.1
Bonneville,2019-09-16,Fa,7991,1298,766,235,,2248,105,,3,,,7,20.8
Bonneville,2019-09-17,Fa,5747,1088,518,165,,1839,108,,5,,,2,20.8
Bonneville,2019-09-18,Fa,9904,1654,776,257,,2051,103,,4,,,3,21.1
Bonneville,2019-09-19,Fa,5263,793,564,181,,1806,97,,-1,,,4,20.6
Bonneville,2019-09-20,Fa,5375,910,621,174,,2279,188,,3,,,1,20.6
Bonneville,2019-09-21,Fa,3868,826,441,143,,2062,175,,6,,,3,20.6
Bonneville,2019-09-22,Fa,6189,979,602,173,,1490,140,,-1,,,3,20.6
Bonneville,2019-09-23,Fa,6898,1071,382,116,,1403,68,,,,,,20
Bonneville,2019-09-24,Fa,3633,767,281,73,,1294,115,,-2,,,,20
Bonneville,2019-09-25,Fa,4786,613,382,116,,1517,99,,-2,,,,19.4
Bonneville,2019-09-26,Fa,3755,597,323,96,,1314,103,,-1,,,,19.4
Bonneville,2019-09-27,Fa,3139,464,283,71,,1072,130,,,,,,19.4
Bonneville,2019-09-28,Fa,2051,428,278,83,,742,80,,1,,,1,19.4
Bonneville,2019-09-29,Fa,1553,312,273,78,,604,54,,1,,,,18.9
Bonneville,2019-09-30,Fa,5809,739,387,119,,1195,98,,,,,3,18.9
Bonneville,2019-10-01,Fa,1146,269,170,52,,550,53,,-1,,,2,18.3
Bonneville,2019-10-02,Fa,1605,279,243,61,,634,48,,,,,1,
Bonneville,2019-10-03,Fa,1427,198,258,82,,575,48,,-1,,,,17.8
Bonneville,2019-10-04,Fa,1369,266,271,93,,586,50,,-1,,,,17.2
Bonneville,2019-10-05,Fa,2063,357,334,113,,635,54,,-1,,,,17.2
Bonneville,2019-10-06,Fa,925,250,309,86,,436,40,,,,,,17.2
Bonneville,2019-10-07,Fa,1024,258,342,96,,475,40,,1,,,,17.2
Bonneville,2019-10-08,Fa,1505,320,323,105,,459,34,,,,,,17.2
Bonneville,2019-10-09,Fa,1880,458,520,177,,554,47,,-12,,,,17.2
Bonneville,2019-10-10,Fa,1078,318,394,136,,611,43,,1,,1,,16.7
Bonneville,2019-10-11,Fa,1152,337,355,125,,643,54,,,,,1,16.7
Bonneville,2019-10-12,Fa,309,92,241,59,,494,22,,,,,,15.6
Bonneville,2019-10-13,Fa,362,146,358,127,,628,57,,,,,,15
Bonneville,2019-10-14,Fa,505,151,225,73,,501,51,,,,,,15
Bonneville,2019-10-15,Fa,1065,278,341,99,,586,52,,-1,,,,14.4
Bonneville,2019-10-16,Fa,547,113,221,59,,221,9,,1,,,,14.4
Bonneville,2019-10-17,Fa,383,72,164,58,,230,21,,-1,,,,14.4
Bonneville,2019-10-18,Fa,1005,108,163,52,,570,30,,-2,,,,14.4
Bonneville,2019-10-19,Fa,339,57,96,44,,336,24,,1,,1,,14.4
Bonneville,2019-10-20,Fa,293,53,193,89,,771,67,,1,,,,14.4
Bonneville,2019-10-21,Fa,325,73,160,60,,624,77,,,,,,13.9
Bonneville,2019-10-22,Fa,344,36,111,52,,372,40,,,,2,,13.9
Bonneville,2019-10-23,Fa,342,49,139,53,,370,35,,,,,,13.9
Bonneville,2019-10-24,Fa,413,77,108,39,,377,49,,,,1,,13.9
Bonneville,2019-10-25,Fa,432,59,97,25,,287,25,,,,,,13.9
Bonneville,2019-10-26,Fa,335,55,102,25,,297,25,,,,1,,13.9
Bonneville,2019-10-27,Fa,362,50,78,31,,174,13,,,,1,,13.3
Bonneville,2019-10-28,Fa,209,26,63,19,,180,15,,,,,,13.3
Bonneville,2019-10-29,Fa,381,58,103,46,,1451,165,,,,2,,12.8
Bonneville,2019-10-30,Fa,64,14,30,12,,137,12,,,,3,,12.8
Bonneville,2019-10-31,Fa,42,20,33,5,,378,47,,,,2,1,11.7
Bonneville,2019-11-01,Fa,136,30,32,13,,247,42,,,,6,,11.1
Bonneville,2019-11-02,Fa,170,17,38,12,,296,27,,,,10,,11.1
Bonneville,2019-11-03,Fa,220,23,17,7,,142,11,,,,5,,10.6
Bonneville,2019-11-04,Fa,464,31,30,5,,498,31,,,,7,,10.6
Bonneville,2019-11-05,Fa,1399,76,21,11,,142,11,,,,3,,10.6
Bonneville,2019-11-06,Fa,521,24,12,3,,207,13,,,,3,,11.1
Bonneville,2019-11-07,Fa,331,26,14,8,,187,16,,,,4,,11.1
Bonneville,2019-11-08,Fa,123,12,11,1,,57,7,,-1,,12,,11.1
Bonneville,2019-11-09,Fa,71,11,10,6,,73,1,,,,3,,11.1
Bonneville,2019-11-10,Fa,61,5,8,3,,87,8,,,,7,,11.1
Bonneville,2019-11-11,Fa,44,8,11,5,,48,2,,,,7,,10.6
Bonneville,2019-11-12,Fa,20,,4,1,,20,5,,,,3,,10.6
Bonneville,2019-11-13,Fa,15,9,2,2,,46,4,,,,25,,10
Bonneville,2019-11-14,Fa,31,3,-2,1,,29,4,,,,18,,10
Bonneville,2019-11-15,Fa,34,2,5,,,16,4,,,,11,,10
Bonneville,2019-11-16,,37,2,8,1,,26,4,,,,20,,10
Bonneville,2019-11-17,,19,-1,6,1,,24,1,,,,4,,10
Bonneville,2019-11-18,,33,4,7,1,,34,3,,,,19,,10
Bonneville,2019-11-19,,72,3,16,8,,312,27,,,,49,,10
Bonneville,2019-11-20,,59,2,15,7,,66,8,,,,23,,10
Bonneville,2019-11-21,,17,3,15,11,,43,3,,,,7,,10
Bonneville,2019-11-22,,21,8,7,-2,,42,1,,,,8,,10
Bonneville,2019-11-23,,7,1,10,4,,19,2,,,,2,,10
Bonneville,2019-11-24,,14,-1,4,1,,4,5,,,,3,,9.4
Bonneville,2019-11-25,,9,1,9,2,,11,1,,,,5,,9.4
Bonneville,2019-11-26,,7,2,5,2,,5,2,,,,1,,9.4
Bonneville,2019-11-27,,29,-2,3,2,,15,2,,-2,,17,,9.4
Bonneville,2019-11-28,,21,8,8,2,,21,-1,,,,6,,8.9
Bonneville,2019-11-29,,11,2,3,1,,2,,,,,3,,8.9
Bonneville,2019-11-30,,7,-2,1,1,,2,,,,,,,8.9
Bonneville,2019-12-01,,3,,5,2,,4,1,,,,1,,8.3
Bonneville,2019-12-02,,1,,7,5,,1,,,,,,,7.8
Bonneville,2019-12-03,,2,,4,1,,1,1,,,,,,7.8
Bonneville,2019-12-04,,2,,6,4,,1,-1,,,,,,7.8
Bonneville,2019-12-05,,1,,5,2,,3,1,,,,1,,7.8
Bonneville,2019-12-06,,2,-3,2,1,,3,3,,,,3,,7.8
Bonneville,2019-12-07,,,,1,-2,,,,,,,,,7.8
Bonneville,2019-12-08,,1,,3,,,18,,,,,,,7.2
Bonneville,2019-12-09,,4,,1,1,,12,4,,,,,,7.2
Bonneville,2019-12-10,,2,,,,,1,-1,,,,,,7.2
Bonneville,2019-12-11,,2,,,,,3,,,,,,,7.2
Bonneville,2019-12-12,,7,,2,1,,1,,,,,,,7.2
Bonneville,2019-12-13,,13,1,7,5,,745,59,,,,2,,7.2
Bonneville,2019-12-14,,1,,,,,16,1,,,,2,,6.7
Bonneville,2019-12-15,,1,,1,,,16,2,,,,1,,6.7
Bonneville,2019-12-16,,7,,6,5,,8,2,,,,,,6.7
Bonneville,2019-12-17,,1,1,2,1,,3,,,,,,,6.1
Bonneville,2019-12-18,,2,,5,1,,4,,,,,,,6.1
Bonneville,2019-12-19,,2,,1,,,1,,,,,,,6.1
Bonneville,2019-12-20,,1,,29,16,,788,67,,,,,,6.1
Bonneville,2019-12-21,,10,1,16,8,,161,38,,,,,,5.6
Bonneville,2019-12-22,,2,,14,7,,52,14,,,,,,5.6
Bonneville,2019-12-23,,5,,11,6,,14,3,,,,,,6.1
Bonneville,2019-12-24,,1,,2,1,,3,-1,,,,,,6.1
Bonneville,2019-12-25,,,,7,5,,3,,,,,,,6.1
Bonneville,2019-12-26,,-1,,4,2,,,5,,,,,,6.1
Bonneville,2019-12-27,,,,4,,,3,,,,,,,6.1
Bonneville,2019-12-28,,,,9,2,,,,,,,,,6.1
Bonneville,2019-12-29,,,,4,,,,2,,,,,,6.1
Bonneville,2019-12-30,,,,2,1,,,,,,,,,6.1
Bonneville,2019-12-31,,,,10,5,,1,,,,,,,6.1
