Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,2020-09-24,89.21,1.30,1.46,91.00,19.09,19.09,758.83,762.75,100.52,7.00,74.89
BON,2020-09-25,99.62,1.30,1.30,96.10,18.89,18.89,,,,7.00,74.98
BON,2020-09-26,94.78,1.29,1.36,80.80,18.33,18.33,,,,7.00,73.92
BON,2020-09-27,82.19,1.28,1.56,85.20,18.33,18.33,,,,6.00,73.57
BON,2020-09-28,119.10,1.25,1.05,113.00,18.33,18.33,,,,6.00,73.23
BON,2020-09-29,120.90,1.28,1.06,120.80,18.33,18.33,,,,7.00,72.80
BON,2020-09-30,125.83,1.26,1.00,129.60,18.33,18.33,,,,7.00,73.30
BON,2020-10-01,98.22,1.25,1.27,101.10,18.33,18.33,,,,7.00,73.38
BON,2020-10-02,98.79,1.29,1.31,112.60,18.33,18.33,,,,7.00,74.11
BON,2020-10-03,97.81,1.29,1.32,101.10,17.78,17.78,,,,,74.97
BON,2020-10-04,110.48,1.30,1.17,109.00,17.78,17.78,,,,7.00,75.23
BON,2020-10-05,117.63,1.21,1.03,118.00,18.33,18.33,,,,7.00,75.26
BON,2020-10-06,95.53,1.19,1.24,97.80,18.33,18.33,,,,7.00,75.23
BON,2020-10-07,96.99,1.21,1.25,98.40,17.78,17.78,,,,7.00,75.55
BON,2020-10-08,98.76,1.20,1.21,97.20,17.78,17.78,,,,7.00,75.61
BON,2020-10-09,93.46,1.22,1.30,92.00,17.78,17.78,,,,7.00,75.49
BON,2020-10-10,83.91,1.20,1.44,81.50,17.78,17.78,,,,7.00,75.41
BON,2020-10-11,86.05,1.20,1.39,87.80,17.78,17.78,,,,7.00,75.40
BON,2020-10-12,78.89,1.20,1.52,80.00,17.78,17.78,,,,,75.51
BON,2020-10-13,103.85,1.21,1.16,97.80,17.78,17.78,,,,7.00,75.14
BON,2020-10-14,116.88,1.21,1.04,100.20,17.78,17.78,,,,7.00,73.91
BON,2020-10-15,110.75,1.17,1.05,101.50,17.78,17.78,,,,3.00,72.40
BON,2020-10-16,100.66,1.17,1.16,109.90,16.67,16.67,,,,5.00,72.27
BON,2020-10-17,103.51,1.20,1.16,99.70,16.67,16.67,,,,7.00,72.88
BON,2020-10-18,92.73,1.20,1.29,100.10,16.11,16.11,,,,7.00,73.01
BON,2020-10-19,95.35,1.17,1.22,82.40,16.11,16.11,,,,7.00,72.65
BON,2020-10-20,80.15,1.12,1.39,85.40,16.11,16.11,,,,7.00,72.58
BON,2020-10-21,93.54,0.94,1.00,99.40,16.11,16.11,,,,7.00,72.80
BON,2020-10-22,105.00,1.15,1.09,112.20,15.56,15.56,,,,6.00,73.26
BON,2020-10-23,114.73,1.15,1.00,111.10,15.56,15.56,,,,7.00,73.63
BON,2020-10-24,115.62,1.15,0.99,116.50,15.00,15.00,,,,7.00,73.52
BON,2020-10-25,115.33,1.15,0.99,128.30,15.00,15.00,,,,7.00,74.02
BON,2020-10-26,115.25,1.15,0.99,103.50,14.44,14.44,,,,6.00,74.48
BON,2020-10-27,118.56,1.21,1.02,124.30,13.89,13.89,,,,7.00,73.70
BON,2020-10-28,120.25,1.15,0.96,112.30,13.33,13.33,,,,7.00,74.25
BON,2020-10-29,122.10,1.15,0.95,110.70,13.33,13.33,,,,7.00,72.57
BON,2020-10-30,93.49,1.13,1.20,97.40,13.33,13.33,,,,7.00,72.49
BON,2020-10-31,96.11,1.00,1.04,112.10,13.33,13.33,,,,7.00,73.96
BON,2020-11-01,134.23,0.97,0.72,130.30,13.33,13.33,,,,7.00,74.04
BON,2020-11-02,134.62,1.07,0.79,130.50,12.78,12.78,,,,7.00,73.71
BON,2020-11-03,136.39,1.09,0.80,137.40,12.78,12.78,,,,7.00,73.45
BON,2020-11-04,134.46,0.98,0.73,126.60,12.78,12.78,,,,7.00,73.15
BON,2020-11-05,128.80,1.18,0.92,137.50,12.22,12.22,,,,7.00,72.70
BON,2020-11-06,128.45,1.00,0.78,121.30,12.22,12.22,,,,7.00,73.03
BON,2020-11-07,128.12,1.01,0.79,124.40,12.22,12.22,,,,7.00,72.69
BON,2020-11-08,130.65,1.00,0.77,130.00,12.22,12.22,,,,,72.57
BON,2020-11-09,141.06,1.00,0.71,143.40,11.67,11.67,,,,7.00,72.48
BON,2020-11-10,141.13,1.01,0.71,148.00,11.11,11.11,,,,,72.86
BON,2020-11-11,147.17,1.00,0.68,148.20,10.56,10.56,,,,6.00,73.50
BON,2020-11-12,150.29,1.10,0.73,152.40,10.56,10.56,,,,7.00,73.38
BON,2020-11-13,144.80,1.01,0.70,148.60,10.56,10.56,,,,7.00,73.89
BON,2020-11-14,138.73,1.01,0.73,148.60,10.56,10.56,,,,7.00,74.50
BON,2020-11-15,136.53,1.01,0.74,139.00,10.00,10.00,,,,7.00,74.97
BON,2020-11-16,142.20,0.97,0.68,132.20,10.00,10.00,,,,7.00,75.31
BON,2020-11-17,148.61,1.00,0.68,141.90,10.00,10.00,,,,7.00,74.28
BON,2020-11-18,146.74,1.01,0.69,146.30,10.00,10.00,,,,7.00,73.73
BON,2020-11-19,146.37,1.04,0.71,146.50,10.00,10.00,,,,7.00,73.75
BON,2020-11-20,157.23,1.00,0.64,159.20,10.00,10.00,,,,7.00,74.40
BON,2020-11-21,161.73,1.01,0.62,158.40,10.00,10.00,,,,7.00,74.23
BON,2020-11-22,165.01,1.01,0.61,162.00,10.00,10.00,,,,7.00,73.89
BON,2020-11-23,153.66,1.00,0.65,158.90,8.89,8.89,,,,7.00,73.39
BON,2020-11-24,151.95,1.01,0.66,142.50,8.89,8.89,,,,7.00,73.49
BON,2020-11-25,148.72,1.00,0.68,142.50,8.89,8.89,,,,7.00,72.81
BON,2020-11-26,137.46,1.00,0.73,137.90,8.89,8.89,,,,7.00,72.60
BON,2020-11-27,132.91,1.00,0.76,138.30,8.89,8.89,,,,7.00,72.91
BON,2020-11-28,142.58,1.00,0.70,137.80,8.89,8.89,,,,7.00,72.86
BON,2020-11-29,146.18,0.99,0.68,145.00,8.89,8.89,,,,7.00,72.41
BON,2020-11-30,138.09,1.01,0.73,146.90,8.89,8.89,,,,7.00,72.82
BON,2020-12-01,145.68,0.48,0.33,142.50,8.89,8.89,,,,7.00,73.15
BON,2020-12-02,143.44,0.08,0.06,140.50,8.89,8.89,,,,7.00,72.87
BON,2020-12-03,136.90,0.48,0.35,136.80,8.33,8.33,,,,7.00,72.84
BON,2020-12-04,135.08,0.49,0.36,143.30,7.78,7.78,,,,7.00,72.99
BON,2020-12-05,142.05,0.48,0.34,136.20,7.78,7.78,,,,7.00,73.14
BON,2020-12-06,135.96,0.50,0.36,138.00,7.22,7.22,,,,,73.10
BON,2020-12-07,140.11,0.52,0.37,140.20,7.22,7.22,,,,7.00,73.35
BON,2020-12-08,139.20,0.47,0.34,140.20,7.22,7.22,,,,7.00,73.10
BON,2020-12-09,131.37,0.49,0.37,130.00,7.22,7.22,,,,7.00,73.28
BON,2020-12-10,133.14,0.48,0.36,132.00,7.22,7.22,,,,6.00,73.05
BON,2020-12-11,134.11,0.53,0.40,144.10,7.78,7.78,,,,6.00,73.36
BON,2020-12-12,138.89,0.48,0.35,138.40,7.22,7.22,,,,7.00,73.90
BON,2020-12-13,134.31,0.48,0.36,131.00,7.22,7.22,,,,7.00,73.90
BON,2020-12-14,138.76,0.49,0.35,141.00,7.22,7.22,,,,7.00,73.71
BON,2020-12-15,140.57,0.48,0.34,131.60,6.67,6.67,,,,6.00,73.36
BON,2020-12-16,145.05,0.49,0.34,144.10,6.67,6.67,,,,6.00,73.63
BON,2020-12-17,137.92,0.48,0.35,142.30,6.67,6.67,,,,7.00,73.28
BON,2020-12-18,138.25,0.48,0.35,134.70,6.67,6.67,,,,7.00,73.43
BON,2020-12-19,133.83,0.48,0.36,133.00,6.67,6.67,,,,7.00,73.61
BON,2020-12-20,136.39,0.48,0.35,132.90,6.67,6.67,,,,7.00,74.08
BON,2020-12-21,139.33,0.48,0.35,144.50,6.67,6.67,,,,7.00,74.60
BON,2020-12-22,150.02,0.48,0.32,141.20,6.67,6.67,,,,5.00,74.76
BON,2020-12-23,157.08,2.39,1.52,154.90,6.67,6.67,,,,5.00,74.29
BON,2020-12-24,159.45,0.49,0.31,153.50,6.67,6.67,,,,5.00,73.94
BON,2020-12-25,148.33,0.48,0.32,150.90,6.67,6.67,,,,4.50,73.37
BON,2020-12-26,137.60,0.48,0.35,143.20,6.11,6.11,,,,5.00,73.11
BON,2020-12-27,135.40,0.48,0.36,137.30,6.11,6.11,,,,5.00,73.41
BON,2020-12-28,149.24,0.48,0.32,135.80,6.11,6.11,,,,7.00,73.20
BON,2020-12-29,154.50,0.48,0.31,158.60,5.56,5.56,,,,7.00,73.14
BON,2020-12-30,158.24,0.48,0.31,159.50,5.56,5.56,,,,7.00,73.53
BON,2020-12-31,146.53,0.47,0.32,167.30,5.56,5.56,,,,7.00,74.22
