Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,2020-04-12,142.95,99.22,69.41,143.00,9.38,9.38,763.67,806.17,105.57,6.00,75.01
BON,2020-04-13,144.19,100.50,69.70,140.40,9.55,9.55,767.21,831.75,108.41,5.00,74.86
BON,2020-04-14,147.54,103.25,69.99,133.40,9.68,9.68,766.13,855.08,111.61,6.00,74.04
BON,2020-04-15,149.06,101.93,68.38,165.20,9.79,9.79,764.17,841.79,110.16,7.00,73.80
BON,2020-04-16,151.90,103.70,68.27,153.00,10.16,10.16,763.75,839.42,109.91,7.00,74.72
BON,2020-04-17,163.75,112.42,68.65,161.40,10.27,10.27,757.08,850.46,112.34,6.00,74.84
BON,2020-04-18,162.40,111.55,68.69,159.10,10.33,10.33,757.58,863.75,114.01,,74.40
BON,2020-04-19,159.68,109.91,68.84,154.60,10.46,10.46,760.46,853.54,112.24,5.00,74.11
BON,2020-04-20,158.39,109.61,69.20,162.40,10.74,10.74,760.42,847.38,111.44,6.00,73.78
BON,2020-04-21,166.74,113.41,68.02,169.20,10.90,10.90,765.00,844.75,110.43,6.00,74.25
BON,2020-04-22,171.99,117.79,68.49,171.10,11.04,11.04,762.00,847.79,111.26,6.00,74.32
BON,2020-04-23,183.12,124.76,68.13,188.60,11.15,11.15,765.04,844.75,110.42,6.00,74.55
BON,2020-04-24,200.38,130.16,64.95,200.80,11.45,11.45,763.67,855.25,111.99,,74.64
BON,2020-04-25,201.48,133.04,66.03,198.40,11.70,11.70,760.75,869.42,114.28,6.00,74.72
BON,2020-04-26,200.82,132.75,66.10,203.30,11.94,11.94,760.63,875.00,115.04,5.00,74.63
BON,2020-04-27,214.37,132.80,61.95,210.60,12.13,12.13,760.46,880.08,115.73,7.00,74.43
BON,2020-04-28,235.34,133.69,56.81,232.00,12.38,12.38,763.88,873.75,114.39,6.00,73.85
BON,2020-04-29,268.58,132.70,49.41,264.80,12.49,12.49,758.21,886.25,116.89,6.00,73.71
BON,2020-04-30,233.92,132.68,56.72,240.80,12.62,12.62,761.25,879.17,115.49,6.00,73.93
BON,2020-05-01,242.98,133.22,54.83,238.60,12.66,12.66,760.67,872.63,114.72,7.00,73.79
BON,2020-05-02,265.78,133.15,50.10,272.60,12.70,12.70,757.21,880.29,116.26,7.00,73.96
BON,2020-05-03,267.55,132.67,49.59,263.70,12.68,12.68,765.21,881.83,115.24,7.00,74.46
BON,2020-05-04,269.16,132.91,49.38,275.60,12.75,12.75,764.25,885.79,115.90,5.00,73.99
BON,2020-05-05,270.47,132.19,48.87,266.20,12.86,12.86,761.63,905.46,118.89,4.00,74.11
BON,2020-05-06,250.29,132.59,52.97,244.30,12.87,12.87,767.79,883.33,115.06,4.00,74.04
BON,2020-05-07,270.73,132.95,49.11,275.70,12.79,12.79,767.00,878.75,114.57,4.00,73.85
BON,2020-05-08,289.94,132.56,45.72,278.90,12.76,12.76,761.58,888.71,116.69,5.00,73.25
BON,2020-05-09,274.43,133.00,48.46,275.90,13.16,13.16,757.33,899.88,118.82,5.00,73.36
BON,2020-05-10,260.39,133.00,51.08,258.30,13.50,13.50,753.38,906.04,120.26,4.00,73.25
BON,2020-05-11,276.75,132.70,47.95,281.00,13.47,13.47,751.21,911.58,121.35,4.00,73.20
BON,2020-05-12,313.43,133.23,42.51,319.40,13.27,13.27,752.00,903.04,120.09,5.00,73.10
BON,2020-05-13,308.10,132.53,43.02,308.80,13.16,13.16,756.38,900.46,119.05,5.00,73.68
BON,2020-05-14,352.55,142.38,40.39,343.00,13.16,13.16,759.17,903.17,118.97,5.00,73.25
BON,2020-05-15,332.95,139.80,41.99,338.30,13.16,13.16,762.04,903.50,118.57,3.00,72.57
BON,2020-05-16,311.99,133.15,42.68,301.60,13.12,13.12,754.83,905.21,119.92,3.50,73.15
BON,2020-05-17,304.04,132.77,43.67,312.60,12.97,12.97,752.00,905.54,120.42,3.50,73.02
BON,2020-05-18,304.74,133.01,43.65,311.00,12.94,12.94,754.21,902.71,119.69,5.00,74.00
BON,2020-05-19,338.06,148.26,43.86,332.70,12.85,12.85,759.54,879.46,115.79,5.00,73.58
BON,2020-05-20,348.52,148.56,42.63,353.10,12.88,12.88,761.46,866.08,113.74,4.00,73.30
BON,2020-05-21,355.08,148.80,41.90,349.80,12.87,12.87,760.67,864.08,113.60,4.00,73.43
BON,2020-05-22,341.20,148.61,43.56,349.90,12.92,12.92,762.25,870.46,114.20,3.00,73.36
BON,2020-05-23,336.23,148.95,44.30,346.10,12.96,12.96,764.08,869.58,113.81,3.00,74.53
BON,2020-05-24,344.37,147.03,42.70,339.50,13.08,13.08,763.17,878.71,115.14,3.00,74.53
BON,2020-05-25,329.03,148.17,45.03,323.50,13.12,13.12,761.58,896.54,117.72,,74.19
BON,2020-05-26,323.17,138.10,42.73,308.60,13.22,13.22,761.83,893.33,117.26,3.00,72.80
BON,2020-05-27,315.06,141.89,45.04,323.20,13.41,13.41,761.21,897.25,117.87,3.00,73.02
BON,2020-05-28,321.07,135.98,42.35,333.60,13.66,13.66,758.08,916.88,120.95,3.00,73.57
BON,2020-05-29,362.39,149.29,41.20,356.10,13.96,13.96,755.54,933.71,123.58,3.00,73.78
BON,2020-05-30,367.08,149.10,40.62,373.80,14.06,14.06,754.67,904.88,119.91,3.00,74.09
BON,2020-05-31,370.20,148.75,40.18,368.80,14.24,14.24,760.63,868.33,114.16,3.00,74.01
BON,2020-06-01,389.80,186.84,47.93,395.50,14.28,14.28,762.21,892.00,117.03,3.00,74.18
BON,2020-06-02,407.67,220.16,54.01,407.20,14.49,14.49,763.46,913.96,119.71,,74.63
BON,2020-06-03,395.00,207.50,52.53,381.90,14.53,14.53,761.88,917.29,120.40,3.00,74.13
BON,2020-06-04,356.99,163.64,45.84,351.40,14.60,14.60,759.46,908.83,119.67,3.00,73.31
BON,2020-06-05,371.78,150.74,40.55,386.00,14.66,14.66,752.83,906.29,120.38,3.00,73.63
BON,2020-06-06,371.46,151.64,40.82,370.40,14.58,14.58,755.13,892.88,118.24,4.00,74.77
BON,2020-06-07,364.82,149.77,41.05,359.00,14.64,14.64,759.75,878.50,115.63,4.00,73.28
BON,2020-06-08,359.64,149.90,41.68,360.50,14.72,14.72,765.04,882.00,115.29,3.00,73.56
BON,2020-06-09,332.20,149.45,44.99,338.50,14.56,14.56,763.58,911.38,119.36,3.00,74.36
BON,2020-06-10,299.76,132.91,44.34,291.70,14.77,14.77,761.88,917.00,120.36,3.00,74.51
BON,2020-06-11,308.33,148.50,48.16,306.70,15.03,15.03,760.17,895.79,117.84,3.50,73.44
BON,2020-06-12,330.76,142.89,43.20,328.30,14.98,14.98,759.58,889.63,117.12,4.00,73.57
BON,2020-06-13,288.98,133.23,46.10,293.20,14.81,14.81,758.75,873.75,115.16,5.00,73.79
BON,2020-06-14,284.20,138.53,48.74,283.40,14.77,14.77,760.13,875.92,115.23,5.00,73.83
BON,2020-06-15,305.75,135.22,44.23,312.00,14.97,14.97,758.38,887.58,117.04,5.00,74.02
BON,2020-06-16,280.65,98.29,35.02,279.30,15.10,15.10,761.38,895.17,117.57,3.50,74.41
BON,2020-06-17,281.76,103.76,36.83,282.70,15.19,15.19,765.79,872.79,113.97,5.00,74.37
BON,2020-06-18,292.35,96.14,32.88,297.80,15.49,15.49,763.29,864.71,113.29,5.00,74.25
BON,2020-06-19,305.35,101.57,33.26,306.80,15.81,15.81,758.50,882.58,116.36,5.00,74.72
BON,2020-06-20,308.72,99.93,32.37,298.10,15.97,15.97,759.08,880.58,116.01,,74.27
BON,2020-06-21,280.79,102.65,36.56,281.20,16.03,16.03,762.25,867.96,113.87,5.00,74.09
BON,2020-06-22,289.53,108.97,37.64,290.40,16.28,16.28,762.63,867.04,113.69,5.00,73.93
BON,2020-06-23,300.84,108.68,36.13,301.40,16.56,16.56,757.75,890.83,117.57,5.00,73.61
BON,2020-06-24,293.84,107.16,36.47,289.40,16.84,16.84,757.38,893.71,118.00,6.00,73.43
BON,2020-06-25,292.82,109.46,37.38,296.90,17.12,17.12,758.92,871.04,114.77,6.00,73.53
BON,2020-06-26,311.95,108.61,34.82,305.80,17.34,17.34,759.00,870.13,114.64,6.00,73.60
BON,2020-06-27,293.68,109.27,37.21,294.00,17.66,17.66,758.54,855.63,112.80,5.00,73.33
BON,2020-06-28,314.13,111.81,35.59,314.10,17.45,17.45,756.08,833.13,110.19,5.00,73.09
BON,2020-06-29,302.08,110.38,36.54,307.90,17.41,17.41,759.54,844.96,111.25,,73.69
BON,2020-06-30,314.37,108.62,34.55,321.80,17.53,17.53,759.50,839.25,110.50,5.00,74.28
BON,2020-07-01,302.78,108.90,35.97,299.10,17.46,17.46,759.21,847.63,111.65,4.00,74.44
BON,2020-07-02,306.54,109.71,35.79,305.40,17.30,17.30,759.25,855.17,112.63,5.00,74.18
BON,2020-07-03,322.50,96.98,30.07,315.70,17.32,17.32,760.67,874.75,115.00,4.00,73.82
BON,2020-07-04,298.60,94.94,31.80,289.00,17.43,17.43,763.08,870.29,114.05,5.00,73.20
BON,2020-07-05,257.98,95.15,36.88,264.90,17.40,17.40,762.58,864.42,113.35,4.00,73.48
BON,2020-07-06,216.18,95.18,44.03,211.80,17.36,17.36,760.13,846.88,111.41,5.00,73.15
BON,2020-07-07,233.08,95.43,40.94,235.10,17.31,17.31,761.21,826.75,108.61,5.00,73.33
BON,2020-07-08,234.25,95.19,40.64,234.60,17.40,17.40,760.83,833.54,109.56,5.00,73.15
BON,2020-07-09,227.16,95.61,42.09,232.20,17.57,17.57,759.29,843.38,111.07,5.00,73.60
BON,2020-07-10,250.41,95.52,38.15,246.20,17.74,17.74,762.08,851.21,111.69,5.00,73.51
BON,2020-07-11,239.06,95.55,39.97,244.10,18.02,18.02,761.67,859.33,112.82,5.00,73.50
BON,2020-07-12,202.01,95.61,47.33,205.80,18.23,18.23,762.00,847.00,111.15,5.00,73.55
BON,2020-07-13,215.88,95.86,44.41,210.00,18.30,18.30,760.75,845.83,111.18,5.00,73.74
BON,2020-07-14,235.23,95.42,40.56,232.10,18.41,18.41,760.63,853.88,112.26,7.00,73.70
BON,2020-07-15,221.46,95.56,43.15,227.50,18.73,18.73,760.46,859.88,113.07,7.00,73.89
BON,2020-07-16,198.13,95.56,48.23,205.30,19.14,19.14,758.83,845.00,111.35,7.00,73.93
BON,2020-07-17,208.72,95.45,45.73,193.40,19.40,19.40,760.92,828.75,108.92,7.00,73.89
BON,2020-07-18,199.55,95.00,47.60,205.60,19.42,19.42,762.00,823.79,108.11,5.00,73.51
BON,2020-07-19,176.16,95.45,54.19,183.30,19.56,19.56,759.46,836.08,110.09,5.00,74.04
BON,2020-07-20,197.67,95.32,48.22,192.60,19.85,19.85,758.08,849.29,112.03,6.00,73.91
BON,2020-07-21,215.05,95.03,44.19,209.70,20.30,20.30,755.46,855.63,113.26,,73.47
BON,2020-07-22,189.75,95.19,50.17,190.80,20.41,20.41,754.58,835.42,110.71,7.00,73.65
BON,2020-07-23,191.72,95.23,49.67,195.10,20.33,20.33,757.42,818.58,108.08,7.00,73.70
BON,2020-07-24,173.48,95.41,55.00,166.90,19.92,19.92,759.96,806.08,106.07,6.00,73.72
BON,2020-07-25,181.88,95.29,52.39,187.50,19.70,19.70,760.46,805.79,105.96,7.00,73.71
BON,2020-07-26,190.77,95.61,50.12,194.90,19.93,19.93,758.54,826.29,108.93,7.00,74.16
BON,2020-07-27,187.58,95.23,50.77,180.00,20.36,20.36,755.79,853.96,112.99,7.00,73.71
BON,2020-07-28,181.68,94.86,52.21,178.10,20.87,20.87,755.58,856.42,113.34,7.00,73.22
BON,2020-07-29,186.00,94.92,51.03,195.00,21.06,21.06,755.92,838.63,110.94,7.00,73.39
BON,2020-07-30,196.33,95.38,48.58,196.70,21.26,21.26,756.71,840.17,111.03,7.00,73.83
BON,2020-07-31,184.28,95.34,51.74,180.90,21.26,21.26,757.54,832.17,109.85,7.00,73.64
BON,2020-08-01,171.36,95.29,55.61,173.30,21.24,21.24,761.08,814.83,107.06,6.00,73.93
BON,2020-08-02,171.03,95.29,55.72,173.50,21.29,21.29,761.79,815.17,107.01,7.00,74.36
BON,2020-08-03,157.36,94.65,60.15,158.00,21.31,21.31,763.83,815.92,106.82,7.00,73.67
BON,2020-08-04,174.28,94.93,54.47,181.50,21.42,21.42,761.29,821.79,107.95,7.00,74.05
BON,2020-08-05,189.00,94.92,50.22,176.90,21.63,21.63,758.42,827.08,109.05,7.00,73.94
BON,2020-08-06,158.29,94.86,59.93,161.10,21.48,21.48,759.58,813.38,107.08,7.00,73.77
BON,2020-08-07,173.68,94.90,54.64,168.90,21.29,21.29,762.83,803.29,105.30,7.00,73.90
BON,2020-08-08,157.92,94.75,60.00,160.10,21.25,21.25,762.92,803.92,105.37,7.00,73.80
BON,2020-08-09,146.27,94.95,64.91,149.30,21.08,21.08,763.75,806.33,105.58,7.00,74.06
BON,2020-08-10,168.37,94.74,56.27,168.40,21.24,21.24,759.46,814.58,107.26,7.00,73.88
BON,2020-08-11,164.58,94.84,57.63,159.60,21.26,21.26,756.75,815.58,107.77,7.00,73.85
BON,2020-08-12,146.59,94.65,64.57,147.50,21.01,21.01,759.13,798.71,105.21,7.00,73.59
BON,2020-08-13,135.65,91.55,67.50,136.60,20.91,20.91,761.17,798.17,104.86,7.00,73.87
BON,2020-08-14,149.11,94.28,63.23,143.30,20.75,20.75,761.21,800.25,105.13,7.00,73.85
BON,2020-08-15,149.53,51.83,34.66,158.80,20.82,20.82,757.13,813.42,107.44,,74.08
BON,2020-08-16,155.85,50.20,32.21,158.40,21.06,21.06,756.00,837.54,110.79,7.00,74.48
BON,2020-08-17,170.36,50.13,29.43,165.50,21.42,21.42,758.79,844.63,111.31,7.00,74.06
BON,2020-08-18,161.06,50.02,31.05,156.30,21.69,21.69,759.63,831.96,109.52,7.00,73.66
BON,2020-08-19,153.49,49.94,32.54,159.90,21.72,21.72,757.38,816.67,107.83,7.00,73.54
BON,2020-08-20,160.88,50.35,31.30,159.30,21.55,21.55,755.92,808.38,106.94,7.00,74.35
BON,2020-08-21,165.20,50.40,30.51,169.30,21.32,21.32,755.46,810.63,107.30,7.00,74.28
BON,2020-08-22,169.18,50.46,29.83,165.50,21.14,21.14,759.46,811.00,106.79,7.00,74.47
BON,2020-08-23,157.28,50.19,31.91,152.90,21.25,21.25,757.21,815.71,107.73,7.00,73.84
BON,2020-08-24,152.97,50.53,33.03,156.60,21.26,21.26,756.75,815.71,107.79,7.00,74.15
BON,2020-08-25,139.21,50.46,36.25,137.60,21.09,21.09,757.21,803.38,106.10,7.00,74.11
BON,2020-08-26,137.88,50.38,36.54,141.90,21.14,21.14,757.63,795.00,104.93,7.00,73.90
BON,2020-08-27,135.43,50.50,37.29,135.50,21.09,21.09,758.42,790.79,104.27,7.00,74.15
BON,2020-08-28,142.57,50.61,35.50,146.60,21.05,21.05,758.71,794.00,104.65,7.00,74.44
BON,2020-08-29,134.43,50.73,37.74,131.30,21.04,21.04,759.63,795.21,104.68,7.00,74.54
BON,2020-08-30,113.53,50.98,44.90,117.60,20.75,20.75,762.46,786.50,103.15,7.00,74.88
BON,2020-08-31,116.82,51.18,43.81,122.30,20.51,20.51,761.38,781.67,102.67,7.00,75.42
BON,2020-09-01,108.30,3.28,3.03,107.20,20.44,20.44,761.04,780.79,102.60,7.00,75.45
BON,2020-09-02,121.80,1.05,0.86,123.00,20.77,20.77,760.25,787.38,103.57,6.00,75.36
BON,2020-09-03,110.50,0.96,0.87,110.50,21.05,21.05,759.63,793.17,104.42,7.00,75.40
BON,2020-09-04,107.38,1.57,1.46,104.60,21.32,21.32,758.96,794.38,104.67,7.00,75.34
BON,2020-09-05,105.10,1.38,1.31,87.90,21.35,21.35,764.29,783.71,102.54,7.00,74.29
BON,2020-09-06,104.41,1.36,1.30,121.90,21.26,21.26,763.92,772.33,101.10,7.00,74.35
BON,2020-09-07,108.22,1.40,1.30,109.50,21.23,21.23,762.21,768.63,100.84,7.00,75.50
BON,2020-09-08,115.27,1.40,1.21,116.20,20.52,20.52,764.42,762.83,99.79,7.00,75.41
BON,2020-09-09,100.03,1.42,1.42,97.70,20.01,20.01,759.88,760.33,100.06,7.00,75.38
BON,2020-09-10,116.08,1.39,1.20,116.50,19.90,19.90,759.08,761.42,100.31,7.00,75.63
BON,2020-09-11,101.76,1.39,1.36,101.70,20.19,20.19,760.71,765.29,100.60,7.00,75.48
BON,2020-09-12,111.58,1.40,1.25,107.50,19.99,19.99,759.21,761.38,100.29,7.00,75.33
BON,2020-09-13,117.70,1.39,1.18,120.00,19.63,19.63,757.79,755.88,99.75,7.00,75.05
BON,2020-09-14,125.71,1.39,1.11,126.10,19.67,19.67,758.29,755.83,99.68,7.00,75.00
BON,2020-09-15,114.40,1.40,1.22,112.70,19.80,19.80,761.00,758.00,99.61,7.00,75.35
BON,2020-09-16,95.52,1.38,1.44,94.30,19.62,19.62,760.58,756.83,99.51,7.00,75.15
BON,2020-09-17,109.93,1.29,1.17,109.20,19.53,19.53,758.75,755.54,99.58,7.00,74.84
BON,2020-09-18,116.91,1.37,1.17,118.80,19.48,19.48,757.83,756.71,99.85,7.00,74.74
BON,2020-09-19,98.15,1.29,1.32,97.80,19.34,19.34,761.42,757.79,99.52,7.00,75.31
BON,2020-09-20,91.67,1.44,1.57,88.20,19.29,19.29,761.08,758.38,99.64,7.00,74.87
BON,2020-09-21,86.83,1.30,1.49,85.90,19.27,19.27,759.04,759.21,100.02,7.00,74.84
BON,2020-09-22,87.30,1.30,1.48,91.30,19.24,19.24,760.00,760.25,100.03,7.00,74.88
BON,2020-09-23,93.60,1.30,1.39,91.70,19.18,19.18,757.21,761.67,100.59,7.00,74.85
