Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,2017-02-07,172.07,0.62,0.36,174.70,1.11,1.11,,,,7.00,74.10
BON,2017-02-08,185.05,0.62,0.33,174.90,1.67,1.67,,,,,74.09
BON,2017-02-09,181.90,0.94,0.52,189.70,,,,,,,73.72
BON,2017-02-10,218.93,1.45,0.66,214.00,,,,,,,73.89
BON,2017-02-11,235.00,41.48,17.65,247.40,2.20,,,,,,73.61
BON,2017-02-12,267.04,64.65,24.21,246.60,2.22,2.22,,,,6.00,73.58
BON,2017-02-13,234.86,30.35,12.92,257.40,2.22,2.22,,,,5.00,73.58
BON,2017-02-14,229.94,24.13,10.49,211.10,2.22,2.22,,,,3.00,74.24
BON,2017-02-15,215.33,0.79,0.37,208.70,2.22,2.22,,,,3.00,72.55
BON,2017-02-16,216.35,1.10,0.51,221.00,1.67,1.67,,,,3.00,72.63
BON,2017-02-17,228.18,1.08,0.47,222.50,1.67,1.67,,,,4.00,72.51
BON,2017-02-18,235.47,1.07,0.45,249.80,1.67,1.67,,,,5.00,72.50
BON,2017-02-19,266.62,23.53,8.82,257.00,2.22,2.22,,,,5.00,74.05
BON,2017-02-20,257.17,19.19,7.46,285.30,1.67,1.67,,,,4.00,73.65
BON,2017-02-21,285.39,46.02,16.13,258.00,2.22,2.22,,,,3.00,74.02
BON,2017-02-22,261.02,29.05,11.13,257.50,2.22,2.22,,,,3.00,73.98
BON,2017-02-23,275.89,37.79,13.70,286.80,2.22,2.22,,,,3.00,73.95
BON,2017-02-24,284.64,39.10,13.74,277.30,2.78,2.78,,,,3.00,73.50
BON,2017-02-25,268.55,24.80,9.24,271.90,3.33,3.33,,,,3.00,73.20
BON,2017-02-26,270.97,19.45,7.18,263.10,2.78,2.78,,,,3.00,72.73
BON,2017-02-27,247.38,10.22,4.13,243.80,2.78,2.78,,,,3.00,71.95
BON,2017-02-28,226.22,1.02,0.45,233.80,2.78,2.78,,,,3.00,72.28
BON,2017-03-01,237.31,0.78,0.33,233.30,3.73,3.73,772.00,806.29,104.44,3.00,72.49
BON,2017-03-02,229.99,0.93,0.40,231.00,3.77,3.77,769.54,820.79,106.66,3.50,72.21
BON,2017-03-03,233.60,2.51,1.07,246.10,3.95,3.95,760.21,830.13,109.20,3.50,72.98
BON,2017-03-04,266.78,15.84,5.94,276.00,4.03,4.03,753.04,832.29,110.52,3.00,73.83
BON,2017-03-05,267.31,15.60,5.83,242.30,3.97,3.97,750.46,828.08,110.34,3.00,73.32
BON,2017-03-06,229.90,2.38,1.03,236.40,4.07,4.07,758.71,811.08,106.91,3.00,72.61
BON,2017-03-07,247.55,22.89,9.25,250.20,4.16,4.16,761.00,804.67,105.74,3.50,72.30
BON,2017-03-08,252.40,22.13,8.77,257.90,4.21,4.21,763.88,799.67,104.69,3.00,73.38
BON,2017-03-09,276.35,45.33,16.40,274.30,4.39,4.39,762.21,832.00,109.16,4.00,73.24
BON,2017-03-10,299.17,67.23,22.47,306.90,4.74,4.74,764.75,839.67,109.80,3.00,73.38
BON,2017-03-11,305.55,77.89,25.49,311.80,4.82,4.82,763.54,842.42,110.33,3.00,73.83
BON,2017-03-12,336.03,103.48,30.79,328.40,4.97,4.97,767.26,819.39,106.79,3.50,74.28
BON,2017-03-13,321.16,88.26,27.48,317.60,5.07,5.07,763.63,840.04,110.01,4.00,72.74
BON,2017-03-14,349.09,120.98,34.65,349.20,5.18,5.18,760.25,837.67,110.18,3.00,72.65
BON,2017-03-15,370.80,137.39,37.05,379.80,5.30,5.30,758.25,847.50,111.77,4.00,73.34
BON,2017-03-16,371.21,143.19,38.57,366.20,5.35,5.35,766.79,861.33,112.33,3.00,73.89
BON,2017-03-17,387.65,160.40,41.38,383.40,5.43,5.43,761.71,871.38,114.40,2.00,72.61
BON,2017-03-18,411.87,186.60,45.31,428.80,5.74,5.74,758.21,885.00,116.72,2.50,73.80
BON,2017-03-19,409.77,190.05,46.38,396.60,6.06,6.06,765.50,899.67,117.53,2.00,73.53
BON,2017-03-20,416.35,201.15,48.31,405.60,6.14,6.14,760.79,896.04,117.78,2.00,72.36
BON,2017-03-21,442.79,227.22,51.32,452.20,6.33,6.33,756.17,912.33,120.65,2.00,72.71
BON,2017-03-22,450.08,240.33,53.40,445.50,6.60,6.60,758.92,925.79,121.99,1.00,72.26
BON,2017-03-23,458.47,240.03,52.35,468.60,6.77,6.77,761.92,923.58,121.22,1.50,72.74
BON,2017-03-24,459.41,237.52,51.70,457.30,6.86,6.86,758.67,935.88,123.36,1.00,73.02
BON,2017-03-25,459.52,223.55,48.65,459.60,6.80,6.80,763.17,929.17,121.75,1.00,73.05
BON,2017-03-26,453.95,225.80,49.74,456.60,6.64,6.64,757.83,932.21,123.01,1.00,73.39
BON,2017-03-27,449.32,226.06,50.31,440.10,6.69,6.69,763.83,928.92,121.62,1.00,72.80
BON,2017-03-28,446.73,242.69,54.33,446.80,6.82,6.82,767.79,930.17,121.15,1.00,72.22
BON,2017-03-29,443.34,235.76,53.18,456.00,6.80,6.80,760.71,937.33,123.22,1.00,72.73
BON,2017-03-30,440.44,235.48,53.46,441.50,6.92,6.92,765.13,915.42,119.65,1.00,73.83
BON,2017-03-31,439.67,221.12,50.29,441.70,7.17,7.17,768.88,913.42,118.80,1.00,73.87
BON,2017-04-01,441.66,246.53,55.82,430.00,7.27,7.27,766.67,926.17,120.80,,73.58
BON,2017-04-02,448.68,252.55,56.29,459.80,7.38,7.38,768.33,905.92,117.91,,73.36
BON,2017-04-03,445.64,255.86,57.41,440.30,7.42,7.42,765.67,917.92,119.89,2.00,73.78
BON,2017-04-04,439.82,248.96,56.60,430.70,7.57,7.57,761.38,928.46,121.95,2.00,72.92
BON,2017-04-05,435.73,244.92,56.21,441.30,7.83,7.83,758.96,937.70,123.55,2.00,72.92
BON,2017-04-06,421.07,225.30,53.51,417.50,8.03,8.03,752.33,940.79,125.05,2.00,72.83
BON,2017-04-07,394.70,190.31,48.22,384.50,8.25,8.25,746.46,936.33,125.44,3.00,72.44
BON,2017-04-08,382.61,175.54,45.88,392.50,8.30,8.30,759.17,917.38,120.84,2.50,72.70
BON,2017-04-09,423.49,205.43,48.51,418.00,8.31,8.31,762.46,922.88,121.04,2.50,72.35
BON,2017-04-10,401.22,182.40,45.46,405.80,8.40,8.40,763.13,934.13,122.41,2.50,72.20
BON,2017-04-11,384.97,171.98,44.67,384.00,8.45,8.45,759.46,923.54,121.61,2.00,72.95
BON,2017-04-12,386.09,178.59,46.26,386.80,8.41,8.41,754.17,933.83,123.82,2.00,73.14
BON,2017-04-13,411.73,198.44,48.20,409.90,8.38,8.38,757.17,928.17,122.59,3.00,72.51
BON,2017-04-14,403.74,188.40,46.66,397.70,8.43,8.43,764.79,922.58,120.63,3.00,72.33
BON,2017-04-15,399.40,183.08,45.84,401.10,8.55,8.55,765.88,932.83,121.80,3.00,72.05
BON,2017-04-16,387.29,174.24,44.99,387.70,8.61,8.61,757.83,935.88,123.49,3.00,72.55
BON,2017-04-17,365.88,170.98,46.73,370.10,8.75,8.75,757.75,940.83,124.16,2.50,72.92
BON,2017-04-18,378.80,181.73,47.97,378.30,8.96,8.96,760.50,931.29,122.46,2.50,72.53
BON,2017-04-19,360.96,163.84,45.39,358.70,9.09,9.09,762.63,939.21,123.15,2.50,72.63
BON,2017-04-20,345.76,151.10,43.70,339.70,9.08,9.08,766.88,922.96,120.36,3.00,72.29
BON,2017-04-21,373.78,173.00,46.28,390.30,9.39,9.39,767.25,913.96,119.13,3.00,72.72
BON,2017-04-22,380.43,171.66,45.12,380.40,9.52,9.52,758.58,938.71,123.74,3.00,73.61
BON,2017-04-23,376.49,164.74,43.76,370.40,9.71,9.71,758.42,938.83,123.79,3.00,73.14
BON,2017-04-24,361.66,156.63,43.31,365.10,9.80,9.80,755.13,924.42,122.42,3.00,73.20
BON,2017-04-25,364.14,160.69,44.13,353.20,9.92,9.92,758.92,914.21,120.46,3.00,72.96
BON,2017-04-26,377.96,166.32,44.00,387.30,10.06,10.06,758.08,914.75,120.67,3.00,72.76
BON,2017-04-27,379.58,165.65,43.64,381.20,10.11,10.11,763.38,894.00,117.11,3.00,73.31
BON,2017-04-28,384.41,168.91,43.94,383.30,10.23,10.23,768.13,891.38,116.05,3.00,72.93
BON,2017-04-29,381.76,169.62,44.43,385.60,10.37,10.37,766.75,907.38,118.34,2.50,73.38
BON,2017-04-30,362.75,153.97,42.44,358.80,10.49,10.49,767.13,908.88,118.48,2.50,73.44
BON,2017-05-01,351.94,141.82,40.30,345.40,10.51,10.51,766.71,891.33,116.25,3.00,72.60
BON,2017-05-02,350.23,147.22,42.03,358.60,10.54,10.54,765.33,904.21,118.15,3.00,73.14
BON,2017-05-03,346.38,147.50,42.58,343.80,10.94,10.94,763.38,937.54,122.82,3.00,73.23
BON,2017-05-04,340.93,134.42,39.43,337.80,11.44,11.44,756.38,923.29,122.07,4.00,73.15
BON,2017-05-05,349.92,138.15,39.48,350.60,11.68,11.68,758.75,898.58,118.44,3.50,72.68
BON,2017-05-06,386.20,178.57,46.24,389.40,11.67,11.67,763.17,882.67,115.66,3.00,72.72
BON,2017-05-07,435.32,233.72,53.69,441.80,11.71,11.71,764.63,904.33,118.27,3.50,73.02
BON,2017-05-08,453.93,252.95,55.72,449.50,12.03,12.03,763.42,939.17,123.02,3.00,73.23
BON,2017-05-09,452.24,259.50,57.38,450.80,12.17,12.17,760.38,953.79,125.44,3.00,72.81
BON,2017-05-10,443.53,251.40,56.68,441.50,12.22,12.22,757.54,951.71,125.63,3.00,72.82
BON,2017-05-11,438.10,244.64,55.84,439.70,12.27,12.27,759.17,942.29,124.12,3.50,72.99
BON,2017-05-12,451.37,253.87,56.24,452.40,12.24,12.24,760.83,938.29,123.32,3.50,72.66
BON,2017-05-13,441.23,246.03,55.76,443.50,12.29,12.29,760.67,935.83,123.03,2.50,72.90
BON,2017-05-14,438.67,239.65,54.63,440.60,12.43,12.43,761.33,934.25,122.71,3.00,73.15
BON,2017-05-15,438.46,234.98,53.59,437.40,12.47,12.47,759.25,930.42,122.54,3.00,73.05
BON,2017-05-16,435.87,234.47,53.79,424.70,12.17,12.17,754.29,914.38,121.23,3.00,72.65
BON,2017-05-17,430.04,230.12,53.51,431.50,11.78,11.78,763.33,893.88,117.10,3.00,72.00
BON,2017-05-18,433.42,230.69,53.23,442.20,11.93,11.93,763.88,911.46,119.32,3.00,73.09
BON,2017-05-19,423.57,223.69,52.81,423.20,12.21,12.21,762.38,937.88,123.02,2.00,73.44
BON,2017-05-20,411.50,210.70,51.20,423.00,12.45,12.45,763.83,928.46,121.55,3.00,73.12
BON,2017-05-21,402.18,205.42,51.08,386.40,12.69,12.69,764.13,936.54,122.57,2.00,73.43
BON,2017-05-22,391.88,200.23,51.10,392.70,12.89,12.89,761.63,950.17,124.76,2.00,73.02
BON,2017-05-23,395.33,201.90,51.07,396.30,13.16,13.16,759.58,951.50,125.27,3.00,72.89
BON,2017-05-24,405.10,212.44,52.44,414.70,13.11,13.11,760.88,899.92,118.27,3.00,73.44
BON,2017-05-25,434.51,240.75,55.41,431.70,13.20,13.20,756.54,902.88,119.34,3.00,73.61
BON,2017-05-26,440.06,246.83,56.09,436.30,13.61,13.61,758.21,930.79,122.76,3.00,73.54
BON,2017-05-27,433.14,240.76,55.59,439.10,13.94,13.94,760.88,937.46,123.21,3.00,73.45
BON,2017-05-28,421.04,230.66,54.78,405.90,14.17,14.17,761.17,940.92,123.62,3.50,73.29
BON,2017-05-29,414.78,224.35,54.09,425.50,14.35,14.35,760.17,935.75,123.10,3.00,72.37
BON,2017-05-30,425.80,237.69,55.82,428.40,14.33,14.33,759.38,912.96,120.23,3.00,73.18
BON,2017-05-31,445.49,263.80,59.21,431.90,14.46,14.46,757.42,902.79,119.19,3.00,73.17
BON,2017-06-01,453.11,270.12,59.61,453.70,14.82,14.82,758.71,915.50,120.67,3.00,72.23
BON,2017-06-02,449.10,274.91,61.21,451.70,15.05,15.05,761.21,921.75,121.09,3.00,72.18
BON,2017-06-03,455.02,280.15,61.57,460.40,15.05,15.05,760.96,919.46,120.83,2.00,73.10
BON,2017-06-04,442.65,258.12,58.31,444.30,14.82,14.82,762.67,898.21,117.77,3.00,73.10
BON,2017-06-05,447.68,261.20,58.34,446.20,14.61,14.61,762.71,907.17,118.95,2.00,73.08
BON,2017-06-06,435.34,250.93,57.64,432.60,14.75,14.75,758.17,940.08,124.00,3.00,73.11
BON,2017-06-07,429.04,239.35,55.79,422.50,15.03,15.03,754.79,934.83,123.85,2.50,72.50
BON,2017-06-08,430.00,237.28,55.18,430.50,15.15,15.15,755.08,919.71,121.80,2.50,72.27
BON,2017-06-09,432.67,229.31,53.00,440.60,14.96,14.96,757.63,918.58,121.25,2.50,72.70
BON,2017-06-10,441.98,239.26,54.13,441.60,14.89,14.89,757.17,917.54,121.18,3.00,72.62
BON,2017-06-11,421.54,221.70,52.59,421.40,14.90,14.90,759.42,910.54,119.90,3.00,73.13
BON,2017-06-12,390.61,218.22,55.87,389.60,14.86,14.86,761.04,882.67,115.98,2.50,73.01
BON,2017-06-13,361.69,179.89,49.74,362.80,14.73,14.73,763.08,855.38,112.09,2.50,73.47
BON,2017-06-14,390.46,215.93,55.30,395.90,14.76,14.76,762.25,868.25,113.91,2.00,73.49
BON,2017-06-15,400.35,211.50,52.83,398.10,14.91,14.91,759.04,897.88,118.29,3.00,73.59
BON,2017-06-16,366.94,179.03,48.79,367.20,15.01,15.01,761.42,893.17,117.30,3.00,73.68
BON,2017-06-17,334.93,143.32,42.79,336.90,15.17,15.17,763.54,888.21,116.33,3.00,73.71
BON,2017-06-18,333.98,141.61,42.40,340.10,15.49,15.49,762.63,894.96,117.35,3.00,74.11
BON,2017-06-19,346.60,151.50,43.71,342.30,15.99,15.99,758.54,905.54,119.38,3.00,74.22
BON,2017-06-20,317.06,125.83,39.69,319.80,16.21,16.21,762.13,891.04,116.92,3.00,74.30
BON,2017-06-21,322.64,123.93,38.41,322.30,16.26,16.26,765.42,867.21,113.30,3.00,74.40
BON,2017-06-22,323.10,117.46,36.35,326.10,16.43,16.43,764.17,870.71,113.95,3.00,74.48
BON,2017-06-23,306.75,96.83,31.56,305.60,16.77,16.77,762.54,901.25,118.19,3.00,74.73
BON,2017-06-24,309.52,101.68,32.85,304.60,17.20,17.20,760.67,902.54,118.65,4.00,73.68
BON,2017-06-25,313.73,96.21,30.67,305.00,17.55,17.55,756.63,892.71,117.99,3.00,73.31
BON,2017-06-26,280.74,91.26,32.51,277.00,17.80,17.80,758.08,885.04,116.75,4.00,73.06
BON,2017-06-27,264.38,96.76,36.60,269.60,17.83,17.83,759.67,846.42,111.42,4.00,73.26
BON,2017-06-28,265.60,102.13,38.45,263.80,17.72,17.72,760.29,836.25,109.99,3.00,73.58
BON,2017-06-29,265.44,96.17,36.23,271.90,17.70,17.70,761.54,837.58,109.99,3.00,73.23
BON,2017-06-30,269.99,89.77,33.25,263.50,18.07,18.07,759.54,868.63,114.36,3.00,73.79
BON,2017-07-01,235.53,95.55,40.57,240.50,18.41,18.41,760.83,859.83,113.01,3.00,73.71
BON,2017-07-02,240.70,101.07,41.99,242.90,18.60,18.60,760.25,834.13,109.72,3.00,73.76
BON,2017-07-03,220.47,95.49,43.31,217.20,18.73,18.73,762.38,832.13,109.15,3.00,74.05
BON,2017-07-04,218.31,88.57,40.57,221.60,18.85,18.85,759.42,834.67,109.91,4.00,73.94
BON,2017-07-05,233.77,94.85,40.58,230.40,19.16,19.16,758.67,851.63,112.25,4.00,73.97
BON,2017-07-06,200.30,101.07,50.46,211.60,19.52,19.52,761.38,863.17,113.37,4.00,73.99
BON,2017-07-07,219.11,94.99,43.35,216.70,19.74,19.74,763.92,845.79,110.72,5.50,73.79
BON,2017-07-08,205.73,88.88,43.20,205.60,19.78,19.78,761.25,831.54,109.23,4.00,74.30
BON,2017-07-09,198.78,95.14,47.86,197.20,19.92,19.92,760.75,830.54,109.17,5.00,74.86
BON,2017-07-10,196.23,101.41,51.68,198.20,20.00,20.00,760.42,824.13,108.38,6.00,74.65
BON,2017-07-11,184.75,95.23,51.54,187.80,19.95,19.95,761.08,813.46,106.88,5.00,74.95
BON,2017-07-12,183.17,89.29,48.75,177.90,20.02,20.02,759.63,811.54,106.84,5.00,74.71
BON,2017-07-13,186.46,95.28,51.10,188.10,20.10,20.10,761.67,816.13,107.15,5.00,74.45
BON,2017-07-14,203.23,101.23,49.81,205.30,20.41,20.41,761.79,822.54,107.98,5.00,74.72
BON,2017-07-15,190.25,95.69,50.30,185.50,20.53,20.53,763.42,824.42,107.99,6.00,74.68
BON,2017-07-16,185.93,89.55,48.16,190.00,20.48,20.48,764.63,814.08,106.47,6.00,75.10
BON,2017-07-17,178.91,95.01,53.10,175.20,20.54,20.54,760.46,814.04,107.05,5.00,75.13
BON,2017-07-18,190.59,101.47,53.24,195.30,20.63,20.63,759.42,824.88,108.62,6.00,74.74
BON,2017-07-19,195.70,96.18,49.15,197.50,20.64,20.64,761.00,823.63,108.23,6.00,75.13
BON,2017-07-20,181.88,89.00,48.93,180.50,20.79,20.79,762.75,816.04,106.99,6.00,75.12
BON,2017-07-21,176.47,94.80,53.72,178.20,20.91,20.91,762.71,822.42,107.83,6.00,75.23
BON,2017-07-22,158.45,101.43,64.02,158.30,21.04,21.04,762.00,830.33,108.97,7.00,75.29
BON,2017-07-23,147.04,96.20,65.42,146.10,21.26,21.26,758.92,831.46,109.56,7.00,75.36
BON,2017-07-24,152.04,89.88,59.12,157.10,21.39,21.39,757.63,821.00,108.37,7.00,75.52
BON,2017-07-25,157.83,95.13,60.27,154.40,21.57,21.57,758.54,827.38,109.08,7.00,75.50
BON,2017-07-26,161.43,101.01,62.58,158.80,21.72,21.72,760.08,828.92,109.06,7.00,75.45
BON,2017-07-27,145.43,95.24,65.49,145.40,21.56,21.56,761.63,815.58,107.09,6.00,75.38
BON,2017-07-28,150.86,88.87,58.91,153.90,21.61,21.61,760.83,807.08,106.08,7.00,74.96
BON,2017-07-29,178.40,95.11,53.32,178.40,21.52,21.52,762.08,800.75,105.07,7.00,75.64
BON,2017-07-30,150.70,100.68,66.81,141.60,21.42,21.42,764.29,806.58,105.53,7.00,75.18
BON,2017-07-31,157.70,93.79,59.47,158.60,21.63,21.63,763.00,814.13,106.70,7.00,74.13
BON,2017-08-01,161.00,88.78,55.14,157.60,21.95,21.95,760.42,827.08,108.77,7.00,74.11
BON,2017-08-02,165.86,95.23,57.41,165.50,22.22,22.22,758.21,845.00,111.45,7.00,74.10
BON,2017-08-03,146.68,101.41,69.13,152.60,22.48,22.48,757.13,856.04,113.07,7.00,74.15
BON,2017-08-04,140.40,96.23,68.54,145.40,22.67,22.67,755.83,856.54,113.32,7.00,75.24
BON,2017-08-05,135.81,89.83,66.14,138.40,22.67,22.67,756.63,834.46,110.29,7.00,75.52
BON,2017-08-06,140.83,95.03,67.48,129.20,22.60,22.60,757.25,817.75,107.99,7.00,74.81
BON,2017-08-07,135.95,92.11,67.75,128.90,22.65,22.65,757.58,820.75,108.34,7.00,74.05
BON,2017-08-08,137.35,94.21,68.60,144.40,22.69,22.69,757.46,822.50,108.59,7.00,73.71
BON,2017-08-09,141.07,89.83,63.68,145.20,22.84,22.84,756.92,827.83,109.37,7.00,74.66
BON,2017-08-10,147.07,96.01,65.28,150.10,23.02,23.02,757.08,835.96,110.42,7.00,74.45
BON,2017-08-11,148.78,101.50,68.22,141.10,23.06,23.06,757.00,828.00,109.38,7.00,74.33
BON,2017-08-12,140.38,95.23,67.84,132.00,22.89,22.89,758.04,806.21,106.35,7.00,73.77
BON,2017-08-13,134.16,89.33,66.58,131.50,22.68,22.68,759.50,794.50,104.61,7.00,73.41
BON,2017-08-14,136.08,91.55,67.28,145.10,22.35,22.35,758.88,789.29,104.01,7.00,73.50
BON,2017-08-15,142.20,97.76,68.75,140.80,22.07,22.07,757.71,793.54,104.73,7.00,73.76
BON,2017-08-16,139.32,95.43,68.50,129.30,21.87,21.87,760.96,800.58,105.21,7.00,73.83
BON,2017-08-17,128.86,84.82,65.82,127.10,21.86,21.86,762.83,797.92,104.60,7.00,72.93
BON,2017-08-18,116.84,73.27,62.71,116.60,21.87,21.87,762.67,798.75,104.73,7.00,72.82
BON,2017-08-19,116.77,73.56,63.00,126.20,21.75,21.75,762.83,791.25,103.73,7.00,73.08
BON,2017-08-20,125.48,81.89,65.26,122.10,21.67,21.67,761.83,793.25,104.12,7.00,74.03
BON,2017-08-21,121.70,78.31,64.35,129.10,21.66,21.66,759.88,798.08,105.03,7.00,73.95
BON,2017-08-22,133.15,89.18,66.98,130.80,21.78,21.78,759.46,816.00,107.45,7.00,73.89
BON,2017-08-23,131.76,87.42,66.35,131.40,21.93,21.93,759.08,821.79,108.26,7.00,73.80
BON,2017-08-24,127.96,85.64,66.93,121.00,21.76,21.76,760.17,804.25,105.80,7.00,73.63
BON,2017-08-25,121.77,77.47,63.62,123.30,21.67,21.67,760.13,799.83,105.22,7.00,73.63
BON,2017-08-26,115.94,71.39,61.58,110.50,21.68,21.68,761.17,803.08,105.51,7.00,73.40
BON,2017-08-27,106.57,62.25,58.41,105.50,21.63,21.63,759.83,808.67,106.43,7.00,73.22
BON,2017-08-28,113.97,70.11,61.52,120.40,21.69,21.69,756.67,823.29,108.81,7.00,73.30
BON,2017-08-29,142.61,90.24,63.28,145.20,22.00,22.00,756.13,838.75,110.93,7.00,73.41
BON,2017-08-30,138.54,93.15,67.23,137.70,21.93,21.93,759.00,824.58,108.64,7.00,73.28
BON,2017-08-31,142.47,90.50,63.52,135.40,21.79,21.79,761.79,805.38,105.72,7.00,73.35
BON,2017-09-01,153.12,6.89,4.50,157.30,21.83,21.83,760.29,807.21,106.17,7.00,73.12
BON,2017-09-02,126.34,1.27,1.01,132.40,21.86,21.86,757.71,822.04,108.49,7.00,72.81
BON,2017-09-03,107.85,1.29,1.20,101.30,21.85,21.85,758.46,823.75,108.61,7.00,73.53
BON,2017-09-04,107.81,1.33,1.23,113.80,21.93,21.93,758.33,804.17,106.04,7.00,73.55
BON,2017-09-05,116.74,1.33,1.14,114.80,21.69,21.69,756.92,784.79,103.68,5.00,73.55
BON,2017-09-06,117.01,0.00,0.00,119.10,21.74,21.74,758.25,781.96,103.13,7.00,73.70
BON,2017-09-07,133.70,1.33,0.99,132.20,21.78,21.78,756.63,785.67,103.84,7.00,74.00
BON,2017-09-08,122.67,1.32,1.07,125.90,21.70,21.70,758.38,777.33,102.50,7.00,74.01
BON,2017-09-09,103.27,1.33,1.28,100.40,21.63,21.63,760.96,769.88,101.17,7.00,74.03
BON,2017-09-10,102.68,1.28,1.25,113.80,21.52,21.52,764.83,767.00,100.28,6.00,74.39
BON,2017-09-11,120.30,1.33,1.11,117.40,21.45,21.45,761.21,769.96,101.15,6.00,74.77
BON,2017-09-12,122.98,1.33,1.08,120.20,21.51,21.51,757.96,775.54,102.32,7.00,74.58
BON,2017-09-13,113.68,1.34,1.18,113.70,21.38,21.38,757.88,772.96,101.99,7.00,74.32
BON,2017-09-14,114.17,1.33,1.16,113.60,20.95,20.95,757.79,765.63,101.03,7.00,74.45
BON,2017-09-15,118.29,1.33,1.12,120.10,20.68,20.68,760.88,761.04,100.02,6.00,74.60
BON,2017-09-16,128.63,1.35,1.05,137.50,20.49,20.49,759.42,760.50,100.14,7.00,75.07
BON,2017-09-17,109.53,1.25,1.15,109.60,20.24,20.24,756.63,759.08,100.33,7.00,75.39
BON,2017-09-18,96.73,1.23,1.27,98.00,20.15,20.15,755.13,756.79,100.22,7.00,75.71
BON,2017-09-19,95.60,1.30,1.36,95.60,19.80,19.80,754.83,751.63,99.57,7.00,75.70
BON,2017-09-20,95.37,1.24,1.30,95.10,19.46,19.46,752.83,749.50,99.56,6.00,75.77
BON,2017-09-21,108.95,1.23,1.13,109.70,19.19,19.19,758.04,749.67,98.90,7.00,75.63
BON,2017-09-22,106.39,1.22,1.15,103.70,19.06,19.06,760.50,750.64,98.70,6.00,75.58
