Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,2021-10-08,116.12,1.22,1.05,118.20,17.78,17.78,,,,7.00,75.03
BON,2021-10-09,85.29,1.16,1.36,75.50,17.78,17.78,,,,7.00,75.03
BON,2021-10-10,78.19,1.21,1.55,73.60,17.78,17.78,,,,7.00,74.50
BON,2021-10-11,90.48,1.20,1.33,93.10,17.78,17.78,,,,7.00,74.10
BON,2021-10-12,99.25,1.20,1.21,98.80,17.22,17.22,,,,7.00,74.05
BON,2021-10-13,97.23,1.20,1.23,94.90,16.67,16.67,,,,7.00,73.99
BON,2021-10-14,81.69,1.20,1.46,81.30,16.67,16.67,,,,7.00,74.05
BON,2021-10-15,85.48,1.20,1.40,88.40,15.56,15.56,,,,7.00,74.05
BON,2021-10-16,90.09,1.18,1.31,89.40,15.56,15.56,,,,7.00,74.03
BON,2021-10-17,75.53,1.17,1.54,74.50,15.56,15.56,,,,7.00,74.05
BON,2021-10-18,85.53,1.20,1.40,84.20,15.56,15.56,,,,7.00,74.04
BON,2021-10-19,101.20,1.20,1.19,101.60,15.56,15.56,,,,7.00,74.04
BON,2021-10-20,96.40,1.19,1.23,97.80,15.00,15.00,,,,7.00,74.03
BON,2021-10-21,107.79,1.15,1.07,105.90,15.00,,,,,,73.93
BON,2021-10-22,88.22,1.15,1.31,85.10,15.00,15.00,,,,7.00,73.83
BON,2021-10-23,97.37,1.15,1.18,101.60,15.00,15.00,,,,7.00,73.83
BON,2021-10-24,96.72,1.15,1.18,97.40,15.00,15.00,,,,7.00,74.00
BON,2021-10-25,99.66,1.15,1.15,98.80,14.44,14.44,,,,7.00,74.05
BON,2021-10-26,91.83,1.23,1.34,97.30,14.44,14.44,,,,7.00,74.13
BON,2021-10-27,86.32,1.18,1.36,94.00,13.89,13.89,,,,7.00,74.95
BON,2021-10-28,91.31,1.16,1.27,89.50,13.89,13.89,,,,7.00,75.23
BON,2021-10-29,81.20,1.18,1.45,80.30,13.89,13.89,,,,7.00,75.04
BON,2021-10-30,90.38,1.01,1.12,96.50,13.33,13.33,,,,7.00,75.30
BON,2021-10-31,78.58,1.05,1.34,82.80,13.33,13.33,,,,7.00,76.08
BON,2021-11-01,133.63,1.06,0.80,120.60,13.33,13.33,,,,7.00,75.25
BON,2021-11-02,129.33,1.02,0.79,136.10,12.78,12.78,,,,7.00,74.88
BON,2021-11-03,129.60,1.02,0.79,127.60,12.22,12.22,,,,4.00,75.14
BON,2021-11-04,118.51,1.02,0.86,121.60,12.78,12.78,,,,7.00,74.85
BON,2021-11-05,116.97,1.01,0.86,121.20,12.78,12.78,,,,7.00,75.28
BON,2021-11-06,120.28,1.04,0.86,121.70,12.78,12.78,,,,7.00,75.90
BON,2021-11-07,118.41,0.97,0.82,112.70,12.78,12.78,,,,7.00,75.48
BON,2021-11-08,120.10,1.05,0.87,122.40,12.22,12.22,,,,7.00,75.27
BON,2021-11-09,116.70,1.01,0.86,112.60,12.22,12.22,,,,7.00,75.35
BON,2021-11-10,130.02,1.01,0.78,128.00,12.22,12.22,,,,6.00,74.74
BON,2021-11-11,125.05,1.01,0.81,131.70,11.67,11.67,,,,6.00,74.79
BON,2021-11-12,117.23,1.10,0.94,120.00,11.67,11.67,,,,5.00,75.63
BON,2021-11-13,128.26,1.08,0.84,111.60,11.11,11.11,,,,7.00,75.16
BON,2021-11-14,126.85,1.00,0.79,123.60,11.11,11.11,,,,2.00,74.01
BON,2021-11-15,125.23,1.02,0.81,115.60,11.11,11.11,,,,1.00,73.43
BON,2021-11-16,121.87,1.01,0.83,124.40,11.67,11.67,,,,6.00,72.94
BON,2021-11-17,139.86,1.01,0.72,138.10,11.67,11.67,,,,3.00,73.15
BON,2021-11-18,162.41,1.07,0.66,176.80,11.11,11.11,,,,3.00,73.90
BON,2021-11-19,163.25,1.01,0.62,161.30,10.56,10.56,,,,5.00,74.52
BON,2021-11-20,158.19,1.00,0.63,154.70,10.56,10.56,,,,5.00,74.64
BON,2021-11-21,148.04,1.01,0.68,141.60,10.56,10.56,,,,5.00,73.59
BON,2021-11-22,151.53,1.01,0.67,150.30,10.00,10.00,,,,5.00,73.89
BON,2021-11-23,145.16,1.00,0.69,148.50,9.44,9.44,,,,5.00,73.10
BON,2021-11-24,139.67,1.00,0.72,145.70,9.44,9.44,,,,7.00,73.50
BON,2021-11-25,143.13,1.01,0.70,136.50,9.44,9.44,,,,5.00,73.33
BON,2021-11-26,127.33,1.01,0.79,125.30,9.44,9.44,,,,7.00,73.09
BON,2021-11-27,128.08,1.01,0.79,128.20,9.44,9.44,,,,7.00,72.96
BON,2021-11-28,125.10,1.00,0.80,125.10,9.44,9.44,,,,7.00,72.85
BON,2021-11-29,126.65,1.02,0.80,126.00,9.44,9.44,,,,7.00,73.02
BON,2021-11-30,153.26,1.01,0.66,143.10,10.00,10.00,,,,7.00,72.81
BON,2021-12-01,154.18,1.01,0.65,151.30,10.00,10.00,,,,7.00,72.21
BON,2021-12-02,150.65,0.62,0.41,164.10,10.00,10.00,,,,7.00,72.98
BON,2021-12-03,164.06,0.53,0.32,160.40,10.00,10.00,,,,7.00,73.14
BON,2021-12-04,166.05,0.53,0.32,165.40,9.44,9.44,,,,6.00,73.28
BON,2021-12-05,172.48,0.55,0.32,179.60,8.89,8.89,,,,7.00,73.75
BON,2021-12-06,171.60,0.53,0.31,170.40,8.89,8.89,,,,6.00,73.80
BON,2021-12-07,177.04,0.53,0.30,173.10,8.89,8.89,,,,7.00,73.93
BON,2021-12-08,170.29,0.53,0.31,180.70,8.33,8.33,,,,6.00,73.50
BON,2021-12-09,177.08,1.95,1.10,178.00,8.33,8.33,,,,7.00,74.10
BON,2021-12-10,180.78,0.53,0.29,182.40,8.33,8.33,,,,7.00,74.08
BON,2021-12-11,181.17,0.53,0.29,183.00,8.33,8.33,,,,4.00,73.88
BON,2021-12-12,185.71,0.53,0.28,186.70,8.33,8.33,,,,7.00,74.23
BON,2021-12-13,196.49,7.30,3.72,202.50,8.33,8.33,,,,2.00,75.22
BON,2021-12-14,194.09,6.26,3.22,193.30,8.30,,,,,,75.00
BON,2021-12-15,194.50,0.57,0.29,181.50,8.33,8.33,,,,3.00,73.92
BON,2021-12-16,186.18,0.53,0.28,187.20,8.33,8.33,,,,3.00,73.41
BON,2021-12-17,192.66,0.52,0.27,190.30,7.78,7.78,,,,6.00,73.83
BON,2021-12-18,192.01,0.53,0.27,191.30,7.78,7.78,,,,6.00,73.25
BON,2021-12-19,187.95,0.53,0.28,191.50,7.22,7.22,,,,6.00,73.66
BON,2021-12-20,193.00,0.53,0.27,191.10,7.22,7.22,,,,5.00,73.55
BON,2021-12-21,190.18,0.58,0.30,188.10,7.22,7.22,,,,6.00,73.50
BON,2021-12-22,177.56,0.53,0.30,183.30,6.67,6.67,,,,6.00,73.30
BON,2021-12-23,167.81,0.53,0.32,167.40,6.67,6.67,,,,6.00,73.70
BON,2021-12-24,163.29,0.53,0.32,161.70,6.67,6.67,,,,6.00,73.89
BON,2021-12-25,133.50,0.53,0.39,131.70,6.67,6.67,,,,4.00,73.82
BON,2021-12-26,164.04,0.53,0.32,167.40,6.11,6.11,,,,5.00,73.83
BON,2021-12-27,179.27,0.55,0.31,183.10,6.11,6.11,,,,5.00,73.62
BON,2021-12-28,186.02,0.53,0.28,186.70,6.11,6.11,,,,5.00,74.30
BON,2021-12-29,200.70,0.56,0.28,193.60,5.56,5.56,,,,5.00,73.76
BON,2021-12-30,192.65,0.53,0.27,192.20,5.56,5.56,,,,5.00,73.43
BON,2021-12-31,182.62,0.53,0.29,189.50,5.00,5.00,,,,6.00,73.94
