Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,2021-02-10,181.37,0.53,0.29,177.30,4.44,4.44,,,,6.00,73.34
BON,2021-02-11,184.37,0.55,0.30,185.10,4.44,4.44,,,,7.00,73.21
BON,2021-02-12,178.47,0.53,0.30,180.40,4.44,4.44,,,,7.00,73.39
BON,2021-02-13,177.82,0.53,0.30,175.90,3.89,3.89,,,,7.00,73.38
BON,2021-02-14,175.76,0.53,0.30,179.90,3.33,3.33,,,,,73.46
BON,2021-02-15,190.01,0.55,0.29,187.20,3.33,3.33,,,,7.00,73.53
BON,2021-02-16,192.19,0.58,0.30,193.20,3.33,3.33,,,,7.00,73.46
BON,2021-02-17,194.42,0.58,0.30,197.20,3.33,3.33,,,,7.00,73.75
BON,2021-02-18,189.27,0.30,0.16,184.20,3.89,3.89,,,,4.50,73.87
BON,2021-02-19,185.79,0.57,0.31,192.70,3.89,3.89,,,,6.00,73.60
BON,2021-02-20,188.88,0.58,0.30,197.50,3.89,3.89,,,,6.00,73.53
BON,2021-02-21,149.99,0.58,0.38,147.60,3.33,3.33,,,,6.00,74.83
BON,2021-02-22,143.28,0.00,0.00,144.40,3.33,3.33,,,,6.00,74.61
BON,2021-02-23,144.27,0.00,0.00,145.50,3.33,3.33,,,,4.00,75.17
BON,2021-02-24,177.11,0.17,0.09,172.10,3.33,3.33,,,,5.00,74.39
BON,2021-02-25,160.25,1.20,0.75,158.70,3.89,3.89,,,,6.00,73.78
BON,2021-02-26,141.36,1.20,0.85,145.60,3.33,3.33,,,,4.00,74.49
BON,2021-02-27,148.32,1.25,0.84,146.80,3.33,3.33,,,,5.00,74.63
BON,2021-02-28,133.81,1.20,0.89,129.70,3.33,3.33,,,,7.00,74.40
BON,2021-03-01,141.49,1.20,0.85,136.00,3.33,3.33,,,,7.00,73.63
BON,2021-03-02,129.20,1.29,1.00,136.40,3.89,3.89,,,,6.50,73.88
BON,2021-03-03,138.83,1.29,0.93,138.20,3.89,3.89,,,,7.00,74.30
BON,2021-03-04,140.14,1.30,0.92,140.70,3.89,3.89,,,,6.00,74.18
BON,2021-03-05,129.23,1.30,1.00,132.40,4.44,4.44,,,,7.00,74.54
BON,2021-03-06,127.00,1.31,1.03,126.20,4.44,4.44,,,,6.00,74.62
BON,2021-03-07,129.01,1.25,0.97,116.70,4.44,4.44,,,,6.00,73.93
BON,2021-03-08,136.43,1.29,0.94,151.60,4.44,4.44,,,,7.00,74.05
BON,2021-03-09,143.56,1.30,0.90,153.00,4.44,4.44,,,,6.00,75.24
BON,2021-03-10,138.40,1.30,0.94,137.60,4.44,4.44,,,,6.00,75.53
BON,2021-03-11,135.69,1.34,0.99,132.30,5.00,5.00,,,,6.00,75.25
BON,2021-03-12,128.40,1.30,1.01,115.50,5.00,5.00,,,,6.00,74.56
BON,2021-03-13,130.98,1.30,0.99,130.90,5.56,5.56,,,,7.00,74.03
BON,2021-03-14,129.90,1.45,1.12,128.80,5.56,5.56,,,,7.00,74.08
BON,2021-03-15,127.34,1.30,1.02,128.60,5.56,5.56,,,,7.00,73.89
BON,2021-03-16,131.35,1.30,0.99,129.60,5.56,5.56,,,,7.00,73.82
BON,2021-03-17,132.00,1.30,0.98,138.10,5.56,5.56,,,,6.00,74.50
BON,2021-03-18,131.51,1.35,1.02,127.50,6.11,6.11,,,,6.00,74.28
BON,2021-03-19,131.30,1.29,0.98,132.30,6.11,6.11,,,,7.00,74.08
BON,2021-03-20,131.27,1.30,0.99,121.30,6.10,,,,,,73.59
BON,2021-03-21,134.50,1.30,0.96,138.70,6.11,6.11,,,,7.00,73.18
BON,2021-03-22,134.04,1.30,0.97,141.00,6.67,6.67,,,,7.00,73.65
BON,2021-03-23,134.88,1.29,0.95,123.80,6.67,6.67,,,,6.00,73.73
BON,2021-03-24,135.42,1.30,0.96,130.30,6.67,6.67,,,,6.00,72.69
BON,2021-03-25,131.73,1.28,0.97,131.50,7.22,7.22,,,,6.00,72.80
BON,2021-03-26,131.01,1.25,0.96,131.20,6.67,6.67,,,,6.00,72.64
BON,2021-03-27,131.05,1.26,0.96,130.90,6.67,6.67,,,,6.00,72.69
BON,2021-03-28,126.76,1.29,1.02,130.20,6.67,6.67,,,,7.00,72.93
BON,2021-03-29,124.36,1.29,1.04,132.70,7.22,7.22,,,,7.00,73.68
BON,2021-03-30,127.02,1.29,1.02,137.10,7.22,7.22,,,,7.00,73.99
BON,2021-03-31,129.28,1.28,0.99,121.50,7.22,7.22,,,,6.00,74.45
BON,2021-04-01,127.38,1.27,0.99,131.40,7.22,7.22,,,,6.00,73.77
BON,2021-04-02,126.59,1.30,1.02,121.70,7.22,7.22,,,,6.00,74.55
BON,2021-04-03,129.39,1.45,1.12,135.40,7.78,7.78,,,,6.00,74.13
BON,2021-04-04,130.29,1.48,1.14,139.20,7.78,7.78,,,,7.00,74.58
BON,2021-04-05,147.72,0.78,0.52,150.10,8.33,8.33,,,,7.00,75.30
BON,2021-04-06,148.17,0.93,0.63,147.10,8.33,8.33,,,,6.00,75.35
BON,2021-04-07,135.18,1.50,1.11,122.00,8.33,8.33,,,,6.00,74.67
BON,2021-04-08,138.77,1.49,1.07,137.70,8.33,8.33,,,,6.00,73.92
BON,2021-04-09,135.24,1.49,1.10,138.00,8.33,8.33,,,,6.00,74.73
BON,2021-04-10,139.64,90.79,65.02,145.20,8.33,8.33,,,,7.00,74.68
BON,2021-04-11,140.45,96.43,68.66,136.70,8.89,8.89,,,,7.00,74.97
BON,2021-04-12,143.24,99.14,69.21,148.30,8.89,8.89,,,,7.00,75.08
BON,2021-04-13,143.33,99.12,69.16,137.30,8.89,8.89,,,,6.00,75.01
BON,2021-04-14,142.13,98.68,69.43,138.10,8.33,8.33,,,,4.00,74.66
BON,2021-04-15,141.78,98.57,69.52,138.80,8.89,8.89,,,,4.00,74.18
BON,2021-04-16,141.25,98.00,69.38,137.10,8.89,8.89,,,,6.00,73.74
BON,2021-04-17,136.95,93.78,68.47,139.90,9.44,9.44,,,,5.00,73.70
BON,2021-04-18,137.76,94.53,68.62,139.80,9.44,9.44,,,,7.00,73.95
BON,2021-04-19,140.14,96.82,69.09,146.30,9.44,9.44,,,,7.00,74.39
BON,2021-04-20,144.50,100.52,69.56,145.70,10.00,10.00,,,,7.00,74.63
BON,2021-04-21,162.87,109.78,67.41,162.90,10.56,10.56,,,,7.00,74.76
BON,2021-04-22,168.43,115.52,68.59,170.10,10.56,10.56,,,,6.00,74.75
BON,2021-04-23,160.74,112.60,70.05,161.50,11.11,11.11,,,,5.00,75.00
BON,2021-04-24,177.16,119.82,67.63,178.20,10.56,10.56,,,,6.00,74.97
BON,2021-04-25,185.06,126.57,68.39,185.10,11.11,11.11,,,,6.00,74.92
BON,2021-04-26,182.83,125.40,68.59,182.60,10.56,10.56,,,,6.00,74.87
BON,2021-04-27,180.90,123.02,68.00,184.10,10.56,10.56,,,,6.00,75.20
BON,2021-04-28,181.75,124.55,68.52,181.50,10.56,10.56,,,,6.00,75.25
BON,2021-04-29,174.64,119.70,68.54,166.90,11.11,11.11,,,,5.00,74.93
BON,2021-04-30,201.89,132.53,65.64,198.30,11.11,11.11,,,,7.00,74.07
BON,2021-05-01,191.71,132.24,68.98,192.40,11.67,11.67,,,,,73.92
BON,2021-05-02,191.31,130.75,68.35,193.50,11.67,11.67,,,,6.00,74.25
BON,2021-05-03,213.87,131.41,61.44,211.00,12.22,12.22,,,,7.00,73.96
BON,2021-05-04,230.08,132.71,57.68,230.60,12.78,12.78,,,,6.00,73.93
BON,2021-05-05,226.00,133.15,58.92,225.10,12.78,12.78,,,,7.00,74.13
BON,2021-05-06,226.37,132.83,58.68,225.40,13.33,13.33,,,,7.00,73.71
BON,2021-05-07,221.31,133.00,60.10,225.70,12.78,12.78,,,,7.00,74.13
BON,2021-05-08,223.18,132.75,59.48,221.40,12.78,12.78,,,,7.00,74.02
BON,2021-05-09,231.02,132.80,57.48,229.30,12.78,12.78,,,,7.00,74.00
BON,2021-05-10,245.75,133.20,54.20,248.80,12.78,12.78,,,,7.00,74.03
BON,2021-05-11,240.08,133.03,55.41,243.10,13.33,13.33,,,,7.00,74.14
BON,2021-05-12,231.20,132.85,57.46,230.20,13.33,13.33,,,,7.00,74.33
BON,2021-05-13,226.97,134.79,59.39,227.50,13.33,13.33,,,,5.00,74.29
BON,2021-05-14,221.97,133.00,59.92,224.50,13.89,13.89,,,,7.00,74.40
BON,2021-05-15,228.74,133.02,58.15,225.60,13.89,13.89,,,,7.00,74.65
BON,2021-05-16,226.88,132.87,58.56,230.40,13.89,13.89,,,,7.00,74.50
BON,2021-05-17,212.04,133.10,62.77,212.60,13.89,13.89,,,,7.00,74.93
BON,2021-05-18,214.15,132.86,62.04,211.80,13.89,13.89,,,,6.00,74.73
BON,2021-05-19,229.41,132.96,57.96,224.20,14.44,14.44,,,,6.00,73.97
BON,2021-05-20,220.45,133.04,60.35,226.40,13.96,13.96,763.50,841.64,110.23,6.00,74.20
BON,2021-05-21,219.24,132.53,60.45,215.20,13.95,13.95,764.00,841.42,110.13,7.00,74.43
BON,2021-05-22,219.23,132.38,60.38,220.80,13.93,13.93,762.92,846.08,110.90,6.00,74.30
BON,2021-05-23,202.77,132.12,65.16,204.50,13.91,13.91,762.29,856.21,112.32,7.00,74.35
BON,2021-05-24,186.29,125.84,67.55,186.10,13.90,13.90,761.92,851.17,111.71,7.00,74.73
BON,2021-05-25,203.81,132.51,65.02,206.40,14.09,14.09,762.33,852.08,111.77,7.00,74.99
BON,2021-05-26,208.93,132.60,63.47,206.80,14.39,14.39,762.29,852.04,111.78,7.00,74.85
BON,2021-05-27,218.20,132.45,60.70,216.70,14.60,14.60,760.54,859.58,113.02,7.00,74.29
BON,2021-05-28,201.53,133.00,66.00,207.00,14.54,14.54,765.33,845.67,110.50,7.00,74.77
BON,2021-05-29,205.58,132.68,64.54,201.60,14.82,14.82,761.21,863.75,113.47,6.00,74.53
BON,2021-05-30,230.49,132.82,57.62,223.20,14.83,14.83,761.42,885.00,116.23,7.00,74.18
BON,2021-05-31,218.83,133.14,60.84,224.20,15.06,15.06,761.79,893.54,117.30,7.00,73.99
BON,2021-06-01,219.57,132.96,60.55,226.60,15.46,15.46,758.21,905.08,119.38,6.00,74.79
BON,2021-06-02,234.82,132.85,56.58,236.80,15.82,15.82,756.58,910.21,120.31,6.00,74.93
BON,2021-06-03,237.53,132.85,55.93,235.90,16.19,16.19,757.96,876.88,115.69,7.00,75.20
BON,2021-06-04,294.80,132.76,45.04,294.50,16.37,16.37,760.33,856.25,112.61,7.00,74.81
BON,2021-06-05,295.04,133.07,45.10,305.80,16.10,16.10,761.17,860.25,113.02,7.00,75.22
BON,2021-06-06,297.27,132.29,44.50,291.50,15.84,15.84,759.50,863.88,113.74,6.00,75.57
BON,2021-06-07,296.27,132.52,44.73,292.20,15.83,15.83,758.33,875.33,115.43,6.00,74.79
BON,2021-06-08,266.44,132.47,49.72,267.10,15.90,15.90,759.38,880.38,115.94,4.00,74.43
BON,2021-06-09,226.46,132.20,58.38,222.20,15.92,15.92,762.50,873.46,114.55,6.00,74.93
BON,2021-06-10,212.58,132.23,62.20,210.10,15.82,15.82,763.50,860.42,112.69,6.00,74.65
BON,2021-06-11,219.77,132.39,60.24,216.40,15.75,15.75,759.00,857.71,113.01,6.00,74.29
BON,2021-06-12,225.51,132.61,58.81,228.80,15.83,15.83,758.00,874.08,115.32,6.00,74.53
BON,2021-06-13,193.35,132.80,68.68,192.80,16.07,16.07,757.17,887.38,117.20,6.00,74.85
BON,2021-06-14,188.62,132.16,70.07,185.60,16.23,16.23,759.79,874.75,115.13,6.00,74.48
BON,2021-06-15,201.65,132.44,65.68,205.80,16.38,16.38,764.79,863.17,112.87,6.00,74.31
BON,2021-06-16,203.66,97.19,47.72,204.00,16.45,16.45,766.33,863.79,112.72,7.00,74.50
BON,2021-06-17,203.11,95.05,46.80,204.10,16.57,16.57,762.42,882.54,115.76,7.00,74.46
BON,2021-06-18,197.03,95.14,48.29,192.60,16.81,16.81,760.58,874.83,115.02,7.00,74.26
BON,2021-06-19,188.15,95.18,50.58,200.60,17.14,17.14,760.33,841.67,110.70,7.00,74.29
BON,2021-06-20,184.69,95.72,51.83,181.70,17.60,17.60,757.50,834.13,110.12,7.00,74.93
BON,2021-06-21,181.21,95.58,52.74,174.00,18.03,18.03,755.17,854.17,113.11,7.00,74.82
BON,2021-06-22,179.87,95.84,53.28,183.20,18.32,18.32,755.71,863.75,114.30,7.00,74.98
BON,2021-06-23,188.99,95.59,50.58,189.00,18.49,18.49,757.13,848.88,112.12,7.00,74.73
BON,2021-06-24,197.95,95.41,48.20,199.20,18.82,18.82,759.54,837.67,110.29,7.00,74.64
BON,2021-06-25,205.01,95.21,46.44,198.90,18.94,18.94,758.88,842.71,111.05,5.00,74.31
BON,2021-06-26,218.45,95.63,43.78,215.60,19.43,19.43,758.17,863.54,113.90,5.00,74.23
BON,2021-06-27,192.31,95.80,49.82,197.50,19.87,19.87,755.63,876.96,116.06,6.00,74.46
BON,2021-06-28,206.23,96.01,46.56,203.30,20.30,20.30,752.50,879.75,116.91,7.00,74.67
BON,2021-06-29,220.18,96.11,43.65,225.90,20.73,20.73,753.88,866.33,114.92,7.00,74.61
BON,2021-06-30,215.25,96.30,44.74,213.40,20.74,20.74,756.75,828.50,109.48,7.00,74.62
BON,2021-07-01,189.94,96.27,50.68,186.90,20.54,20.54,759.25,807.54,106.36,7.00,74.52
BON,2021-07-02,198.70,96.20,48.41,211.10,20.44,20.44,759.04,799.96,105.39,7.00,74.53
BON,2021-07-03,209.00,96.56,46.20,196.70,20.53,20.53,758.04,806.04,106.33,7.00,74.91
BON,2021-07-04,181.76,96.19,52.92,186.40,20.84,20.84,758.63,813.21,107.20,7.00,74.55
BON,2021-07-05,154.89,96.35,62.20,154.40,21.03,21.03,759.96,810.33,106.63,7.00,74.66
BON,2021-07-06,162.31,96.34,59.36,160.90,21.15,21.15,758.33,809.42,106.74,7.00,74.69
BON,2021-07-07,152.05,96.72,63.61,157.40,21.13,21.13,760.38,804.38,105.79,,74.98
BON,2021-07-08,168.83,95.78,56.73,169.30,21.09,21.09,759.67,800.17,105.33,7.00,75.47
BON,2021-07-09,147.09,95.15,64.68,148.10,21.13,21.13,760.67,801.71,105.40,7.00,74.98
BON,2021-07-10,130.57,85.81,65.72,124.30,21.27,21.27,761.96,809.67,106.26,7.00,74.89
BON,2021-07-11,126.98,83.98,66.13,127.60,21.37,21.37,761.21,806.21,105.91,7.00,75.07
BON,2021-07-12,147.59,94.52,64.04,144.80,21.52,21.52,760.00,802.33,105.57,7.00,74.75
BON,2021-07-13,165.45,94.40,57.06,168.40,21.59,21.59,759.96,797.13,104.89,7.00,74.60
BON,2021-07-14,163.20,94.40,57.84,164.30,21.49,21.49,759.13,795.54,104.80,7.00,74.58
BON,2021-07-15,156.90,94.68,60.34,158.40,21.38,21.38,760.17,790.25,103.96,7.00,74.83
BON,2021-07-16,150.09,94.99,63.29,148.40,21.24,21.24,760.71,786.54,103.40,7.00,75.16
BON,2021-07-17,143.53,94.50,65.84,149.60,21.37,21.37,760.58,790.75,103.97,7.00,74.71
BON,2021-07-18,164.32,94.44,57.47,153.50,21.53,21.53,761.58,798.75,104.88,7.00,74.66
BON,2021-07-19,147.08,94.12,63.99,145.90,21.63,21.63,761.29,804.00,105.61,7.00,74.33
BON,2021-07-20,153.90,94.44,61.36,156.90,21.74,21.74,762.21,799.83,104.94,7.00,74.60
BON,2021-07-21,138.34,94.33,68.19,135.20,21.67,21.67,763.04,794.13,104.07,7.00,74.42
BON,2021-07-22,138.59,94.58,68.25,137.60,21.46,21.46,762.53,791.71,103.83,7.00,74.44
BON,2021-07-23,138.81,94.78,68.28,145.90,21.35,21.35,764.29,792.58,103.70,7.00,74.55
BON,2021-07-24,137.92,94.20,68.30,139.90,21.53,21.53,761.38,804.92,105.72,,74.92
BON,2021-07-25,137.66,93.93,68.24,134.60,21.78,21.78,759.42,809.33,106.57,7.00,74.70
BON,2021-07-26,137.93,94.03,68.17,143.00,22.04,22.04,758.00,806.33,106.38,7.00,74.77
BON,2021-07-27,149.35,94.34,63.17,145.80,22.11,22.11,759.83,801.25,105.45,7.00,75.03
BON,2021-07-28,142.15,94.15,66.23,144.70,22.19,22.19,761.04,807.79,106.14,7.00,74.92
BON,2021-07-29,137.48,94.01,68.38,131.50,22.27,22.27,759.00,823.13,108.45,7.00,74.71
BON,2021-07-30,137.17,93.60,68.24,131.10,22.26,22.26,757.75,836.58,110.40,7.00,74.03
BON,2021-07-31,124.97,81.77,65.43,117.90,22.10,22.10,758.75,834.96,110.04,7.00,73.68
BON,2021-08-01,111.58,68.70,61.58,110.50,22.27,22.27,760.29,823.63,108.33,7.00,73.56
BON,2021-08-02,114.46,71.55,62.51,134.60,22.35,22.35,760.58,813.54,106.96,7.00,73.93
BON,2021-08-03,139.53,94.25,67.55,136.50,22.63,22.63,759.67,822.04,108.21,7.00,74.73
BON,2021-08-04,137.31,94.19,68.60,139.30,22.58,22.58,757.63,820.92,108.36,7.00,74.65
BON,2021-08-05,138.04,94.44,68.41,132.00,22.59,22.59,758.00,814.50,107.46,7.00,74.66
BON,2021-08-06,131.45,88.30,67.17,127.00,22.39,22.39,761.04,797.88,104.84,7.00,74.30
BON,2021-08-07,117.75,74.73,63.46,111.00,22.37,22.37,758.17,796.38,105.04,7.00,74.14
BON,2021-08-08,108.78,65.73,60.42,114.80,22.13,22.13,760.79,789.25,103.74,7.00,74.06
BON,2021-08-09,121.83,78.83,64.71,129.80,21.98,21.98,760.83,792.92,104.22,7.00,74.72
BON,2021-08-10,133.96,90.85,67.82,136.20,22.08,22.08,759.58,800.17,105.34,7.00,75.00
BON,2021-08-11,147.78,94.64,64.04,152.90,22.62,22.62,757.63,821.79,108.47,7.00,74.92
BON,2021-08-12,155.68,94.68,60.82,152.20,22.86,22.86,757.13,839.92,110.94,7.00,74.94
BON,2021-08-13,150.39,94.36,62.75,145.00,23.18,23.18,758.92,852.33,112.31,7.00,74.45
BON,2021-08-14,162.97,94.64,58.07,171.90,23.29,23.29,760.71,845.92,111.20,7.00,74.70
BON,2021-08-15,132.62,52.48,39.57,117.70,23.24,23.24,759.21,826.67,108.89,7.00,74.83
BON,2021-08-16,118.69,50.75,42.76,115.70,23.12,23.12,756.54,810.96,107.19,7.00,73.78
BON,2021-08-17,118.43,51.00,43.06,120.50,22.51,22.51,759.29,787.50,103.72,7.00,73.93
BON,2021-08-18,119.56,51.35,42.94,129.40,21.94,21.94,761.46,775.71,101.87,7.00,74.82
BON,2021-08-19,144.80,51.13,35.31,135.00,21.66,21.66,760.75,777.38,102.19,7.00,74.39
BON,2021-08-20,142.81,51.00,35.71,147.30,21.36,21.36,759.25,776.88,102.32,7.00,74.00
BON,2021-08-21,134.78,51.12,37.93,135.70,21.10,21.10,756.04,777.83,102.88,6.00,74.27
BON,2021-08-22,109.95,51.21,46.57,107.90,21.13,21.13,757.13,777.88,102.74,7.00,74.39
BON,2021-08-23,131.17,51.43,39.20,139.90,20.84,20.84,759.25,775.58,102.15,7.00,74.89
BON,2021-08-24,141.22,51.45,36.43,138.70,20.73,20.73,758.46,781.04,102.98,7.00,75.01
BON,2021-08-25,135.88,51.34,37.78,137.30,20.94,20.94,759.58,797.63,105.01,7.00,74.78
BON,2021-08-26,134.64,51.41,38.18,131.20,20.88,20.88,761.54,801.46,105.24,7.00,74.89
BON,2021-08-27,123.05,51.12,41.54,124.50,20.96,20.96,762.17,794.83,104.29,7.00,74.29
BON,2021-08-28,135.69,51.38,37.87,135.80,20.95,20.95,760.21,792.71,104.28,7.00,74.95
BON,2021-08-29,131.83,51.29,38.91,134.30,20.93,20.93,757.00,801.29,105.85,7.00,74.76
BON,2021-08-30,119.21,51.51,43.21,114.70,20.71,20.71,758.50,798.54,105.28,7.00,74.89
BON,2021-08-31,105.43,51.26,48.62,95.30,20.28,20.28,759.00,786.13,103.57,7.00,74.43
BON,2021-09-01,100.48,4.06,4.04,108.00,20.16,20.16,758.67,781.67,103.03,7.00,74.63
BON,2021-09-02,101.98,1.35,1.32,101.90,20.08,20.08,759.63,783.42,103.13,7.00,74.92
BON,2021-09-03,93.40,0.63,0.67,100.30,20.20,20.20,759.88,794.96,104.62,7.00,75.17
BON,2021-09-04,90.59,1.41,1.55,87.60,20.13,20.13,758.96,798.42,105.20,7.00,75.19
BON,2021-09-05,87.22,1.39,1.60,84.20,20.09,20.09,758.96,789.38,104.01,7.00,75.26
BON,2021-09-06,80.55,1.38,1.71,86.40,20.24,20.24,760.83,787.00,103.44,7.00,75.03
BON,2021-09-07,84.31,1.39,1.65,83.80,20.39,20.39,759.08,776.04,102.23,7.00,75.40
BON,2021-09-08,89.74,1.39,1.55,94.10,20.48,20.48,758.38,772.92,101.92,7.00,75.30
BON,2021-09-09,100.50,1.41,1.41,98.40,20.63,20.63,756.79,775.42,102.46,7.00,75.80
BON,2021-09-10,82.38,1.40,1.69,84.70,20.56,20.56,759.54,772.33,101.69,7.00,75.85
BON,2021-09-11,75.78,1.39,1.84,75.70,20.30,20.30,762.83,763.25,100.06,7.00,75.99
BON,2021-09-12,75.95,1.39,1.83,69.20,20.21,20.21,761.67,763.38,100.22,7.00,75.81
BON,2021-09-13,87.44,1.38,1.58,92.60,19.99,19.99,763.42,762.38,99.86,7.00,75.47
BON,2021-09-14,92.48,1.40,1.51,93.10,19.89,19.89,760.75,763.58,100.37,7.00,75.75
BON,2021-09-15,74.97,1.39,1.86,73.80,19.90,19.90,760.58,763.71,100.41,7.00,75.58
BON,2021-09-16,80.56,1.35,1.68,80.20,19.56,19.56,761.21,760.04,99.85,7.00,75.85
BON,2021-09-17,88.05,1.34,1.52,85.50,19.24,19.24,755.13,758.46,100.44,7.00,75.50
BON,2021-09-18,85.49,1.30,1.52,86.00,19.20,19.20,753.96,757.13,100.42,7.00,75.39
BON,2021-09-19,77.30,1.30,1.68,74.10,19.17,19.17,761.13,755.54,99.27,7.00,75.41
BON,2021-09-20,93.53,1.34,1.43,96.40,19.22,19.22,767.71,759.00,98.87,7.00,75.40
BON,2021-09-21,94.66,1.31,1.39,91.50,19.06,19.06,763.79,761.88,99.75,7.00,75.32
BON,2021-09-22,83.75,1.31,1.57,87.80,18.93,18.93,762.43,761.14,99.83,7.00,75.15
BON,2021-09-23,90.88,1.30,1.44,92.30,18.89,18.89,,,,7.00,75.53
BON,2021-09-24,104.97,1.30,1.23,104.00,18.89,18.89,,,,7.00,75.10
BON,2021-09-25,104.64,1.28,1.23,98.60,18.89,18.89,,,,7.00,75.09
BON,2021-09-26,80.43,1.30,1.61,82.10,18.89,18.89,,,,7.00,74.75
BON,2021-09-27,86.02,1.38,1.60,89.10,18.89,18.89,,,,7.00,75.14
BON,2021-09-28,98.26,1.30,1.32,95.00,18.89,18.89,,,,7.00,75.07
BON,2021-09-29,87.49,1.29,1.48,88.00,18.33,18.33,,,,7.00,75.04
BON,2021-09-30,85.39,1.30,1.52,87.40,18.33,18.33,,,,7.00,75.23
BON,2021-10-01,88.00,1.34,1.52,84.90,18.33,18.33,,,,7.00,75.16
BON,2021-10-02,83.89,1.30,1.54,85.90,18.33,18.33,,,,7.00,75.38
BON,2021-10-03,83.27,1.30,1.57,79.30,18.33,18.33,,,,7.00,75.11
BON,2021-10-04,83.37,1.30,1.55,85.40,18.33,18.33,,,,7.00,75.06
BON,2021-10-05,88.85,1.20,1.35,89.20,18.33,18.33,,,,7.00,75.06
BON,2021-10-06,93.83,1.21,1.29,95.70,18.33,18.33,,,,7.00,75.10
BON,2021-10-07,98.25,1.32,1.34,97.50,17.78,17.78,,,,7.00,75.07
